review_id,winery,vintage,designation,variety,score,category,title,ava,region,province,country,release_price,source,brand_id
465,Willamette Valley Vineyards,2012.0,O'Brien,Pinot Noir,89,Red,Willamette Valley Vineyards 2012 O'Brien Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$100.0,Wine Enthusiest,5
466,Cubanisimo Vineyards,2013.0,Rosado de,Pinot Noir,89,Red,Cubanisimo Vineyards 2013 Rosado de Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$23.0,Wine Enthusiest,110
467,Dobbes Family Estate,2012.0,Patricia's Cuvée,Pinot Noir,89,Red,Dobbes Family Estate 2012 Patricia's Cuvée Pinot Noir (Oregon),,Oregon Other,Oregon,US,$55.0,Wine Enthusiest,2
468,Big Table Farm,2014.0,Wirtz Vineyard Edelzwicker,White Blend,88,White,Big Table Farm 2014 Wirtz Vineyard Edelzwicker White (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$28.0,Wine Enthusiest,29
469,Day,2014.0,Cancilla Vineyard,Pinot Noir,88,Red,Day 2014 Cancilla Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,23
470,Trinity Vineyards,2013.0,,Pinot Noir,88,Red,Trinity Vineyards 2013 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,433
471,Reustle,2012.0,Timnah Bloc,Tempranillo,85,Red,Reustle 2012 Timnah Bloc Tempranillo (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$29.0,Wine Enthusiest,188
472,Copper Belt,2011.0,Rancher's,Red Blend,85,Red,Copper Belt 2011 Rancher's Red (Columbia Valley (OR)),Columbia Valley (OR),Oregon Other,Oregon,US,$20.0,Wine Enthusiest,89
473,Le Cadeau,2015.0,Merci Reserve,Pinot Noir,93,Red,Le Cadeau 2015 Merci Reserve Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$80.0,Wine Enthusiest,372
474,Patricia Green Cellars,2015.0,Freedom Hill Vineyard Dijon 115 Clone,Pinot Noir,93,Red,Patricia Green Cellars 2015 Freedom Hill Vineyard Dijon 115 Clone Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,423
475,Patricia Green Cellars,2015.0,Freedom Hill Vineyard Pommard Clone,Pinot Noir,93,Red,Patricia Green Cellars 2015 Freedom Hill Vineyard Pommard Clone Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,423
476,WillaKenzie Estate,2014.0,Aliette,Pinot Noir,94,Red,WillaKenzie Estate 2014 Aliette Pinot Noir,Willamette Valley,,Oregon,US,$55.0,Wine Enthusiest,452
477,Owen Roe,2014.0,Crawford-Beck Vineyard,Pinot Grigio,91,White,Owen Roe 2014 Crawford-Beck Vineyard Pinot Gris (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$21.0,Wine Enthusiest,246
478,Wy'East Vineyards,2014.0,Estate Grown,Pinot Grigio,91,White,Wy'East Vineyards 2014 Estate Grown Pinot Gris (Columbia Gorge (OR)),Columbia Gorge (OR),Oregon Other,Oregon,US,$19.0,Wine Enthusiest,378
479,Reustle,2012.0,Prayer Rock Vineyards Gloria's,Syrah,87,Red,Reustle 2012 Prayer Rock Vineyards Gloria's Syrah (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$42.0,Wine Enthusiest,188
480,Reustle,2012.0,Prayer Rock Vineyards Winemaker's Reserve,Syrah,87,Red,Reustle 2012 Prayer Rock Vineyards Winemaker's Reserve Syrah (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$39.0,Wine Enthusiest,188
481,Archery Summit,2009.0,Looney Vineyard,Pinot Noir,93,Red,Archery Summit 2009 Looney Vineyard Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
482,Ayoub,2013.0,Memoirs,Pinot Noir,91,Red,Ayoub 2013 Memoirs Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$36.0,Wine Enthusiest,508
483,J. Scott Cellars,2012.0,,Syrah,87,Red,J. Scott Cellars 2012 Syrah (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,383
484,The Eyrie Vineyards,2012.0,Original Vines Reserve,Chardonnay,95,White,The Eyrie Vineyards 2012 Original Vines Reserve Chardonnay (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,359
485,Reustle,2014.0,Winemaker's Reserve,Pinot Noir,87,Red,Reustle 2014 Winemaker's Reserve Pinot Noir (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$39.0,Wine Enthusiest,188
486,Reustle,2014.0,Winemaker's Reserve,Syrah,87,Red,Reustle 2014 Winemaker's Reserve Syrah (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$39.0,Wine Enthusiest,188
487,Schmidt Family Vineyards,2012.0,,Syrah,87,Red,Schmidt 2012 Syrah (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$36.0,Wine Enthusiest,235
488,Quady North,2006.0,Flagship,Syrah,93,Red,Quady North 2006 Flagship Syrah (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$65.0,Wine Enthusiest,335
489,Quady North,2006.0,,Cabernet Franc,92,Red,Quady North 2006 Cabernet Franc (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$35.0,Wine Enthusiest,335
490,Bergström,2014.0,Cumberland Reserve,Pinot Noir,91,Red,Bergström 2014 Cumberland Reserve Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$42.0,Wine Enthusiest,385
491,Chehalem,2005.0,Corral Creek Vineyard,Pinot Noir,92,Red,Chehalem 2005 Corral Creek Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$44.0,Wine Enthusiest,38
492,Iris Vineyards,2012.0,Reserve,Pinot Noir,88,Red,Iris Vineyards 2012 Reserve Pinot Noir (Oregon),,Oregon Other,Oregon,US,$36.0,Wine Enthusiest,79
493,Iris Vineyards,2013.0,After Dinner,Chardonnay,88,White,Iris Vineyards 2013 After Dinner Chardonnay (Oregon),,Oregon Other,Oregon,US,$24.0,Wine Enthusiest,79
494,Hanson Vineyards,2012.0,,Pinot Noir,84,Red,Hanson Vineyards 2012 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$26.0,Wine Enthusiest,404
495,Anam Cara Cellars,2012.0,Heather's Vineyard,Pinot Noir,91,Red,Anam Cara 2012 Heather's Vineyard Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$66.0,Wine Enthusiest,198
496,Archery Summit,2012.0,Premier Cuvée,Pinot Noir,91,Red,Archery Summit 2012 Premier Cuvée Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$54.0,Wine Enthusiest,123
497,Archery Summit,2012.0,Whole Cluster Cuvée,Pinot Noir,91,Red,Archery Summit 2012 Whole Cluster Cuvée Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
498,Marshall Davis,2012.0,Beacon Hill Vineyard,Pinot Noir,91,Red,Marshall Davis 2012 Beacon Hill Vineyard Pinot Noir,Willamette Valley,,Oregon,US,$36.0,Wine Enthusiest,254
499,Plaisance Ranch,2012.0,,Pinot Noir,91,Red,Plaisance Ranch 2012 Pinot Noir (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,365
500,Fullerton,2014.0,Three Otters,Pinot Noir,86,Red,Fullerton 2014 Three Otters Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$23.0,Wine Enthusiest,269
501,Big Table Farm,2016.0,Laughing Pig Pinot Noir,Rosé,90,Rosé,Big Table Farm 2016 Laughing Pig Pinot Noir Rosé (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,29
502,Bryn Mawr Vineyards,2015.0,Estate,Chardonnay,90,White,Bryn Mawr Vineyards 2015 Estate Chardonnay (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$30.0,Wine Enthusiest,371
503,Plaisance Ranch,2013.0,Papa Joe's Private Stash,Carmenère,89,Red,Plaisance Ranch 2013 Papa Joe's Private Stash Carmenère (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,365
504,Plaisance Ranch,2013.0,Papa Joe's Private Stash,Syrah,89,Red,Plaisance Ranch 2013 Papa Joe's Private Stash Syrah (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
505,Fullerton,2015.0,Five Faces,Chardonnay,87,White,Fullerton 2015 Five Faces Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$33.0,Wine Enthusiest,269
506,Zenith Vineyard,2014.0,Barrel Select,Pinot Noir,91,Red,Zenith 2014 Barrel Select Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,289
507,Brigadoon,2015.0,,Pinot Blanc,91,White,Brigadoon 2015 Pinot Blanc (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$18.0,Wine Enthusiest,201
508,Bryn Mawr Vineyards,2014.0,Estate,Pinot Noir,91,Red,Bryn Mawr Vineyards 2014 Estate Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,371
509,Chehalem,2010.0,Ridgecrest Vineyards,Gamay Noir,85,Red,Chehalem 2010 Ridgecrest Vineyards Gamay Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,38
510,Archery Summit,2004.0,Red Hills Estate,Pinot Noir,87,Red,Archery Summit 2004 Red Hills Estate Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
511,Willamette Valley Vineyards,2012.0,AVA Series,Pinot Noir,89,Red,Willamette Valley Vineyards 2012 AVA Series Pinot Noir (McMinnville),McMinnville,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,5
512,Bergström,2013.0,Temperance Hill Vineyard,Pinot Noir,90,Red,Bergström 2013 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$60.0,Wine Enthusiest,385
513,Owen Roe,2013.0,Sojourner Vineyard,Pinot Noir,93,Red,Owen Roe 2013 Sojourner Vineyard Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$42.0,Wine Enthusiest,246
514,Chehalem,2010.0,INOX,Chardonnay,90,White,Chehalem 2010 INOX Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$19.0,Wine Enthusiest,38
515,Amity Vineyards,2009.0,Sunnyside Single Vineyard,Pinot Noir,89,Red,Amity 2009 Sunnyside Single Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,502
516,Owen Roe,2014.0,The Kilmore,Pinot Noir,92,Red,Owen Roe 2014 The Kilmore Pinot Noir,Willamette Valley,,Oregon,US,$42.0,Wine Enthusiest,246
517,Day,2013.0,Running Bare Mae's Vineyard,Red Blend,85,Red,Day 2013 Running Bare Mae's Vineyard Red (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$42.0,Wine Enthusiest,23
518,Quady North,2009.0,Ox Block,Viognier,91,White,Quady North 2009 Ox Block Viognier (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,335
519,Bryn Mawr Vineyards,2016.0,David's Block,Pinot Blanc,88,White,Bryn Mawr Vineyards 2016 David's Block Pinot Blanc (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$25.0,Wine Enthusiest,371
520,Quady North,2015.0,Steelhead Run Vineyard,Viognier,93,White,Quady North 2015 Steelhead Run Vineyard Viognier (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$23.0,Wine Enthusiest,335
521,The Eyrie Vineyards,2012.0,Outcrop Estate,Pinot Noir,93,Red,The Eyrie Vineyards 2012 Outcrop Estate Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,359
522,Brittan Vineyards,2012.0,Basalt Block,Pinot Noir,93,Red,Brittan Vineyards 2012 Basalt Block Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,425
523,Dominio IV,2012.0,Three Sleeps Vineyard Sketches of Spain,Tempranillo,93,Red,Dominio IV 2012 Three Sleeps Vineyard Sketches of Spain Tempranillo (Columbia Gorge (OR)),Columbia Gorge (OR),Oregon Other,Oregon,US,$28.0,Wine Enthusiest,97
524,Domaine Divio,2015.0,,Chardonnay,92,White,Domaine Divio 2015 Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,488
525,Le Cadeau,2015.0,Rocheux,Pinot Noir,92,Red,Le Cadeau 2015 Rocheux Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,372
526,Willamette Valley Vineyards,2014.0,,Riesling,89,White,Willamette Valley Vineyards 2014 Riesling (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$14.0,Wine Enthusiest,5
527,Quady North,2012.0,"4-2,A",Syrah,88,Red,"Quady North 2012 4-2,A Syrah (Rogue Valley)",Rogue Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,335
528,Fullerton,2013.0,Momtazi Vineyard,Pinot Noir,88,Red,Fullerton 2013 Momtazi Vineyard Pinot Noir (McMinnville),McMinnville,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,269
529,Plaisance Ranch,2013.0,Papa Joe's Private Stash,Pinot Noir,88,Red,Plaisance Ranch 2013 Papa Joe's Private Stash Pinot Noir (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,365
530,Cubanisimo Vineyards,2012.0,Reserve,Pinot Noir,87,Red,Cubanisimo Vineyards 2012 Reserve Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,110
531,Siltstone,2010.0,,Pinot Grigio,84,White,Siltstone 2010 Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$15.0,Wine Enthusiest,174
532,Archery Summit,2014.0,Looney Vineyard,Pinot Noir,92,Red,Archery Summit 2014 Looney Vineyard Pinot Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
533,Durant,2014.0,La Casita,Pinot Noir,92,Red,Durant 2014 La Casita Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$60.0,Wine Enthusiest,190
534,Evening Land,2010.0,Seven Springs Vineyard,Pinot Noir,94,Red,Evening Land 2010 Seven Springs Vineyard Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$45.0,Wine Enthusiest,324
535,Le Cadeau,2010.0,Diversité,Pinot Noir,94,Red,Le Cadeau 2010 Diversité Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,372
536,Chehalem,2015.0,Three Vineyard,Riesling,90,White,Chehalem 2015 Three Vineyard Riesling (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$29.0,Wine Enthusiest,38
537,Season Cellars,2011.0,,Syrah,85,Red,Season 2011 Syrah (Southern Oregon),Southern Oregon,Southern Oregon,Oregon,US,$30.0,Wine Enthusiest,449
538,Anam Cara Cellars,2008.0,Nicholas Estate Reserve,Pinot Noir,88,Red,Anam Cara 2008 Nicholas Estate Reserve Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,198
539,Schmidt Family Vineyards,2012.0,,Chardonnay,85,White,Schmidt 2012 Chardonnay (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$26.0,Wine Enthusiest,235
540,Andrew Rich,2013.0,Verbatim,Pinot Noir,91,Red,Andrew Rich 2013 Verbatim Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,351
541,Carlton Hill,2010.0,,Pinot Noir,91,Red,Carlton Hill 2010 Pinot Noir,Willamette Valley,,Oregon,US,$45.0,Wine Enthusiest,505
542,Iris Vineyards,2014.0,Chalice Estate,Pinot Grigio,91,White,Iris Vineyards 2014 Chalice Estate Pinot Gris (Oregon),,Oregon Other,Oregon,US,$22.0,Wine Enthusiest,79
543,The Eyrie Vineyards,2015.0,,Pinot Blanc,90,White,The Eyrie Vineyards 2015 Pinot Blanc (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$23.0,Wine Enthusiest,359
544,Big Table Farm,2015.0,Wirtz Vineyard,Pinot Grigio,90,White,Big Table Farm 2015 Wirtz Vineyard Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$32.0,Wine Enthusiest,29
545,Quady North,2012.0,,Cabernet Franc,87,Red,Quady North 2012 Cabernet Franc (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$35.0,Wine Enthusiest,335
546,Springhill Cellars,2006.0,Estate,Pinot Noir,83,Red,Springhill Cellars 2006 Estate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$25.0,Wine Enthusiest,176
547,Willamette Valley Vineyards,2011.0,Tualatin Estate,Pinot Noir,87,Red,Willamette Valley Vineyards 2011 Tualatin Estate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,5
548,Andrew Rich,2005.0,,Pinot Noir,90,Red,Andrew Rich 2005 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,351
549,Amity Vineyards,2016.0,White,Pinot Noir,88,Red,Amity 2016 White Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$22.0,Wine Enthusiest,502
550,Day,2016.0,Vin de Days Blanc,White Blend,88,White,Day 2016 Vin de Days Blanc White (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$18.0,Wine Enthusiest,23
551,Archery Summit,2012.0,Looney Vineyard,Pinot Noir,93,Red,Archery Summit 2012 Looney Vineyard Pinot Noir (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$85.0,Wine Enthusiest,123
552,Archery Summit,2013.0,Ab Ovo,Pinot Grigio,93,White,Archery Summit 2013 Ab Ovo Pinot Gris (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,123
553,Reustle,2012.0,Talitha Cumi Bloc in Prayer Rock Vineyards,Sauvignon Blanc,86,White,Reustle 2012 Talitha Cumi Bloc in Prayer Rock Vineyards Sauvignon Blanc (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$22.0,Wine Enthusiest,188
554,Andrew Rich,2006.0,Momtazi Family Vineyard,Pinot Noir,92,Red,Andrew Rich 2006 Momtazi Family Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,351
555,Chehalem,2015.0,RR,Riesling,93,White,Chehalem 2015 RR Riesling (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$39.0,Wine Enthusiest,38
556,Big Table Farm,2014.0,,Pinot Noir,89,Red,Big Table Farm 2014 Pinot Noir,Willamette Valley,,Oregon,US,$48.0,Wine Enthusiest,29
557,Schultz,2012.0,Steelhead Run Vineyard Blessed,Merlot,87,Red,Schultz 2012 Steelhead Run Vineyard Blessed Merlot (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$23.0,Wine Enthusiest,513
558,Chehalem,2014.0,Corral Creek Vineyards,Pinot Noir,89,Red,Chehalem 2014 Corral Creek Vineyards Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,38
559,Willamette Valley Vineyards,2013.0,,Riesling,89,White,Willamette Valley Vineyards 2013 Riesling (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$14.0,Wine Enthusiest,5
560,Willamette Valley Vineyards,2013.0,Tualatin Estate,Pinot Noir,90,Red,Willamette Valley Vineyards 2013 Tualatin Estate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$55.0,Wine Enthusiest,5
561,Iris Vineyards,2012.0,,Pinot Grigio,91,White,Iris Vineyards 2012 Pinot Gris (Oregon),,Oregon Other,Oregon,US,$16.0,Wine Enthusiest,79
562,Iris Vineyards,2014.0,Aroha Vineyard,Pinot Noir,90,Red,Iris Vineyards 2014 Aroha Vineyard Pinot Noir (Umpqua Valley),Umpqua Valley,Southern Oregon,Oregon,US,$32.0,Wine Enthusiest,79
563,Bryn Mawr Vineyards,2013.0,Rosé of,Pinot Noir,86,Red,Bryn Mawr Vineyards 2013 Rosé of Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$20.0,Wine Enthusiest,371
564,Willamette Valley Vineyards,2013.0,,Pinot Grigio,88,White,Willamette Valley Vineyards 2013 Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$16.0,Wine Enthusiest,5
565,Dominio IV,2012.0,Mulberry Street Vitae Springs Vineyard,Pinot Noir,88,Red,Dominio IV 2012 Mulberry Street Vitae Springs Vineyard Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$48.0,Wine Enthusiest,97
566,Lundeen,2013.0,Articulate,Pinot Noir,89,Red,Lundeen 2013 Articulate Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$40.0,Wine Enthusiest,322
567,Willamette Valley Vineyards,2010.0,,Riesling,90,White,Willamette Valley Vineyards 2010 Riesling (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$12.0,Wine Enthusiest,5
568,Phelps Creek,2014.0,Cuvée Alexandrine,Pinot Noir,91,Red,Phelps Creek 2014 Cuvée Alexandrine Pinot Noir (Columbia Gorge (OR)),Columbia Gorge (OR),Oregon Other,Oregon,US,$54.0,Wine Enthusiest,92
569,Siltstone,2014.0,Guadalupe Vineyard,Pinot Grigio,87,White,Siltstone 2014 Guadalupe Vineyard Pinot Gris (Oregon),,Oregon Other,Oregon,US,$15.0,Wine Enthusiest,174
570,Longplay,2012.0,Lia's Vineyard Jory Bench Reserve,Pinot Noir,87,Red,Longplay 2012 Lia's Vineyard Jory Bench Reserve Pinot Noir (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$38.0,Wine Enthusiest,102
571,Chehalem,2010.0,Reserve,Pinot Grigio,89,White,Chehalem 2010 Reserve Pinot Gris (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$28.0,Wine Enthusiest,38
572,Westrey,2010.0,Justice Vineyard,Pinot Noir,89,Red,Westrey 2010 Justice Vineyard Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$38.0,Wine Enthusiest,258
573,J. Scott Cellars,2010.0,,Petite Sirah,89,Red,J. Scott Cellars 2010 Petite Sirah (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$27.0,Wine Enthusiest,383
574,Le Cadeau,2011.0,Côte Est,Pinot Noir,91,Red,Le Cadeau 2011 Côte Est Pinot Noir (Oregon),,Oregon Other,Oregon,US,$48.0,Wine Enthusiest,372
575,Willamette Valley Vineyards,2012.0,Founders' Reserve,Pinot Noir,87,Red,Willamette Valley Vineyards 2012 Founders' Reserve Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$35.0,Wine Enthusiest,5
576,Brooks,2015.0,Orchard Fold Vineyard,Riesling,92,White,Brooks 2015 Orchard Fold Vineyard Riesling (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$24.0,Wine Enthusiest,229
577,Durant,2013.0,La Casita,Pinot Noir,89,Red,Durant 2013 La Casita Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,190
578,Big Table Farm,2013.0,,Pinot Noir,91,Red,Big Table Farm 2013 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$42.0,Wine Enthusiest,29
579,Chehalem,2015.0,Wind Ridge Block,Riesling,93,White,Chehalem 2015 Wind Ridge Block Riesling (Ribbon Ridge),Ribbon Ridge,Willamette Valley,Oregon,US,$29.0,Wine Enthusiest,38
580,Anam Cara Cellars,2013.0,Nicholas Estate,Chardonnay,88,White,Anam Cara 2013 Nicholas Estate Chardonnay (Chehalem Mountains),Chehalem Mountains,Willamette Valley,Oregon,US,$22.0,Wine Enthusiest,198
581,Lumos,2014.0,Temperance Hill Vineyard Julia,Pinot Grigio,88,White,Lumos 2014 Temperance Hill Vineyard Julia Pinot Gris (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$20.0,Wine Enthusiest,318
582,Le Cadeau,2015.0,,Pinot Noir,91,Red,Le Cadeau 2015 Pinot Noir (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$38.0,Wine Enthusiest,372
583,Evening Land,2010.0,Seven Springs Vineyard Red Queen,Pinot Noir,92,Red,Evening Land 2010 Seven Springs Vineyard Red Queen Pinot Noir (Eola-Amity Hills),Eola-Amity Hills,Willamette Valley,Oregon,US,$75.0,Wine Enthusiest,324
584,Chehalem,2011.0,Stoller Vineyards,Pinot Noir,88,Red,Chehalem 2011 Stoller Vineyards Pinot Noir (Dundee Hills),Dundee Hills,Willamette Valley,Oregon,US,$50.0,Wine Enthusiest,38
585,Boedecker Cellars,2008.0,Purity,Chardonnay,87,White,Boedecker Cellars 2008 Purity Chardonnay (Willamette Valley),Willamette Valley,Willamette Valley,Oregon,US,$20.0,Wine Enthusiest,397
586,J. Scott Cellars,2011.0,,Grenache,86,Red,J. Scott Cellars 2011 Grenache (Rogue Valley),Rogue Valley,Southern Oregon,Oregon,US,$26.0,Wine Enthusiest,383
587,WillaKenzie Estate,2013.0,Emery,Pinot Noir,88,Red,WillaKenzie Estate 2013 Emery Pinot Noir,Willamette Valley,,Oregon,US,$48.0,Wine Enthusiest,452
588,Le Cadeau,2013.0,,Pinot Noir,87,Red,Le Cadeau 2013 Pinot Noir (Oregon),,Oregon Other,Oregon,US,$38.0,Wine Enthusiest,372
589,Plaisance Ranch,2013.0,Ranch,Red Blend,87,Red,Plaisance Ranch 2013 Ranch Red (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
590,Brittan Vineyards,2014.0,Cygnus Block,Pinot Noir,95,Red,Brittan Vineyards 2014 Cygnus Block Pinot Noir (McMinnville),McMinnville,Willamette Valley,Oregon,US,$65.0,Wine Enthusiest,425
591,Plaisance Ranch,2013.0,Barrel Fermented,Chardonnay,87,White,Plaisance Ranch 2013 Barrel Fermented Chardonnay (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$25.0,Wine Enthusiest,365
592,Quady North,2011.0,Mae's Vineyard,Cabernet Franc,87,Red,Quady North 2011 Mae's Vineyard Cabernet Franc (Applegate Valley),Applegate Valley,Southern Oregon,Oregon,US,$35.0,Wine Enthusiest,335
