price,rating,bottle_name,review_link,source,Designation,Winery,Alcohol,Bottle Size,Category,Date Published,style,vintage,AVA,Region,Province,Country,Varietal
$55,91,Swiftwater Cellars 2016 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/swiftwater-cellars-2016-pinot-noir-willamette-valley/,Wine Enthusiast,,Swiftwater Cellars,14.2%,750 ml,Red,7/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$55,91,Swiftwater Cellars 2016 Saffron Fields Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/swiftwater-cellars-2016-saffron-fields-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Saffron Fields Vineyard,Swiftwater Cellars,14.2%,750 ml,Red,7/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,91,Quady North 2018 Rosé of Counoise (Applegate Valley),https://www.winemag.com/buying-guide/quady-north-2018-rose-of-counoise-applegate-valley/,Wine Enthusiast,Rosé of,Quady North,12.6%,750 ml,Rose,7/1/2019,,2018,Applegate Valley,Southern Oregon,Oregon,US,Counoise
$27,91,Ovum 2017 Memorista Riesling (Eola-Amity Hills),https://www.winemag.com/buying-guide/ovum-2017-memorista-riesling-eola-amity-hills/,Wine Enthusiast,Memorista,Ovum,12.5%,750 ml,White,7/1/2019,,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Riesling
$25,91,Lange 2016 Classiqué Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/lange-2016-classique-pinot-noir-willamette-valley/,Wine Enthusiast,Classiqué,Lange,14.1%,750 ml,Red,7/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,89,Swiftwater Cellars 2016 No. 9 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/swiftwater-cellars-2016-no-9-pinot-noir-willamette-valley/,Wine Enthusiast,No. 9,Swiftwater Cellars,13.5%,750 ml,Red,7/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$17,88,Oregon Solidarity 2018 Rosé of Pinot Noir (Rogue Valley),https://www.winemag.com/buying-guide/willamette-valley-vineyards-2018-oregon-solidarity-rose-of-pinot-noir-rogue-valley/,Wine Enthusiast,Rosé of,Oregon Solidarity,13.5%,750 ml,Rose,7/1/2019,,2018,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$20,87,Chehalem 2018 Pinot Gris (Chehalem Mountains),https://www.winemag.com/buying-guide/chehalem-2018-pinot-gris-chehalem-mountains/,Wine Enthusiast,,Chehalem,14.4%,750 ml,White,7/1/2019,,2018,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Gris
$20,87,Bodewell 2017 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/bodewell-2017-pinot-noir-willamette-valley/,Wine Enthusiast,,Bodewell,13%,750 ml,Red,7/1/2019,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,93,Ponzi 2016 Aurora Vineyard Chardonnay (Chehalem Mountains),https://www.winemag.com/buying-guide/ponzi-2016-aurora-vineyard-chardonnay-chehalem-mountains/,Wine Enthusiast,Aurora Vineyard,Ponzi,13.4%,750 ml,White,6/1/2019,,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Chardonnay
$55,91,Tumwater 2016 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/tumwater-2016-prince-hill-vineyard-reserve-pinot-noir-dundee-hills/,Wine Enthusiast,Prince Hill Vineyard Reserve,Tumwater,13%,750 ml,Red,6/1/2019,,2016,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$39,91,Simple Machine 2017 Pinot Noir (Rogue Valley),https://www.winemag.com/buying-guide/simple-machine-2017-pinot-noir-rogue-valley/,Wine Enthusiast,,Simple Machine,14.2%,750 ml,Red,6/1/2019,,2017,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$34,91,Simple Machine 2014 Grenache (Rogue Valley),https://www.winemag.com/buying-guide/simple-machine-2014-grenache-rogue-valley/,Wine Enthusiast,,Simple Machine,15%,750 ml,Red,6/1/2019,,2014,Rogue Valley,Southern Oregon,Oregon,US,Grenache
$28,88,Love & Squalor 2016 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/love-squalor-2016-pinot-noir-willamette-valley/,Wine Enthusiast,,Love & Squalor,13.5%,750 ml,Red,6/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,86,Centerstone 2017 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/centerstone-2017-pinot-noir-willamette-valley/,Wine Enthusiast,,Centerstone,13.6%,750 ml,Red,6/1/2019,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,93,Maison Jussiaume 2016 Brut Blanc de Blancs Sparkling (Rogue Valley),https://www.winemag.com/buying-guide/maison-jussiaume-2016-brut-blanc-de-blancs-sparkling-rogue-valley/,Wine Enthusiast,Brut Blanc de Blancs,Maison Jussiaume,12.5%,750 ml,Sparkling,4/1/2019,"['Sparkling Blend', ' Sparkling']",2016,Rogue Valley,Southern Oregon,Oregon,US,Blend
$23,91,Trathen Hall 2017 Sauvignon Blanc (Eola-Amity Hills),https://www.winemag.com/buying-guide/trathen-hall-2017-sauvignon-blanc-eola-amity-hills/,Wine Enthusiast,,Trathen Hall,14.1%,750 ml,White,4/1/2019,,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Sauvignon Blanc
$29,91,Sarver 2016 Elhanan Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/sarver-2016-elhanan-vineyard-pinot-noir-willamette-valley-310496/,Wine Enthusiast,Elhanan Vineyard,Sarver,14%,750 ml,Red,4/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$24,90,Talent 2016 Nuf Sed Red Red (Oregon),https://www.winemag.com/buying-guide/talent-2016-nuf-sed-red-red-oregon-310504/,Wine Enthusiast,Nuf Sed Red,Talent,14.2%,750 ml,Red,4/1/2019,,2016,,Oregon Other,Oregon,US,Blend
$65,94,Harper Voit 2016 Bieze Vineyard Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/harper-voit-2016-bieze-vineyard-pinot-noir-eola-amity-hills-308253/,Wine Enthusiast,Bieze Vineyard,Harper Voit,14.4%,750 ml,Red,3/1/2019,,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,93,Carlton Cellars 2015 Roads End Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/carlton-cellars-2015-roads-end-pinot-noir-yamhill-carlton/,Wine Enthusiast,Roads End,Carlton Cellars,14.5%,750 ml,Red,3/1/2019,,2015,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$28,92,Failla 2016 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/failla-2016-pinot-noir-willamette-valley/,Wine Enthusiast,,Failla,14.1%,750 ml,Red,3/1/2019,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$60,92,Moffett 2016 Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/moffett-2016-pinot-noir-dundee-hills-308271/,Wine Enthusiast,,Moffett,14.2%,750 ml,Red,3/1/2019,,2016,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,91,Failla 2016 Björnson Vineyard Gamay Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/failla-2016-bjornson-vineyard-gamay-noir-eola-amity-hills/,Wine Enthusiast,Björnson Vineyard,Failla,13.4%,750 ml,Red,3/1/2019,,2016,Eola-Amity Hills,Willamette Valley,Oregon,US, Gamay
$35,89,Troon 2016 Estate Cuvée Côt (Applegate Valley),https://www.winemag.com/buying-guide/troon-2016-estate-cuvee-cot-applegate-valley/,Wine Enthusiast,Estate Cuvée,Troon,13.4%,750 ml,Red,3/1/2019,,2016,Applegate Valley,Southern Oregon,Oregon,US,Blend
$24,88,Cardwell Hill 2015 Estate Bottled Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/cardwell-hill-2015-estate-bottled-pinot-noir-willamette-valley/,Wine Enthusiast,Estate Bottled,Cardwell Hill,13.9%,750 ml,Red,3/1/2019,,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$40,87,Pfeiffer 2013 Blue Line Pinot Noir (Oregon),https://www.winemag.com/buying-guide/pfeiffer-2013-blue-line-pinot-noir-oregon/,Wine Enthusiast,Blue Line,Pfeiffer,13.5%,750 ml,Red,3/1/2019,,2013,,Oregon Other,Oregon,US,Pinot Noir
$30,86,Adega Northwest 2015 Firethorn Vineyard Syrah (Columbia Valley (OR)),https://www.winemag.com/buying-guide/adega-northwest-2015-firethorn-vineyard-syrah-columbia-valley-or-308019/,Wine Enthusiast,Firethorn Vineyard,Adega Northwest,15.2%,750 ml,Red,3/1/2019,,2015,Columbia Valley (OR),Oregon Other,Oregon,US,Syrah
$36,86,Adega Northwest 2015 Firethorn Vineyard Trillium Block Cabernet Sauvignon (Columbia Valley (OR)),https://www.winemag.com/buying-guide/adega-northwest-2015-firethorn-vineyard-trillium-block-cabernet-sauvignon-columbia-valley-or-308013/,Wine Enthusiast,Firethorn Vineyard Trillium Block,Adega Northwest,14.5%,750 ml,Red,3/1/2019,,2015,Columbia Valley (OR),Oregon Other,Oregon,US,Cabernet Sauvignon
$22,91,Carlton Cellars 2017 Auxerrois (Yamhill-Carlton),https://www.winemag.com/buying-guide/carlton-cellars-2017-auxerrois-yamhill-carlton-305854/,Wine Enthusiast,,Carlton Cellars,13.8%,750 ml,White,2/1/2019,,2017,Yamhill-Carlton,Willamette Valley,Oregon,US,Auxerrois
$65,96,Brittan Vineyards 2015 Cygnus Block Pinot Noir (McMinnville),https://www.winemag.com/buying-guide/brittan-vineyards-2015-cygnus-block-pinot-noir-mcminnville/,Wine Enthusiast,Cygnus Block,Brittan Vineyards,14.3%,750 ml,Red,12/1/2018,,2015,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$120,95,Caballus 2014 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/caballus-2014-pinot-noir-willamette-valley/,Wine Enthusiast,,Caballus,14.1%,750 ml,Red,12/1/2018,,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,93,Argyle 2016 Nuthouse Riesling (Eola-Amity Hills),https://www.winemag.com/buying-guide/argyle-2016-nuthouse-riesling-eola-amity-hills/,Wine Enthusiast,Nuthouse,Argyle,13.5%,750 ml,White,12/1/2018,,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Riesling
$85,92,Domaine Serene 2015 Grand Cheval Oregon Red Wine Pinot Noir (Oregon),https://www.winemag.com/buying-guide/domaine-serene-2015-grand-cheval-oregon-red-wine-pinot-noir-oregon-302173/,Wine Enthusiast,Grand Cheval Oregon Red Wine,Domaine Serene,14.3%,750 ml,Red,12/1/2018,,2015,,Oregon Other,Oregon,US,Pinot Noir
$50,92,Toil Oregon 2016 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/toil-oregon-2016-pinot-noir-willamette-valley/,Wine Enthusiast,,Toil Oregon,13.7%,750 ml,Red,12/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,92,Domaine Divio 2016 Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/domaine-divio-2016-pinot-noir-yamhill-carlton/,Wine Enthusiast,,Domaine Divio,14.1%,750 ml,Red,12/1/2018,,2016,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$50,92,Aberrant Cellars 2016 Chehalem Mountain Vineyard Block B3 Old Vines Pinot Noir (Chehalem Mountains),https://www.winemag.com/buying-guide/aberrant-cellars-2016-chehalem-mountain-vineyard-block-b3-old-vines-pinot-noir-chehalem-mountains/,Wine Enthusiast,Chehalem Mountain Vineyard Block B3 Old Vines,Aberrant Cellars,13.9%,750 ml,Red,12/1/2018,,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$50,91,Devona 2015 Mount Richmond Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/devona-2015-mount-richmond-vineyard-pinot-noir-oregon/,Wine Enthusiast,Mount Richmond Vineyard,Devona,13.4%,750 ml,Red,12/1/2018,,2015,,Oregon Other,Oregon,US,Pinot Noir
$25,91,WildAire 2017 Stater Vineyard Pinot Blanc (Dundee Hills),https://www.winemag.com/buying-guide/wildaire-2017-stater-vineyard-pinot-blanc-dundee-hills/,Wine Enthusiast,Stater Vineyard,WildAire,13%,750 ml,White,12/1/2018,,2017,Dundee Hills,Willamette Valley,Oregon,US,Pinot Blanc
$50,90,Devona 2015 Freedom Hill Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/devona-2015-freedom-hill-vineyard-pinot-noir-oregon/,Wine Enthusiast,Freedom Hill Vineyard,Devona,13.4%,750 ml,Red,12/1/2018,,2015,,Oregon Other,Oregon,US,Pinot Noir
$35,89,The Eyrie Vineyards 2016 Trousseau (Dundee Hills),https://www.winemag.com/buying-guide/the-eyrie-vineyards-2016-trousseau-dundee-hills/,Wine Enthusiast,,The Eyrie Vineyards,12.5%,750 ml,Red,12/1/2018,,2016,Dundee Hills,Willamette Valley,Oregon,US,Trousseau
$35,88,Copper Belt 2016 Eagle Creek Vineyards Cabernet Sauvignon (Snake River Valley (OR)),https://www.winemag.com/buying-guide/copper-belt-2016-eagle-creek-vineyards-cabernet-sauvignon-snake-river-valley-or/,Wine Enthusiast,Eagle Creek Vineyards,Copper Belt,14.1%,750 ml,Red,12/1/2018,,2016,,,,,Cabernet Sauvignon
$55,88,Willamette Valley Vineyards 2015 Méthode Champenoise Brut Sparkling (Willamette Valley),https://www.winemag.com/buying-guide/willamette-valley-vineyards-2015-methode-champenoise-brut-sparkling-willamette-valley/,Wine Enthusiast,Méthode Champenoise Brut,Willamette Valley Vineyards,12.8%,750 ml,Sparkling,12/1/2018,"['Sparkling Blend', ' Sparkling']",2015,Willamette Valley,Willamette Valley,Oregon,US,Blend
$19,87,Wine by Joe 2016 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2016-pinot-noir-oregon/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,Red,12/1/2018,,2016,,Oregon Other,Oregon,US,Pinot Noir
$20,85,Game of Thrones 2016 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/game-of-thrones-2016-pinot-noir-oregon/,Wine Enthusiast,,Game of Thrones,14.4%,750 ml,Red,12/1/2018,,2016,,Oregon Other,Oregon,US,Pinot Noir
$58,94,Résonance 2016 Hyland Vineyard Chardonnay (McMinnville),https://www.winemag.com/buying-guide/resonance-2016-hyland-vineyard-chardonnay-mcminnville/,Wine Enthusiast,Hyland Vineyard,Résonance,13.5%,750 ml,White,10/1/2018,,2016,McMinnville,Willamette Valley,Oregon,US,Chardonnay
$20,93,Seekseekqua 2017 Waldo Pinot Gris (Oregon),https://www.winemag.com/buying-guide/seekseekqua-2017-waldo-pinot-gris-oregon/,Wine Enthusiast,Waldo,Seekseekqua,12%,750 ml,White,10/1/2018,,2017,,Oregon Other,Oregon,US,Pinot Gris
$125,92,Maison Evenstad 2015 La Garenne Premier Cru  (Puligny-Montrachet),https://www.winemag.com/buying-guide/maison-evenstad-2015-la-garenne-premier-cru-puligny-montrachet/,Wine Enthusiast,La Garenne Premier Cru,Maison Evenstad,13.5%,750 ml,White,10/1/2018,,2015,,,,,Chardonnay
$14,91,Duck Pond 2017 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/duck-pond-2017-pinot-gris-willamette-valley/,Wine Enthusiast,,Duck Pond,13%,750 ml,White,10/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$18,90,J. Christopher 2017 Cristo Irresisto Pink Wine Rosé (Oregon),https://www.winemag.com/buying-guide/j-christopher-2017-cristo-irresisto-pink-wine-rose-oregon/,Wine Enthusiast,Cristo Irresisto Pink Wine,J. Christopher,13.5%,750 ml,Rose,10/1/2018,,2017,,Oregon Other,Oregon,US,Blend
$18,90,R. Stuart & Co. 2016 Big Fire Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/big-fire-2016-pinot-gris-willamette-valley/,Wine Enthusiast,Big Fire,R. Stuart & Co.,14.5%,750 ml,White,10/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$34,89,Alexana 2015 Terroir Series Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/alexana-2015-terroir-series-chardonnay-willamette-valley/,Wine Enthusiast,Terroir Series,Alexana,13.5%,750 ml,White,10/1/2018,,2015,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$20,88,The Great Oregon Wine Company 2016 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/the-great-oregon-wine-company-2016-pinot-noir-willamette-valley/,Wine Enthusiast,,The Great Oregon Wine Company,13.5%,750 ml,Red,10/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$14,88,Wine by Joe 2017 Pinot Gris (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2017-pinot-gris-oregon/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,White,10/1/2018,,2017,,Oregon Other,Oregon,US,Pinot Gris
$32,88,Spangler 2015 Khayam's Block Dolcetto (Umpqua Valley),https://www.winemag.com/buying-guide/spangler-2015-khayams-block-dolcetto-umpqua-valley/,Wine Enthusiast,Khayam's Block,Spangler,15.1%,750 ml,Red,10/1/2018, Italian Red,2015,Umpqua Valley,Southern Oregon,Oregon,US,Dolcetto
$15,87,The Great Oregon Wine Company 2017 Rose City Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/the-great-oregon-wine-company-2017-rose-city-pinot-gris-willamette-valley/,Wine Enthusiast,Rose City,The Great Oregon Wine Company,12.5%,750 ml,White,10/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$15,87,The Great Oregon Wine Company 2017 Rose City Rosé (Willamette Valley),https://www.winemag.com/buying-guide/the-great-oregon-wine-company-2017-rose-city-rose-willamette-valley/,Wine Enthusiast,Rose City,The Great Oregon Wine Company,13%,750 ml,Rose,10/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Blend
$19,87,Conveyance 2017 Rosé (Willamette Valley),https://www.winemag.com/buying-guide/conveyance-2017-rose-willamette-valley/,Wine Enthusiast,,Conveyance,12.8%,750 ml,Rose,10/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Blend
$17,87,Domaine Loubejac 2017 Rosé (Willamette Valley),https://www.winemag.com/buying-guide/domaine-loubejac-2017-rose-willamette-valley/,Wine Enthusiast,,Domaine Loubejac,13.1%,750 ml,Rose,10/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Blend
$24,87,Project M 2017 Acclara Rosé (Willamette Valley),https://www.winemag.com/buying-guide/project-m-2017-acclara-rose-willamette-valley/,Wine Enthusiast,Acclara,Project M,12.8%,750 ml,Rose,10/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Blend
$35,92,Drouhin Oregon Roserock 2016 Chardonnay (Eola-Amity Hills),https://www.winemag.com/buying-guide/drouhin-oregon-roserock-2016-chardonnay-eola-amity-hills/,Wine Enthusiast,,Drouhin Oregon Roserock,13.9%,750 ml,White,8/1/2018,,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$18,91,J. Scott Cellars 2017 Sauvignon Blanc (Oregon),https://www.winemag.com/buying-guide/j-scott-cellars-2017-sauvignon-blanc-oregon/,Wine Enthusiast,,J. Scott Cellars,13.8%,750 ml,White,8/1/2018,,2017,,Oregon Other,Oregon,US,Sauvignon Blanc
$31,91,2Hawk 2015 Tempranillo (Rogue Valley),https://www.winemag.com/buying-guide/2hawk-2015-tempranillo-rogue-valley/,Wine Enthusiast,,2Hawk,13.8%,750 ml,Red,8/1/2018,,2015,Rogue Valley,Southern Oregon,Oregon,US,Tempranillo
$48,90,Elouan 2016 Klamath's Kettle Reserve Pinot Noir (Oregon),https://www.winemag.com/buying-guide/elouan-2016-klamaths-kettle-reserve-pinot-noir-oregon/,Wine Enthusiast,Klamath's Kettle Reserve,Elouan,14.4%,750 ml,Red,8/1/2018,,2016,,Oregon Other,Oregon,US,Pinot Noir
$15,90,Samuel Robert 2017 Vintner's Reserve Pinot Noir Rosé (Willamette Valley),https://www.winemag.com/buying-guide/samuel-robert-2017-vintners-reserve-pinot-noir-rose-willamette-valley/,Wine Enthusiast,Vintner's Reserve Pinot Noir,Samuel Robert,13.3%,750 ml,Rose,8/1/2018,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,90,Gooseneck 2016 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/gooseneck-2016-pinot-noir-oregon-290636/,Wine Enthusiast,,Gooseneck,14%,750 ml,Red,8/1/2018,,2016,,Oregon Other,Oregon,US,Pinot Noir
$60,90,Van Duzer 2015 Homestead Block Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/van-duzer-2015-homestead-block-pinot-noir-willamette-valley/,Wine Enthusiast,Homestead Block,Van Duzer,13.5%,750 ml,Red,8/1/2018,,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,90,Elouan 2016 Missoulan Wash Reserve Pinot Noir (Oregon),https://www.winemag.com/buying-guide/elouan-2016-missoulan-wash-reserve-pinot-noir-oregon-292630/,Wine Enthusiast,Missoulan Wash Reserve,Elouan,14.2%,750 ml,Red,8/1/2018,,2016,,Oregon Other,Oregon,US,Pinot Noir
$28,89,Scenic Valley Farms 2016 Hare Vineyard Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/scenic-valley-farms-2016-hare-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,Hare Vineyard,Scenic Valley Farms,14.2%,750 ml,Red,8/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,88,Girardet 2016 Estate Grown Pinot Gris (Umpqua Valley),https://www.winemag.com/buying-guide/girardet-2016-estate-grown-pinot-gris-umpqua-valley/,Wine Enthusiast,Estate Grown,Girardet,12.1%,750 ml,White,8/1/2018,,2016,Umpqua Valley,Southern Oregon,Oregon,US,Pinot Gris
$24,88,2Hawk 2017 Grenache Rosé (Rogue Valley),https://www.winemag.com/buying-guide/2hawk-2017-grenache-rose-rogue-valley/,Wine Enthusiast,,2Hawk,13.4%,750 ml,Rose,8/1/2018,,2017,Rogue Valley,Southern Oregon,Oregon,US,Grenache
$21,88,Eliana 2017 Rosé of Merlot (Rogue Valley),https://www.winemag.com/buying-guide/eliana-2017-rose-of-merlot-rogue-valley/,Wine Enthusiast,Rosé of,Eliana,13.7%,750 ml,Rose,8/1/2018,,2017,Rogue Valley,Southern Oregon,Oregon,US,Merlot
$38,87,Sokol Blosser 2015 Thistle Vineyard Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/sokol-blosser-2015-thistle-vineyard-pinot-noir-dundee-hills/,Wine Enthusiast,Thistle Vineyard,Sokol Blosser,13.5%,750 ml,Red,8/1/2018,,2015,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,97,Lavinea 2015 Lazy River Vineyard Chardonnay (Yamhill-Carlton),https://www.winemag.com/buying-guide/lavinea-2015-lazy-river-vineyard-chardonnay/,Wine Enthusiast,Lazy River Vineyard,Lavinea,13.1%,750 ml,White,6/1/2018,,2015,Yamhill-Carlton,Willamette Valley,Oregon,US,Chardonnay
$120,95,Prince Hill 2015 Clone 95 Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/prince-hill-2015-clone-95-pinot-noir-dundee-hills/,Wine Enthusiast,Clone 95,Prince Hill,13.9%,750 ml,Red,6/1/2018,,2015,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$50,95,Domaine Divio 2016 Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/domaine-divio-2016-chardonnay-willamette-valley/,Wine Enthusiast,,Domaine Divio,12.5%,750 ml,White,6/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$32,93,Domaine Divio 2015 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/domaine-divio-2015-pinot-noir-willamette-valley/,Wine Enthusiast,,Domaine Divio,13.8%,750 ml,Red,6/1/2018,,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$85,93,Prince Hill 2015 Estate Reserve Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/prince-hill-2015-estate-reserve-pinot-noir-dundee-hills/,Wine Enthusiast,Estate Reserve,Prince Hill,14.2%,750 ml,Red,6/1/2018,,2015,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$35,90,Armonéa 2014 Summit Vineyard Estate Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/armonea-2014-summit-vineyard-estate-pinot-noir-dundee-hills/,Wine Enthusiast,Summit Vineyard Estate,Armonéa,13.6%,750 ml,Red,6/1/2018,,2014,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Apolloni 2016 Estate Pinot Blanc (Willamette Valley),https://www.winemag.com/buying-guide/apolloni-2016-estate-pinot-blanc-willamette-valley/,Wine Enthusiast,Estate,Apolloni,12.5%,750 ml,White,6/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$30,93,Alloro 2016 Riesling (Chehalem Mountains),https://www.winemag.com/buying-guide/alloro-2016-riesling-chehalem-mountains/,Wine Enthusiast,,Alloro,13.4%,750 ml,White,4/1/2018,,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Riesling
$42,93,Abacela 2014 Reserve South Face Block Syrah (Umpqua Valley),https://www.winemag.com/buying-guide/abacela-2014-reserve-south-face-block-syrah-umpqua-valley/,Wine Enthusiast,Reserve South Face Block,Abacela,14.3%,750 ml,Red,4/1/2018,,2014,Umpqua Valley,Southern Oregon,Oregon,US,Syrah
$18,91,Helioterra 2016 Redman Vineyard Arneis (Ribbon Ridge),https://www.winemag.com/buying-guide/helioterra-2016-redman-vineyard-arneis-ribbon-ridge/,Wine Enthusiast,Redman Vineyard,Helioterra,13.8%,750 ml,White,4/1/2018, Italian White,2016,Ribbon Ridge,Willamette Valley,Oregon,US,Arneis
$28,90,Argyle 2014 Grower Series Vintage Brut Sparkling (Willamette Valley),https://www.winemag.com/buying-guide/argyle-2014-grower-series-vintage-brut-sparkling-willamette-valley/,Wine Enthusiast,Grower Series Vintage Brut,Argyle,12.5%,750 ml,Sparkling,4/1/2018,"['Sparkling Blend', ' Sparkling']",2014,Willamette Valley,Willamette Valley,Oregon,US,Blend
$30,90,Iris Vineyards 2015 Chalice Estate Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/iris-vineyards-2015-chalice-estate-chardonnay-willamette-valley-284280/,Wine Enthusiast,Chalice Estate,Iris Vineyards,13.6%,750 ml,White,4/1/2018,,2015,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$28,89,Duck Pond 2016 Gamay Noir (Willamette Valley),https://www.winemag.com/buying-guide/duck-pond-2016-gamay-noir-willamette-valley/,Wine Enthusiast,,Duck Pond,13.5%,750 ml,Red,4/1/2018,,2016,Willamette Valley,Willamette Valley,Oregon,US, Gamay
$26,88,Phelps Creek 2016 Sauvignon Blanc (Columbia Gorge (OR)),https://www.winemag.com/buying-guide/phelps-creek-2016-sauvignon-blanc-columbia-gorge-or/,Wine Enthusiast,,Phelps Creek,13.4%,750 ml,White,4/1/2018,,2016,Columbia Gorge (OR),Oregon Other,Oregon,US,Sauvignon Blanc
