,price,rating,bottle_name,region,review_link,source,Price,Designation,Variety,Appellation,Winery,Alcohol,Bottle Size,Category,Date Published,User Avg Rating,Importer
136,$60,93,Domaine Roy & Fils 2017 Incline Pinot Noir (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/domaine-roy-fils-2017-incline-pinot-noir-dundee-hills/,Wine Enthusiast,"['$60', 'Buy Now']",['Incline'],['Pinot Noir'],"['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['Domaine Roy & Fils'],['12.8%'],['750 ml'],['Red'],['4/1/2020'],['Not rated yet [Add Your Review]'],
137,$30,93,Lemelson 2016 Reserve Chardonnay (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/lemelson-2016-reserve-chardonnay-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",['Reserve'],['Chardonnay'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Lemelson'],['13%'],['750 ml'],['White'],['4/1/2020'],['Not rated yet [Add Your Review]'],
138,$14,92,Foris 2018 Pinot Gris (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/foris-2018-pinot-gris-rogue-valley/,Wine Enthusiast,"['$14', 'Buy Now']",,['Pinot Gris'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Foris'],['14%'],['750 ml'],['White'],['4/1/2020'],['Not rated yet [Add Your Review]'],
139,$42,92,Martin Woods 2017 Jessie James Vineyard Pinot Noir (McMinnville),Willamette Valley,https://www.winemag.com/buying-guide/martin-woods-2017-jessie-james-vineyard-pinot-noir-mcminnville/,Wine Enthusiast,"['$42', 'Buy Now']",['Jessie James Vineyard'],['Pinot Noir'],"['McMinnville', ' Willamette Valley', ' Oregon', ' US']",['Martin Woods'],['13.8%'],['750 ml'],['Red'],['4/1/2020'],['Not rated yet [Add Your Review]'],
140,$20,92,Foris 2016 Tempranillo (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/foris-2016-tempranillo-rogue-valley/,Wine Enthusiast,"['$20', 'Buy Now']",,['Tempranillo'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Foris'],['13%'],['750 ml'],['Red'],['4/1/2020'],['Not rated yet [Add Your Review]'],
141,$25,91,Anne Amie 2017 Twelve Oaks Estate Gamay Noir (Chehalem Mountains),Willamette Valley,https://www.winemag.com/buying-guide/anne-amie-2017-twelve-oaks-estate-gamay-noir-chehalem-mountains/,Wine Enthusiast,"['$25', 'Buy Now']",['Twelve Oaks Estate'],"['Gamay Noir', ' Gamay']","['Chehalem Mountains', ' Willamette Valley', ' Oregon', ' US']",['Anne Amie'],['13.2%'],['750 ml'],['Red'],['4/1/2020'],['Not rated yet [Add Your Review]'],
142,$17,90,Maison L'Envoyé 2018 Straight Shooter Chardonnay (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/maison-lenvoye-2018-straight-shooter-chardonnay-willamette-valley/,Wine Enthusiast,"['$17', 'Buy Now']",['Straight Shooter'],['Chardonnay'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']","[""Maison L'Envoyé""]",['13.2%'],['750 ml'],['White'],['4/1/2020'],['Not rated yet [Add Your Review]'],
143,$20,90,Capitello 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/capitello-2018-croft-vineyard-sauvignon-blanc-willamette-valley/,Wine Enthusiast,"['$20', 'Buy Now']",['Croft Vineyard'],['Sauvignon Blanc'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Capitello'],['13.8%'],['750 ml'],['White'],['4/1/2020'],['Not rated yet [Add Your Review]'],
144,$30,88,Anchor Valley 2017 Pinot Noir (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/anchor-valley-2017-pinot-noir-rogue-valley/,Wine Enthusiast,"['$30', 'Buy Now']",,['Pinot Noir'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Anchor Valley'],['13.5%'],['750 ml'],['Red'],['4/1/2020'],['Not rated yet [Add Your Review]'],
145,$20,87,Chemistry 2018 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/chemistry-2018-pinot-noir-willamette-valley/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Chemistry'],['14.1%'],['750 ml'],['Red'],['4/1/2020'],['Not rated yet [Add Your Review]'],
146,$65,94,Roco 2016 RMS Brut Sparkling (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/roco-2016-rms-brut-sparkling-willamette-valley/,Wine Enthusiast,"['$65', 'Buy Now']",['RMS Brut'],"['Sparkling Blend', ' Sparkling']","['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Roco'],['12.5%'],['750 ml'],['Sparkling'],['12/1/2019'],['Not rated yet [Add Your Review]'],
147,$75,92,Geodesy 2017 Eola Springs Vineyard Chardonnay (Eola-Amity Hills),Willamette Valley,https://www.winemag.com/buying-guide/geodesy-2017-eola-springs-vineyard-chardonnay-eola-amity-hills/,Wine Enthusiast,"['$75', 'Buy Now']",['Eola Springs Vineyard'],['Chardonnay'],"['Eola-Amity Hills', ' Willamette Valley', ' Oregon', ' US']",['Geodesy'],['13.7%'],['750 ml'],['White'],['12/1/2019'],['Not rated yet [Add Your Review]'],
148,$45,92,Carlton Cellars 2016 Roads End Pinot Noir (Yamhill-Carlton),Willamette Valley,https://www.winemag.com/buying-guide/carlton-cellars-2016-roads-end-pinot-noir-yamhill-carlton/,Wine Enthusiast,"['$45', 'Buy Now']",['Roads End'],['Pinot Noir'],"['Yamhill-Carlton', ' Willamette Valley', ' Oregon', ' US']",['Carlton Cellars'],['14.7%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
149,$24,92,Andrew Rich 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/andrew-rich-2018-croft-vineyard-sauvignon-blanc-willamette-valley/,Wine Enthusiast,"['$24', 'Buy Now']",['Croft Vineyard'],['Sauvignon Blanc'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Andrew Rich'],['13.8%'],['750 ml'],['White'],['12/1/2019'],['Not rated yet [Add Your Review]'],
150,$37,92,Dancin 2017 Onore Barbera (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/dancin-2017-onore-barbera-rogue-valley/,Wine Enthusiast,"['$37', 'Buy Now']",['Onore'],['Barbera'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Dancin'],['14.1%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
151,$25,91,Lange 2017 Classique Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/lange-2017-classique-pinot-noir-willamette-valley/,Wine Enthusiast,"['$25', 'VivinoWine.com']",['Classique'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Lange'],['13.5%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
152,$35,91,Résonance 2017 Willamette Valley Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/resonance-2017-willamette-valley-pinot-noir-willamette-valley/,Wine Enthusiast,"['$35', 'Buy Now']",['Willamette Valley'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Résonance'],['13.5%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
153,$22,90,William Rose 2018 Riesling (Oregon),Oregon Other,https://www.winemag.com/buying-guide/william-rose-2018-riesling-oregon/,Wine Enthusiast,"['$22', 'Buy Now']",,['Riesling'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['William Rose'],['13%'],['750 ml'],['White'],['12/1/2019'],['Not rated yet [Add Your Review]'],
154,$15,90,A to Z 2018 Chardonnay (Oregon),Oregon Other,https://www.winemag.com/buying-guide/a-to-z-2018-chardonnay-oregon/,Wine Enthusiast,"['$15', 'Buy Now']",,['Chardonnay'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['A to Z'],['13%'],['750 ml'],['White'],['12/1/2019'],['Not rated yet [Add Your Review]'],
155,$16,88,Melrose 2015 Vin du Fermier Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/melrose-2015-vin-du-fermier-pinot-noir-oregon/,Wine Enthusiast,"['$16', 'Buy Now']",['Vin du Fermier'],['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Melrose'],['14.4%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
156,$30,86,The Willametter Journal 2017 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/the-willametter-journal-2017-pinot-noir-oregon/,Wine Enthusiast,"['$30', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['The Willametter Journal'],['14.1%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
157,$23,86,Jackalope 2017 Merlot (Applegate Valley),Southern Oregon,https://www.winemag.com/buying-guide/jackalope-2017-merlot-applegate-valley/,Wine Enthusiast,"['$23', 'Buy Now']",,['Merlot'],"['Applegate Valley', ' Southern Oregon', ' Oregon', ' US']",['Jackalope'],['13.8%'],['750 ml'],['Red'],['12/1/2019'],['Not rated yet [Add Your Review]'],
158,$70,93,Bergström 2017 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),Willamette Valley,https://www.winemag.com/buying-guide/bergstrom-2017-temperance-hill-vineyard-pinot-noir-eola-amity-hills/,Wine Enthusiast,"['$70', 'Buy Now']",['Temperance Hill Vineyard'],['Pinot Noir'],"['Eola-Amity Hills', ' Willamette Valley', ' Oregon', ' US']",['Bergström'],['13.8%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
159,$75,92,Walt 2017 Shea Vineyard Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/walt-2017-shea-vineyard-pinot-noir-oregon/,Wine Enthusiast,"['$75', 'Buy Now']",['Shea Vineyard'],['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Walt'],['14.2%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
160,$35,92,Soter 2017 North Valley Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/soter-2017-north-valley-pinot-noir-willamette-valley/,Wine Enthusiast,"['$35', 'Buy Now']",['North Valley'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Soter'],['13.6%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
161,$24,92,Division 2018 La Frontière Sauvignon Blanc (Oregon),Oregon Other,https://www.winemag.com/buying-guide/division-2018-la-frontiere-sauvignon-blanc-oregon/,Wine Enthusiast,"['$24', 'Buy Now']",['La Frontière'],['Sauvignon Blanc'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Division'],['13.6%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
162,$22,91,Soter 2017 Planet Oregon Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/soter-2017-planet-oregon-pinot-noir-willamette-valley/,Wine Enthusiast,"['$22', 'Buy Now']",['Planet Oregon'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Soter'],['13.4%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
163,$26,91,Iris Vineyards 2017 Steelhead Run Vineyard Syrah (Applegate Valley),Southern Oregon,https://www.winemag.com/buying-guide/iris-vineyards-2017-steelhead-run-vineyard-syrah-applegate-valley/,Wine Enthusiast,"['$26', 'Buy Now']",['Steelhead Run Vineyard'],['Syrah'],"['Applegate Valley', ' Southern Oregon', ' Oregon', ' US']",['Iris Vineyards'],['14.5%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
164,$24,90,King Estate 2017 Foris Pinot Blanc (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/king-estate-2017-foris-pinot-blanc-rogue-valley/,Wine Enthusiast,"['$24', 'Buy Now']",['Foris'],['Pinot Blanc'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['King Estate'],['13%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
165,$20,90,Oregon Solidarity 2018 Chardonnay (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/oregon-solidarity-2018-chardonnay-rogue-valley/,Wine Enthusiast,"['$20', 'Buy Now']",,['Chardonnay'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Oregon Solidarity'],['13.5%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
166,$39,90,Treos 2017 Sangiovese (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/treos-2017-sangiovese-willamette-valley/,Wine Enthusiast,"['$39', 'Buy Now']",,['Sangiovese'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Treos'],['12.4%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
167,$68,89,Ancien 2016 Shea Vineyard Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/ancien-2016-shea-vineyard-pinot-noir-oregon/,Wine Enthusiast,"['$68', 'Buy Now']",['Shea Vineyard'],['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Ancien'],['14.5%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
168,$30,89,Vidon Vineyard 2017 Chardonnay (Chehalem Mountains),Willamette Valley,https://www.winemag.com/buying-guide/vidon-vineyard-2017-chardonnay-chehalem-mountains/,Wine Enthusiast,"['$30', 'Buy Now']",,['Chardonnay'],"['Chehalem Mountains', ' Willamette Valley', ' Oregon', ' US']",['Vidon Vineyard'],['13.2%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
169,$18,89,Jezebel 2016 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/jezebel-2016-pinot-noir-oregon/,Wine Enthusiast,"['$18', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Jezebel'],['13.5%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
170,$16,88,Cana's Feast 2018 Andreas Vineyard Vaso Bianco White (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/canas-feast-2018-andreas-vineyard-vaso-bianco-white-willamette-valley/,Wine Enthusiast,"['$16', 'Buy Now']",['Andreas Vineyard Vaso Bianco'],['White Blend'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']","[""Cana's Feast""]",['13.1%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
171,$24,88,King Estate 2017 Elhanan Riesling (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/king-estate-2017-elhanan-riesling-willamette-valley/,Wine Enthusiast,"['$24', 'Buy Now']",['Elhanan'],['Riesling'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['King Estate'],['13.3%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
172,$19,87,Gooseneck 2017 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/gooseneck-2017-pinot-noir-oregon/,Wine Enthusiast,"['$19', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['Gooseneck'],['14%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
173,$40,86,Vidon Vineyard 2016 Explorer Tempranillo (Chehalem Mountains),Willamette Valley,https://www.winemag.com/buying-guide/vidon-vineyard-2016-explorer-tempranillo-chehalem-mountains/,Wine Enthusiast,"['$40', 'Buy Now']",['Explorer'],['Tempranillo'],"['Chehalem Mountains', ' Willamette Valley', ' Oregon', ' US']",['Vidon Vineyard'],['13.4%'],['750 ml'],['Red'],['10/1/2019'],['Not rated yet [Add Your Review]'],
174,$16,86,Silvan Ridge 2018 Pinot Gris (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/silvan-ridge-2018-pinot-gris-willamette-valley/,Wine Enthusiast,"['$16', 'Buy Now']",,['Pinot Gris'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Silvan Ridge'],['13%'],['750 ml'],['White'],['10/1/2019'],['Not rated yet [Add Your Review]'],
175,$25,92,Toil Oregon 2018 Pinot Noir Rosé (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/toil-oregon-2018-pinot-noir-rose-willamette-valley/,Wine Enthusiast,"['$25', 'Buy Now']",['Pinot Noir'],['Rosé'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Toil Oregon'],['13.8%'],['750 ml'],['Rose'],['8/1/2019'],['Not rated yet [Add Your Review]'],
176,$32,92,2Hawk 2017 Grenache (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/2hawk-2017-grenache-rogue-valley/,Wine Enthusiast,"['$32', 'Buy Now']",,['Grenache'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['2Hawk'],['14.2%'],['750 ml'],['Red'],['8/1/2019'],['Not rated yet [Add Your Review]'],
177,$30,90,Petites Secondes 2016 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/petites-secondes-2016-pinot-noir-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Petites Secondes'],['14.1%'],['750 ml'],['Red'],['8/1/2019'],['Not rated yet [Add Your Review]'],
178,$65,90,Stoller 2015 LaRue's Brut Rosé Sparkling (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/stoller-2015-larues-brut-rose-sparkling-dundee-hills/,Wine Enthusiast,"['$65', 'Buy Now']","[""LaRue's Brut Rosé""]","['Sparkling Blend', ' Sparkling']","['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['Stoller'],['12%'],['750 ml'],['Sparkling'],['8/1/2019'],['Not rated yet [Add Your Review]'],
179,$20,90,A to Z 2016 Pinot Noir (Oregon),Oregon Other,https://www.winemag.com/buying-guide/a-to-z-2016-pinot-noir-oregon/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Noir'],"['Oregon', ' Oregon Other', ' Oregon', ' US']",['A to Z'],['13.5%'],['750 ml'],['Red'],['8/1/2019'],['Not rated yet [Add Your Review]'],
180,$18,88,Northwest Ridge 2018 8 Barrel Pinot Gris (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/northwest-ridge-2018-8-barrel-pinot-gris-willamette-valley/,Wine Enthusiast,"['$18', 'Buy Now']",['8 Barrel'],['Pinot Gris'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Northwest Ridge'],['13.3%'],['750 ml'],['White'],['8/1/2019'],['Not rated yet [Add Your Review]'],
181,$27,93,Ovum 2017 Off the Grid Riesling (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/ovum-2017-off-the-grid-riesling-rogue-valley/,Wine Enthusiast,"['$27', 'Buy Now']",['Off the Grid'],['Riesling'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Ovum'],['13.5%'],['750 ml'],['White'],['7/1/2019'],['Not rated yet [Add Your Review]'],
182,$55,91,Swiftwater Cellars 2016 Thistle Vineyard Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/swiftwater-cellars-2016-thistle-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,"['$55', 'Buy Now']",['Thistle Vineyard'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Swiftwater Cellars'],['14.1%'],['750 ml'],['Red'],['7/1/2019'],['Not rated yet [Add Your Review]'],
183,$55,91,Swiftwater Cellars 2016 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/swiftwater-cellars-2016-pinot-noir-willamette-valley/,Wine Enthusiast,"['$55', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Swiftwater Cellars'],['14.2%'],['750 ml'],['Red'],['7/1/2019'],['Not rated yet [Add Your Review]'],
184,$55,91,Swiftwater Cellars 2016 Saffron Fields Vineyard Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/swiftwater-cellars-2016-saffron-fields-vineyard-pinot-noir-willamette-valley/,Wine Enthusiast,"['$55', 'Buy Now']",['Saffron Fields Vineyard'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Swiftwater Cellars'],['14.2%'],['750 ml'],['Red'],['7/1/2019'],['Not rated yet [Add Your Review]'],
185,$19,91,Quady North 2018 Rosé of Counoise (Applegate Valley),Southern Oregon,https://www.winemag.com/buying-guide/quady-north-2018-rose-of-counoise-applegate-valley/,Wine Enthusiast,"['$19', 'Buy Now']",['Rosé of'],"['Counoise', ' Other Red']","['Applegate Valley', ' Southern Oregon', ' Oregon', ' US']",['Quady North'],['12.6%'],['750 ml'],['Rose'],['7/1/2019'],['Not rated yet [Add Your Review]'],
186,$27,91,Ovum 2017 Memorista Riesling (Eola-Amity Hills),Willamette Valley,https://www.winemag.com/buying-guide/ovum-2017-memorista-riesling-eola-amity-hills/,Wine Enthusiast,"['$27', 'Buy Now']",['Memorista'],['Riesling'],"['Eola-Amity Hills', ' Willamette Valley', ' Oregon', ' US']",['Ovum'],['12.5%'],['750 ml'],['White'],['7/1/2019'],['Not rated yet [Add Your Review]'],
187,$25,91,Lange 2016 Classiqué Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/lange-2016-classique-pinot-noir-willamette-valley/,Wine Enthusiast,"['$25', 'VivinoWine.com']",['Classiqué'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Lange'],['14.1%'],['750 ml'],['Red'],['7/1/2019'],['Not rated yet [Add Your Review]'],
188,$30,89,Swiftwater Cellars 2016 No. 9 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/swiftwater-cellars-2016-no-9-pinot-noir-willamette-valley/,Wine Enthusiast,"['$30', 'Buy Now']",['No. 9'],['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Swiftwater Cellars'],['13.5%'],['750 ml'],['Red'],['7/1/2019'],['Not rated yet [Add Your Review]'],
189,$17,88,Oregon Solidarity 2018 Rosé of Pinot Noir (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/willamette-valley-vineyards-2018-oregon-solidarity-rose-of-pinot-noir-rogue-valley/,Wine Enthusiast,"['$17', 'Buy Now']",['Rosé of'],['Pinot Noir'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Oregon Solidarity'],['13.5%'],['750 ml'],['Rose'],['7/1/2019'],['Not rated yet [Add Your Review]'],
190,$20,87,Chehalem 2018 Pinot Gris (Chehalem Mountains),Willamette Valley,https://www.winemag.com/buying-guide/chehalem-2018-pinot-gris-chehalem-mountains/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Gris'],"['Chehalem Mountains', ' Willamette Valley', ' Oregon', ' US']",['Chehalem'],['14.4%'],['750 ml'],['White'],['7/1/2019'],['Not rated yet [Add Your Review]'],
191,$20,87,Bodewell 2017 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/bodewell-2017-pinot-noir-willamette-valley/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Bodewell'],['13%'],['750 ml'],['Red'],['7/1/2019'],['Not rated yet [Add Your Review]'],
192,$65,93,Ponzi 2016 Aurora Vineyard Chardonnay (Chehalem Mountains),Willamette Valley,https://www.winemag.com/buying-guide/ponzi-2016-aurora-vineyard-chardonnay-chehalem-mountains/,Wine Enthusiast,"['$65', 'Buy Now']",['Aurora Vineyard'],['Chardonnay'],"['Chehalem Mountains', ' Willamette Valley', ' Oregon', ' US']",['Ponzi'],['13.4%'],['750 ml'],['White'],['6/1/2019'],['Not rated yet [Add Your Review]'],
193,$55,91,Tumwater 2016 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Willamette Valley,https://www.winemag.com/buying-guide/tumwater-2016-prince-hill-vineyard-reserve-pinot-noir-dundee-hills/,Wine Enthusiast,"['$55', 'Buy Now']",['Prince Hill Vineyard Reserve'],['Pinot Noir'],"['Dundee Hills', ' Willamette Valley', ' Oregon', ' US']",['Tumwater'],['13%'],['750 ml'],['Red'],['6/1/2019'],['Not rated yet [Add Your Review]'],
194,$39,91,Simple Machine 2017 Pinot Noir (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/simple-machine-2017-pinot-noir-rogue-valley/,Wine Enthusiast,"['$39', 'Buy Now']",,['Pinot Noir'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Simple Machine'],['14.2%'],['750 ml'],['Red'],['6/1/2019'],['Not rated yet [Add Your Review]'],
195,$34,91,Simple Machine 2014 Grenache (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/simple-machine-2014-grenache-rogue-valley/,Wine Enthusiast,"['$34', 'Buy Now']",,['Grenache'],"['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Simple Machine'],['15%'],['750 ml'],['Red'],['6/1/2019'],['Not rated yet [Add Your Review]'],
196,$28,88,Love & Squalor 2016 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/love-squalor-2016-pinot-noir-willamette-valley/,Wine Enthusiast,"['$28', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Love & Squalor'],['13.5%'],['750 ml'],['Red'],['6/1/2019'],['Not rated yet [Add Your Review]'],
197,$20,86,Centerstone 2017 Pinot Noir (Willamette Valley),Willamette Valley,https://www.winemag.com/buying-guide/centerstone-2017-pinot-noir-willamette-valley/,Wine Enthusiast,"['$20', 'Buy Now']",,['Pinot Noir'],"['Willamette Valley', ' Willamette Valley', ' Oregon', ' US']",['Centerstone'],['13.6%'],['750 ml'],['Red'],['6/1/2019'],['Not rated yet [Add Your Review]'],
198,$65,93,Maison Jussiaume 2016 Brut Blanc de Blancs Sparkling (Rogue Valley),Southern Oregon,https://www.winemag.com/buying-guide/maison-jussiaume-2016-brut-blanc-de-blancs-sparkling-rogue-valley/,Wine Enthusiast,"['$65', 'Buy Now']",['Brut Blanc de Blancs'],"['Sparkling Blend', ' Sparkling']","['Rogue Valley', ' Southern Oregon', ' Oregon', ' US']",['Maison Jussiaume'],['12.5%'],['750 ml'],['Sparkling'],['4/1/2019'],['Not rated yet [Add Your Review]'],
199,$23,91,Trathen Hall 2017 Sauvignon Blanc (Eola-Amity Hills),Willamette Valley,https://www.winemag.com/buying-guide/trathen-hall-2017-sauvignon-blanc-eola-amity-hills/,Wine Enthusiast,"['$23', 'Buy Now']",,['Sauvignon Blanc'],"['Eola-Amity Hills', ' Willamette Valley', ' Oregon', ' US']",['Trathen Hall'],['14.1%'],['750 ml'],['White'],['4/1/2019'],['Not rated yet [Add Your Review]'],
