author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated,place_id
justin eastes,https://www.google.com/maps/contrib/109021743074122319914/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_-VUM9yQgyMYEAdiV7RvxJhxRdlT3GnM_SjAwUSiA=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,My wife and I picked up a bottle of the Postlewaits 2018 Pinot Noir.  Was absolutely amazing. Will definitely be trying their other brands and would definitely recommend to others! Thanks for an amazing quality spirit!,1617920341,False,ChIJVxWn79JmlVQR_6LMG1LCGOE
Tonya Fisher,https://www.google.com/maps/contrib/102439474675320100598/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8gTBrbT6aOSePfasZgKdJwqO-mjSGrc71t9JA_=s128-c0x00000000-cc-rp-mo,5,11 months ago,"A small family run winery run by caring craftspeople. Very knowledgeable, amazing wines, both pinots and other white varieties.",1637547173,False,ChIJdZU7Gbo4lVQRcu2QYopE_Z0
Tony,https://www.google.com/maps/contrib/109937803820981331244/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3WL8g6fN1TGP99LgK5_e7BPnTbOVSznqmXo_Of=s128-c0x00000000-cc-rp-mo,5,4 months ago,"If you are interested in wonderful lifetime memories for friends and family that accompany you to the residence at  Deux Vert Vineyard, and if you prefer superior accommodations, and if you desire a beautiful painting of Oregon wine country forever emblazoned in your mind,…then hurry here.",1656099305,False,ChIJG-ar2Nw-lVQR6USmzpbcALg
steven canty,https://www.google.com/maps/contrib/106558580286828880724/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-wSqFphhHSsEcN2yxixYJgl4XHEXgx8HTJxryJ=s128-c0x00000000-cc-rp-mo-ba3,4,2 years ago,,1594610705,False,ChIJ58mJ404xwVQRiuC6g9eryXc
Kelly Thynes,https://www.google.com/maps/contrib/117463690825212672173/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8HlqNEh4DtKVX9lfgoAsWhq304GSV-llb-SLNXfA=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,The grounds are Stunning! Friendly knowledgeable staff and lovely wines,1647192668,False,ChIJkyxxY34VolQRcaxvXcqbfg0
David Tanner,https://www.google.com/maps/contrib/118158737637171698671/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9LZerjOY1ajMduivSj4XQ-IssX0CNUk2XN2mesLyM=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"We had an amazing tasting with Angela at the new tasting room, the wines were fantastic! Angela was engaging and incredibly knowledgeable about the wines and their sourcing! Looking forward to another visit this summer when the deck is open. What a wonderful new addition to the Oregon wine world.",1616471357,False,ChIJvcqlCJM_lVQRlVAiOhWcvfc
Jeri Hurff,https://www.google.com/maps/contrib/115955083291269529710/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu10Zu4f7ESbyNbXwaYdm8UHtlWOlah2K3KOc7xs=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,Awesome. We love their wine. Wish they were open more often!,1548041485,False,ChIJCdHnerEQwFQRilJtVXY_I5s
Lingchun Liu,https://www.google.com/maps/contrib/117692237856786000694/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1ZonJaPeMsXCXguVSYeOVUIxmx3n6gL8hqBFoM=s128-c0x00000000-cc-rp-mo-ba5,4,3 years ago,"Wine tasting is one of my favorite hobbies. I am a big fan of Chardonnay , unfortunately  it was not ready for tasting .
Usually I am not a big fan of Rose until I tried Chicken Dinner Dry Rose.... Wow, It was so refreshing , unique aroma and strong taste which I normally  prefer.
🍷🍷🍷",1563481038,False,ChIJo94fKvPKr1QRU_IoqdcqWy0
Malachi Hindle,https://www.google.com/maps/contrib/109460223804612642165/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu00Ez2SFInixT5t0QJSArGRHLb5QS_LhkDOpVVK=s128-c0x00000000-cc-rp-mo-ba4,5,4 years ago,"Great spot. Wonderful hands on service when you want it and ready to leave you be when that's preferred. Tasted most of the whites and particular enjoyed the reisling (dry) and sauv blanc. The food was also terrific - a little innovative, a little classic, all  delicious. Would reiterate great service and an obvious effort to make my party's experience great and what we were looking for.",1532755779,False,ChIJe4ou_5-nlVQRh-VRDoTwfh4
Joanne Ramseth,https://www.google.com/maps/contrib/105045061449496075319/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu20l2d_mhkPowy80jy2Pd-87Z6IVdEARN5TqrWz=s128-c0x00000000-cc-rp-mo,5,2 years ago,,1601867397,False,ChIJcaDn50gVolQRyilMnYgQfSA
Tyler Schmidt,https://www.google.com/maps/contrib/114789077585580104451/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0jDwWWhSKNuUrWpOvSqj9PVg0V1zbf0hg7FAYu=s128-c0x00000000-cc-rp-mo,5,3 months ago,Friendly service.  Great wine.,1658613009,False,ChIJve2F2-CvxlQR71pSCHG3zc8
Whitney Ajie,https://www.google.com/maps/contrib/112358002501585483451/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_iLryGdicxtQh629BcWzmSLe5Lizb-cn04WngDNQ=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,,1532006464,False,ChIJJ71OTFxWwVQRpNVvVtGrOhM
Tom Ettel,https://www.google.com/maps/contrib/117382195621182790692/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8g0QSZSMZf379lgg06CbIrst7AYMfrgC-4higq=s128-c0x00000000-cc-rp-mo-ba5,5,2 years ago,"We just happened upon this winery. We lived the Pinot Gris, Müller Thurgau, the the SUPERB Compton Alpine Pinot Noir!
The follow COVID procedures excellently, outstanding values for very well crafted wine.",1596147412,False,ChIJaTnDY41HwFQR-TUbi97kJ98
Daphne Schultz,https://www.google.com/maps/contrib/113435021590245525186/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8mlzutPUb4DExQZEXDeA_8ZZBB4RRGllomKskF_Dc=s128-c0x00000000-cc-rp-mo-ba3,5,4 years ago,Tasting room for local wine made in Baker County by Travis Cook and his family runs the winery and his sister Cody serves up cheese. I love the Merlot and the sparkling white wine on tap! Great service and atmosphere!,1527989148,False,ChIJC8FEpTHppFQRxUVfOt0xZvk
Spencer Beaman,https://www.google.com/maps/contrib/114665629557904853444/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-8FY0hw0gkALSV-DUSLDC-SuDwriOuTQ1LRhmaImA=s128-c0x00000000-cc-rp-mo,5,a year ago,"Fantastic wines!  John and Jody were perfect hosts, and we thoroughly enjoyed our visit.  The view was just perfect as well.  Will definitely be back!",1627081357,False,ChIJH5hqgbuz6lQRAlU-UUdpdXc
Rayme Richardson,https://www.google.com/maps/contrib/105676499928171016946/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1p5ZvqjJLGhVL4N50VuiiWmHejkVOXffHzyges=s128-c0x00000000-cc-rp-mo,5,a year ago,My husband and I were passing through Oakland on Valentine's Day and Betty welcomed us warmly to a tasting. It was great learning about how the winery came into her life and seeing all the historical features of the tasting room (building used to be a bank- she still has the original vault door). Her 2016 Tempernillo was our favorite! We will be going back :),1613349235,False,ChIJS0gyItKnxlQRvbp71fZyR8g
Signe Mortensen,https://www.google.com/maps/contrib/100839928986550784610/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-PVHZ1yVlmdwz4kmQnpVcbVWXl7IFkI4UJGolF=s128-c0x00000000-cc-rp-mo,5,a year ago,"We just had our Dad's 80th Birthday on the Vineyard and it was an incredible experience!  Lynette and Bob were the most gracious hosts and treated us like family.  They were super accommodating with all my decorations and considerations for the comfort of our group - especially with Covid still on the mind! We were able to feel safe and secure while enjoying our family experience! They provided the canopies, tables and chairs. The Homestead Picnic area was beautifully picturesque with Hood in the distance as the backdrop for the Vineyard (on a clear day at least)!

And did I mention the wine?  Lynette treated us to tastings of all their very best wines and had a special bottle waiting for my Dad when he arrived.  I especially enjoyed the Chardonnay and brought a bottle home to remember our time!  Quite a few of my family members bought additional bottles on our way out as we thanked Lynette for her hospitality!

The only thing to be aware of is that the drive up is very steep on a gravel road (to be expected at a Vineyard!) so bring your vehicle that can grip the road on the way up.  But the reward at the top of the hill is MORE than worth it.

Just do it.  Enjoy the wine and enjoy the view.

Thank you Lynette and team!
The ""Mortensens""",1629124982,False,ChIJk8AyJCMJllQR5nx396gJhgc
Annie Hanson,https://www.google.com/maps/contrib/113839205041704651621/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2rJTwtygR909CCh-3ei06vlrKZ34g87EPgtFlx=s128-c0x00000000-cc-rp-mo,2,4 years ago,"We had visited several wineries while staying in Oregon last week. This one came recommended but we were terribly disappointed. We arrived a little bit after 11am. We were the only ones there. The man behind the counter we found to be inattentive, and gave me the feeling that he felt very ""put out"" having to deal with us (there was only 2 of us). This was a vast contrast from the welcoming and friendly atmosphere we had experienced at other places so far. The tasting room is crowded with wine barrels and equipment, the view up at the winery is beautiful so we opted to sit outside. Every time we went in for our next tasting he just poured it and then didn't tell us anything about it....what winery doesn't tell you about what you are drinking? This man just couldn't be bothered. I only liked the Syrah but ended up not buying anything (this was the only place I didn't purchase anything). The tasting itself was pricey $20.00 - more than I paid anywhere else. I personally would not go back here, with so many to choose from there is no reason. Hope others have a better experience.",1530539249,False,ChIJqWJnw1kVlVQRsxOCFStREcs
Brian Tropp,https://www.google.com/maps/contrib/115898928073621050683/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_Vdn8nvaw5kF10NpSKBpgPRb7Q10b3BGorsotP=s128-c0x00000000-cc-rp-mo-ba4,5,2 months ago,"Wow! What a place!!! I received a call just hours after placing a review about a misunderstanding we had at Ankeny and they were able resolve it immediately. Highly recommend a visit and consider becoming member, we are! Kudos!!! You don’t get any better customer service than that, Thanks!",1661049159,False,ChIJQ-q0Y_AFwFQRUKBaxxj1QXk
Nakul Sawhney,https://www.google.com/maps/contrib/114823266902809699243/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9V-VFOH92XuRARNErV3hsMwdRuUGCfZveYSUu21g=s128-c0x00000000-cc-rp-mo,5,2 years ago,Super!,1590458943,False,ChIJsaMyzeNJlVQRXL9vvq15duY
Samuel Patterson,https://www.google.com/maps/contrib/100943813327146165869/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0RkSY3l-dgP6wTa-ETJ1rRkQcWXVJIpOd4lp9EpA=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Great Washington winery with a distinguished library and Chihuly glass exhibit.  Our hostess, Sarah, was incredibly knowledgeable and enthusiastic about the wines produced here.

Grapes come from around Washington so no vineyard on site.",1617483764,False,ChIJg-mkDu9oolQReJMO_6r0zOg
John Neidel,https://www.google.com/maps/contrib/106002957898538197965/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-keq0W0CiTj7ccIIZgb66nhZpavz9YiOLoNlkuag=s128-c0x00000000-cc-rp-mo,5,5 years ago,"Vista Hills was one of our last stops on our week-long trip to the Valley, and it was a spur of the moment decision to stop in. Every one of the 6 people in our party echoed the same sentiments. Vista Hills was our favorite wine, and by far our favorite tasting experience due to the amazing staff!! Very glad we stopped at Vista Hills!! The wine club is great too!!",1509647815,False,ChIJMUmWP9JGlVQR3pL-5JwI-r0
Lilia Lao,https://www.google.com/maps/contrib/113210024340839420838/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8TNjgC_OSnjMLkksHXkhBPtJSyX7JETgWUr_MU=s128-c0x00000000-cc-rp-mo,5,a week ago,I had a wonderful experience! The wines were amazing and staff was really friendly and personable. Would def take my friends here.,1666567502,False,ChIJ-3NYYMJIlVQRVHh3ddXKYZ8
Sandie Marconi,https://www.google.com/maps/contrib/116263163747092016238/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1ThWRRAPrsttTr6_Wggf2KTGRF9LrTASU6sGOZ=s128-c0x00000000-cc-rp-mo,1,a year ago,"Went to Tendril, Lavinea and Carlton Winemakers Studio; all with exceptional wines and service.  Our group purchased multiple cases of lovely wines.
Then, Flaneur...horrible tasting experience.  We were left at a table for 15 minutes with no wines to taste!  This us the 2nd experience of this nature.  Never again!",1633133775,False,ChIJ5fhwQ2I4lVQRphdyVnYkmUA
Steve Yates,https://www.google.com/maps/contrib/114794616384900867741/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu3BVu-RkhmObwpkeVFUZmQcvbHyqDTmAWZCspjg=s128-c0x00000000-cc-rp-mo-ba2,5,3 years ago,,1546546791,False,ChIJQaTQ6gxBlVQRGMITAAYqZ6U
Cindy Hall,https://www.google.com/maps/contrib/105097470930041899336/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu21Qw2HjAo7QIvvOi5DHpT2Zjuel9kWaFTT7vQ4=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"I attended a wedding  for my cousin there this weekend and the venue was beautiful! The tasting room staff was amazing and very knowledgeable about their wines. We all had a fabulous time. If you are looking for a memorable place for an unforgettable event, this is the place. thank you all for assisting with such a beautiful event!",1561908592,False,ChIJRatAJyxOlVQRa1sAj8gtcw8
Swati Singh,https://www.google.com/maps/contrib/109945309046024462242/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu98FHhtMGToIQG3H_JNAj8B_Nike9kNpIAVAef0B0Y=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,Definitely my favorite place to enjoy wines in Oregon. The hospitality was just amazing. We were welcomed by their dog and a cup of wine. Got a tour of facilities and learnt so much about the process. Enjoyed the sunset at the dock with their tasteful wines. Highly recommended.,1582491403,False,ChIJYRcWWxpBlVQR--h_JRvzM68
Vincent Adams,https://www.google.com/maps/contrib/118213672289180529083/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu9LLRAVxmR9wu751k3txorW_P__6ZalVc5hdOIdCA=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,,1562218507,False,ChIJ56rX5tIAwVQRmyVqDcZWHKo
John Walsh,https://www.google.com/maps/contrib/106535291707908016915/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu9ZQwy8SZ0plp7juFCbD2SP0mtjb0w2S2w1hfQT=s128-c0x00000000-cc-rp-mo,5,a year ago,,1622924755,False,ChIJqWMMtbRXwVQRS9LGoRP-Ukk
Kerri Guglietta,https://www.google.com/maps/contrib/104120523102284104217/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0cM3buzPtjtX0e3gheYZVaf7Ku2FMQVEBwiArz=s128-c0x00000000-cc-rp-mo,5,3 months ago,Stopped here unexpectedly and was one of my favorite places! Great wine and awesome environment,1658530193,False,ChIJr7IS6pFNlVQRpCokpT1khU8
Reilly Moss,https://www.google.com/maps/contrib/107376588167326807770/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0tT0qLG6JFYwNonF47-cYCOT_o_4PpIDNC22fC=s128-c0x00000000-cc-rp-mo-ba3,5,6 months ago,"I had never heard of them but I bought a bottle of their ‘16 Pinot Noir at the RV park we were at in Ashland.  What a pleasant surprise!  No, make that a stupendous surprise, pardon the alliteration.",1650165502,False,ChIJ1ei999hyz1QRXmFqtR6TDYw
Jill Ross,https://www.google.com/maps/contrib/113014356510711994324/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-H5yqHe4N8rm8KEeoA68mpF6Dq6Eil1iIIlP3GqT0=s128-c0x00000000-cc-rp-mo,5,11 years ago,Great QPR amazing Pinot. Don't miss this one when you are touring wine country!,1312657924,False,ChIJB3rkytNBlVQRJeGnnZKdTpc
Cynthia P,https://www.google.com/maps/contrib/108309120719231911057/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-zX7mmQHL53jtQPbyBX8qcjskuyVa5vs-BkxTsqNI=s128-c0x00000000-cc-rp-mo-ba6,4,7 months ago,Jackie was our server and was friendly and knowledgeable.  We liked the wines and appreciated their affordability.,1648765197,False,ChIJJf--v1TF0lQR8YqJqv15KMM
Paul Dunham,https://www.google.com/maps/contrib/100230113341673091161/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_9B_rU-d61mAjMqV7ya9GBMJ9M2BXQPMzRbQU=s128-c0x00000000-cc-rp-mo-ba2,3,4 weeks ago,Nice place but when we arrived they said we weren’t allowed to get a flight cause we didn’t have a reservation. But we could buy glasses. So you won’t sell me 5 2-oz (10 oz total) pours (which makes me buy bottles) but you will sell me 2 5-oz glasses (10 oz total). Curious isn’t it? 🤔,1665178714,False,ChIJMRYV56ZMlVQRq_z7DoE-utQ
hans chang,https://www.google.com/maps/contrib/102984536557089495090/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8ZgOOJz3f98N3tuSHYSIxMh3tIJPE4OaDM5ZCyT18=s128-c0x00000000-cc-rp-mo-ba3,5,a month ago,Superb,1664872711,False,ChIJ6ZaKXnJslVQRyqOp9GlI4PE
Beckett Prado,https://www.google.com/maps/contrib/109187387812903834333/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9OJTu0YpwuyusAHwTK8Vhd4_ndr-YkpnBHmRXwKQ=s128-c0x00000000-cc-rp-mo-ba6,4,5 years ago,"Tasting room closed until March 4 2017, bow called Fiasco Winery?",1488058567,False,ChIJsaMh3LqEz1QRy7RPp33tKb8
Kathy Condon,https://www.google.com/maps/contrib/108731308180744046383/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_kWGG7ZCUendzK1NeRXqjAOmZwQ19Jz18_YDpnutk=s128-c0x00000000-cc-rp-mo-ba5,5,a month ago,"Started out with a new dish to me. Deep fried artichoke hearts. Definitely would try again.

Ambiance delightful. We had a corner table where it was easy to have a conversation with Chef John who suggested we have the special of halibut. Prepared with a creole twist. Loved it.

Located downtown, it is lovely spot to enjoy the fruits of the ocean.",1662843597,False,ChIJ-46vxUt7k1QR9MTbrzB_gYQ
Josey Wales,https://www.google.com/maps/contrib/114216950485598486330/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_2eYKocApdqhypsncohujG5ifZexPuIKYkE6_V=s128-c0x00000000-cc-rp-mo-ba4,5,a month ago,"Nice wine, friendly staff. Great views at the location. BYO food.",1662562753,False,ChIJ96FgVUcMllQRfcS4ZgR5N5A
Tom Etheridge,https://www.google.com/maps/contrib/104795829579683315815/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-80UDH74jnDaPEmsqcq1HQbTlg-HM7AvcFMqiz4g=s128-c0x00000000-cc-rp-mo-ba5,5,4 years ago,"I've been visiting this winery for more than twenty years now. The wines have always been reference points for Oregon wines, the people are wonderful, the setting is beautiful, and the whole experience is very relaxed.  Winery visits just don't get better in my experience.",1534969926,False,ChIJrQ_vQXpVlVQRIVpP-FSvDQ4
Matt Peppes,https://www.google.com/maps/contrib/102276534510339426955/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8SrPr_czRtkaru18iDBw_4sLj31sU-rrwhfDkQ_GM=s128-c0x00000000-cc-rp-mo-ba6,5,6 years ago,The building isn't marked so it can be easily missed. They had some of the best pinot we tried over the weekend we were there.,1457398278,False,ChIJSW8HW9FBlVQRXgddxNC4c2M
Fergus Nolan,https://www.google.com/maps/contrib/117489475641552747880/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_1v89DRaeyaJeyApeNPn4kCGPt5anVcb4WCs2W=s128-c0x00000000-cc-rp-mo-ba4,4,3 years ago,Great little vineyard with some amazing wines and views. The roads to the place are a tad rough on your car but it’s worth the wear and tear. The people working there are a credit to the vineyard.,1567819473,False,ChIJbbKZEVYVlVQRrl9UON9lJCs
Richard StewART,https://www.google.com/maps/contrib/112327778556056187835/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_PaafRVKAaC9CkHf1sVs0He94dgKyVti0p4OTa=s128-c0x00000000-cc-rp-mo,5,6 years ago,,1476843145,False,ChIJO50M2KwCwFQRT3H2pYD4DJE
Jeanene Brownell,https://www.google.com/maps/contrib/116474891523956471469/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0iGYKI8tBqQhWFsGoUUrxTza5MieLmr1V2ls1_=s128-c0x00000000-cc-rp-mo,5,3 weeks ago,Gracious hostess and relaxing setting as always. We are never disappointed and love going back ❤️. The wines are delicious 😋 ❤️,1665532124,False,ChIJq6qqqub-v1QRl8iBghfYML8
jen h,https://www.google.com/maps/contrib/117851325529911788613/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_H4sN4RkIJkaX9WoBPt8MLKCc2h63Dn54NvoIr-w=s128-c0x00000000-cc-rp-mo-ba4,5,a month ago,"WOW! I finally got to visit Krauseberry farms with my family and we were simply blown away. I have been craving their waffles for so long and the summertime was definitely busier for guests and berry picking so what better time to visit than now as things sort of wind down! Don’t get me wrong - it was still hot and nice as ever and busy but manageable and not overly crowded! Their waffles are so crispy and fluffy and packed with whatever in season fruits they have. The strawberries were sweet and perfectly paired with the real whipped cream. The waffles come in at $14.50 I believe a fair price for portion and experience. There is also a drive thru waffle section if you’re wanting to eat in your car or grab and go. They have a winery and eatery as well that has other food to enjoy (but seriously - their waffles are where it’s at!).

The retail and bakery has all the other goodies like pies, baked goods, apples, frozen pies, frozen pizzas, jams, knickknacks and great gifts! We all really enjoyed ourselves and walked away with gifts and full tummies! I’d love to visit for all their in season fruit toppings next!",1664159362,False,ChIJx3-AzLbNhVQRMkIKUqWnlv4
Iam Human,https://www.google.com/maps/contrib/102210360965532919321/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_2yFCvZbG9YD-g8vtjQSa2QFZDZuFil3dNngG2Sw=s128-c0x00000000-cc-rp-mo-ba4,5,11 months ago,"We slide into the spot 40 minutes before closing, no problems!  Bryan was fantastic even at the end of the day, plenty of energy, knowledgeable and fun.  Tastings was great and loved the sparkling and Pinot noir flight. Must go!",1636850678,False,ChIJAzo9JZRUlVQR8WVYDGuY5Eg
Paul Shepherd,https://www.google.com/maps/contrib/112191266455232557296/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu1krnCoXuTKp3fUz7QZWBW25eOJkH1zRSNmmPHf=s128-c0x00000000-cc-rp-mo,1,4 years ago,,1531000333,False,ChIJTwb5UQFClVQRrFHeMW7XtgA
Sebastian Zachary,https://www.google.com/maps/contrib/111654197336169869461/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3JG_-5qUNJC3Nbv7x7jbQKh5F5nh2aooqCeaLW=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Beautiful view from the outdoor seating area! Great selection of reds, whites and blends to sample with bottles available to purchase! You can even take a bit of Silvara home with you by buying a wine barrel!",1621372929,False,ChIJkbZBF6xNmlQRfprHHXRQJWI
Ricky Pike,https://www.google.com/maps/contrib/103825376061915763008/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8LIxzqc4hi1f_Jy41Vv5rJrIbKGoKZ4Nh7FgvlFdA=s128-c0x00000000-cc-rp-mo-ba5,5,6 years ago,"The ladies completely enjoyed stopping at this winery on the way to our stay in Government Camp. They were treated to plentiful samples of anything they were interested in. In return, they bought a big box of different wines for our trip. A great place for a stop to relax and have fun.",1473959503,False,ChIJjf0QOCyFlVQRDr7UHww3h18
Petra Knapp,https://www.google.com/maps/contrib/110207732121118798665/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8OaL5AGU2YIlUOwAF4sb2erwKveI2rulbGeNXC2A=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,"Quality clean wines, beautiful venue for tastings and service!",1655687337,False,ChIJg4dXBoIallQR_zn_01-z-h0
LindayPeter E.,https://www.google.com/maps/contrib/105658098767568571819/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-E1YBB7OyRGemWsxS3CPApMEMnQQdefTYS0lbF8tA=s128-c0x00000000-cc-rp-mo,5,3 months ago,Excellent organic wines. Owners Bill and Sandy are delightful.  One of Yamhill county's special places hidden amongst some of the best vineyards anywhere.,1658542943,False,ChIJeeGyWKprlVQREXCP2PjjQJ0
Steve Horning,https://www.google.com/maps/contrib/100347603996931070584/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-bY8BiMTzWcakO3oEz_CLs0CuRJwFUY1Fcm2lTvw=s128-c0x00000000-cc-rp-mo,5,3 years ago,,1543096951,False,ChIJnQpri35UwFQRS1abjzcudzA
Marty Miller,https://www.google.com/maps/contrib/110714847509474717112/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8NixX9qmRuZxfdE6nEa_qRE9MmtFGWCGr7yYrtVQ=s128-c0x00000000-cc-rp-mo-ba5,5,a year ago,"There is NO better winery in Southern Oregon.  Wonderful reds, whites and my sparkling.  Plus a small cheese making operation that produces wonderful cheeses.  Great patio and outdoor areas to sit and enjoy yourself.  Love their flights or wine samplers.",1627604417,False,ChIJuYyTS0WGz1QRC365E6xUtmM
David Bolsinger,https://www.google.com/maps/contrib/109360896614679168360/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-py-KnYldpnBjYTdCRkTIOAkv6r-zSUh7FzfbNuw=s128-c0x00000000-cc-rp-mo-ba4,5,5 years ago,Great place for a fresh breath of air. Lots of parking.,1498942452,False,ChIJDyR7qr09wVQRKe0Oxvbk7S0
Bret Comnes,https://www.google.com/maps/contrib/107389703693536795409/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8WyAD4-qArAcjL4knPX0irzWI5EILJnT1ekHbB5A=s128-c0x00000000-cc-rp-mo-ba3,5,8 years ago,Nice people.  Great wine. The boxers appreciate bacon.,1404450503,False,ChIJoUFlRPkCxFQRaUQ3vUcENZo
She Ash,https://www.google.com/maps/contrib/109421948173687363291/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu1gXwy7jUQQV5IjdgeyK7z7eX-HUZscmjLRYECb=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Friendly service staff. Nice spacious outdoor tasting cabanas with fire places. Easy to find, just off the highway. Down to earth winery with no fancy-pancy stuff. Enjoy the scenery and good wine.",1605148955,False,ChIJqVN51pgIwFQRXgapVeN7LCQ
Linda Smedes,https://www.google.com/maps/contrib/107277213871118005977/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu24AX4qfHUiNspBdUUtQObKTmeU946_SsQIzv9_=s128-c0x00000000-cc-rp-mo,4,6 years ago,,1469142802,False,ChIJsUP3Td8ixFQRyE51ASKNrd0
Zach Dilday,https://www.google.com/maps/contrib/114771967218389300364/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu01D9MUbT__H-cv0hGcl25HweXhUD76azyRanIF=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"The 2015 Red Hills Vineyard Pinot is one of my favorite wines. Beautiful grounds, great staff. My wife and I love it here.",1635217251,False,ChIJV1ZPvUtBlVQRu6PnF0iWLnc
Hazel Singer,https://www.google.com/maps/contrib/101866258179570245982/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_2FTTAjFzT3Sg8D89L-ypm_DatSi5CwtB7XWjiNA=s128-c0x00000000-cc-rp-mo,5,7 months ago,,1648937598,False,ChIJ0ZJoUMwVolQRsaaDZWe8JQo
Tom Beach,https://www.google.com/maps/contrib/113992176374333160864/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3lksgw0qlks_9rU3PDE8refjCXEIuRAvG7RUH4=s128-c0x00000000-cc-rp-mo,5,8 months ago,Our first stop on our mini 4 day vacation in Lincoln City. It was a great visit. We were the only people but customer service was fantastic. We definitely aren't wine experts but he treated us great and let us taste as many wines as we wanted. Purchased a bottle of Early Muscat which we are enjoying as I write this and bottle of pear wine to take home. Highly recommend this little winery as a stop as you visit the Oregon Coast.,1644375744,False,ChIJ-YWFpPmH6lQR__gssuqycuo
