author_name,author_url,original_language,rating,relative_time_description,text,time,translated,place_id
Fergus Nolan,https://www.google.com/maps/contrib/117489475641552747880/reviews,en,4,3 years ago,Great little vineyard with some amazing wines and views. The roads to the place are a tad rough on your car but it’s worth the wear and tear. The people working there are a credit to the vineyard.,1567819473,False,ChIJbbKZEVYVlVQRrl9UON9lJCs
Richard StewART,https://www.google.com/maps/contrib/112327778556056187835/reviews,,5,6 years ago,,1476843145,False,ChIJO50M2KwCwFQRT3H2pYD4DJE
Jeanene Brownell,https://www.google.com/maps/contrib/116474891523956471469/reviews,en,5,3 weeks ago,Gracious hostess and relaxing setting as always. We are never disappointed and love going back ❤️. The wines are delicious 😋 ❤️,1665532124,False,ChIJq6qqqub-v1QRl8iBghfYML8
jen h,https://www.google.com/maps/contrib/117851325529911788613/reviews,en,5,a month ago,"WOW! I finally got to visit Krauseberry farms with my family and we were simply blown away. I have been craving their waffles for so long and the summertime was definitely busier for guests and berry picking so what better time to visit than now as things sort of wind down! Don’t get me wrong - it was still hot and nice as ever and busy but manageable and not overly crowded! Their waffles are so crispy and fluffy and packed with whatever in season fruits they have. The strawberries were sweet and perfectly paired with the real whipped cream. The waffles come in at $14.50 I believe a fair price for portion and experience. There is also a drive thru waffle section if you’re wanting to eat in your car or grab and go. They have a winery and eatery as well that has other food to enjoy (but seriously - their waffles are where it’s at!).

The retail and bakery has all the other goodies like pies, baked goods, apples, frozen pies, frozen pizzas, jams, knickknacks and great gifts! We all really enjoyed ourselves and walked away with gifts and full tummies! I’d love to visit for all their in season fruit toppings next!",1664159362,False,ChIJx3-AzLbNhVQRMkIKUqWnlv4
Iam Human,https://www.google.com/maps/contrib/102210360965532919321/reviews,en,5,11 months ago,"We slide into the spot 40 minutes before closing, no problems!  Bryan was fantastic even at the end of the day, plenty of energy, knowledgeable and fun.  Tastings was great and loved the sparkling and Pinot noir flight. Must go!",1636850678,False,ChIJAzo9JZRUlVQR8WVYDGuY5Eg
Paul Shepherd,https://www.google.com/maps/contrib/112191266455232557296/reviews,,1,4 years ago,,1531000333,False,ChIJTwb5UQFClVQRrFHeMW7XtgA
Sebastian Zachary,https://www.google.com/maps/contrib/111654197336169869461/reviews,en,5,a year ago,"Beautiful view from the outdoor seating area! Great selection of reds, whites and blends to sample with bottles available to purchase! You can even take a bit of Silvara home with you by buying a wine barrel!",1621372929,False,ChIJkbZBF6xNmlQRfprHHXRQJWI
Ricky Pike,https://www.google.com/maps/contrib/103825376061915763008/reviews,en,5,6 years ago,"The ladies completely enjoyed stopping at this winery on the way to our stay in Government Camp. They were treated to plentiful samples of anything they were interested in. In return, they bought a big box of different wines for our trip. A great place for a stop to relax and have fun.",1473959503,False,ChIJjf0QOCyFlVQRDr7UHww3h18
Petra Knapp,https://www.google.com/maps/contrib/110207732121118798665/reviews,en,5,4 months ago,"Quality clean wines, beautiful venue for tastings and service!",1655687337,False,ChIJg4dXBoIallQR_zn_01-z-h0
LindayPeter E.,https://www.google.com/maps/contrib/105658098767568571819/reviews,en,5,3 months ago,Excellent organic wines. Owners Bill and Sandy are delightful.  One of Yamhill county's special places hidden amongst some of the best vineyards anywhere.,1658542943,False,ChIJeeGyWKprlVQREXCP2PjjQJ0
Steve Horning,https://www.google.com/maps/contrib/100347603996931070584/reviews,,5,3 years ago,,1543096951,False,ChIJnQpri35UwFQRS1abjzcudzA
Marty Miller,https://www.google.com/maps/contrib/110714847509474717112/reviews,en,5,a year ago,"There is NO better winery in Southern Oregon.  Wonderful reds, whites and my sparkling.  Plus a small cheese making operation that produces wonderful cheeses.  Great patio and outdoor areas to sit and enjoy yourself.  Love their flights or wine samplers.",1627604417,False,ChIJuYyTS0WGz1QRC365E6xUtmM
David Bolsinger,https://www.google.com/maps/contrib/109360896614679168360/reviews,en,5,5 years ago,Great place for a fresh breath of air. Lots of parking.,1498942452,False,ChIJDyR7qr09wVQRKe0Oxvbk7S0
She Ash,https://www.google.com/maps/contrib/109421948173687363291/reviews,en,5,a year ago,"Friendly service staff. Nice spacious outdoor tasting cabanas with fire places. Easy to find, just off the highway. Down to earth winery with no fancy-pancy stuff. Enjoy the scenery and good wine.",1605148955,False,ChIJqVN51pgIwFQRXgapVeN7LCQ
Linda Smedes,https://www.google.com/maps/contrib/107277213871118005977/reviews,,4,6 years ago,,1469142802,False,ChIJsUP3Td8ixFQRyE51ASKNrd0
Zach Dilday,https://www.google.com/maps/contrib/114771967218389300364/reviews,en,5,a year ago,"The 2015 Red Hills Vineyard Pinot is one of my favorite wines. Beautiful grounds, great staff. My wife and I love it here.",1635217251,False,ChIJV1ZPvUtBlVQRu6PnF0iWLnc
Hazel Singer,https://www.google.com/maps/contrib/101866258179570245982/reviews,,5,7 months ago,,1648937598,False,ChIJ0ZJoUMwVolQRsaaDZWe8JQo
Tom Beach,https://www.google.com/maps/contrib/113992176374333160864/reviews,en,5,8 months ago,Our first stop on our mini 4 day vacation in Lincoln City. It was a great visit. We were the only people but customer service was fantastic. We definitely aren't wine experts but he treated us great and let us taste as many wines as we wanted. Purchased a bottle of Early Muscat which we are enjoying as I write this and bottle of pear wine to take home. Highly recommend this little winery as a stop as you visit the Oregon Coast.,1644375744,False,ChIJ-YWFpPmH6lQR__gssuqycuo
John Kutasz,https://www.google.com/maps/contrib/110049434182771722067/reviews,en,5,2 years ago,"We live far enough away that it's impractical for us to be wine club members, but any time we're visiting the Gorge, we make it a point to visit AniChe.
The location is stunning - with the production facility and the outdoor seating looking east down the river below.  Couple this with a glass of wine and you have a wonderful place to spend part of an afternoon and to pick up a few bottles to take home.  We are primarily red wine drinkers, but in my opinion, the standout here is a white Albariño variety.  It's mostly found in Northwest Spain, but was a pleasant surprise to find it being made locally.
Unless you cross the river near Portland, there are toll bridges involved in visiting AniChe, but a few bucks extra is well worth it for excellent wine and glorious views.  FYI - if you crossed the river from the city of Hood River, and are headed back towards Portland, taking Rt 14 along the Washington side of the river and either crossing back at the Bridge Of The Gods, or going all the way to I 205 is a great drive.",1602566094,False,ChIJgb7K8roNllQRS2Cz4_O6o2Q
A B Cannon,https://www.google.com/maps/contrib/110986433584225921384/reviews,en,2,3 years ago,"Atmosphere and service can greatly affect an experience, and I would say the stuffy (read pretentious) atmosphere, coupled with lackluster service left much to be desired. Wine was okay, but our primary server was terse and provided little information about the wines, even with prompting. While Mark Ryan came highly recommended by other proprietors, I wouldn't recommend this tasting room if you're looking for a laid back and welcoming environment. If you're wanting something purely transactional, go for it.",1568524217,False,ChIJly6JF2NqolQRggxngApCIEU
Caroline Barnes,https://www.google.com/maps/contrib/110758821143425479600/reviews,en,5,a year ago,"I came across Stomp, Croft Vineyard’s tasting room, when I first moved to Oregon. And I must say, their wine is some of the best I’ve ever had. Now it’s all I drink!

The savoir vivre is my favorite red of them all. A silky, well-balanced Pinot noir with warm cherry notes and just the right amount of dryness. I paired it with a braised duck the other night and it was absolutely delightful.

For white, their Pinot Gris is my go-to. Acidic, fruit forward, bright, refreshing- perfect wine for a hot, sunny day. I love how well-rounded it is because it’s something both my Chardonnay and Sav blanc drinking friends can enjoy. Personally, I think it goes best with a nice seafood or spicy Thai dish.

Not to mention the grapes are organically grown and their wine is certified as salmon safe. So if you’re an environmentally conscious wine lover,  you’re in the right place! John and Amber are lovely people and their passion for wine shines through. Go support this family-owned business, folks. You won’t regret it!",1605294459,False,ChIJ-7nIyYkDwFQRjebO6KnKurk
Paula Caudill,https://www.google.com/maps/contrib/114217106633296351451/reviews,,4,11 years ago,,1293928145,False,ChIJ2w47hNEYxFQRz7fl4LE9Brs
Le Chèvre Sournois,https://www.google.com/maps/contrib/108156843269299454763/reviews,,5,2 years ago,,1591963615,False,ChIJnxiO9LqlxlQRC5JJ6uUzjFc
Chas Jones,https://www.google.com/maps/contrib/100431423731265254062/reviews,en,3,5 years ago,"Average wine tasting experience in downtown Philomath. Wine club is a good deal with free tastings, wine discount, and no purchase obligation.",1484824883,False,ChIJ1_Wx2YM4wFQR_XpeBVyu5OY
Jessica Butler,https://www.google.com/maps/contrib/112616837631161872083/reviews,en,5,4 months ago,"Wine was absolutely delightful! I am not a port wine drinker, but their port is a must have. There is no wine that is not delicious. Definitely a must stop with a beautiful view.",1655223601,False,ChIJbeIl22ANllQRsR4Yt5JcK8U
Ivy Hover,https://www.google.com/maps/contrib/114809872154043481193/reviews,en,5,4 years ago,"A casual, homey (it's literally a house) place featuring Big Red wines. Rick and Veronika always take great care of everyone. If you have Pinot burnout in the Willamette Valley, this is the place for you!",1527052219,False,ChIJuw-UYzpVlVQRaSPlPUgobKw
Norbert Miller,https://www.google.com/maps/contrib/108714738431914728257/reviews,en,5,a month ago,"Great place to stop, great selection of wine and ciders. You can also pick your own apples, pears, peaches, cherries as well as flowers. Also has a great gift shop with all kinds of goodies. Beautiful place to see even tasting room",1663713088,False,ChIJV_i-T0APllQRK60hA4R_GdY
Kiana Betts,https://www.google.com/maps/contrib/101155470464171534634/reviews,en,5,2 months ago,"This is the best place to spend a sunny afternoon. The wines are super impressive and fit right in with some of my favourite Okanagan wineries. A really fantastic showing of BC wine. Their estate grown schonberger is a highlight.

Their picnic area is a wonderful relaxing area to sit. There was also live music when I was there which was so fun! I recommend at least popping by for a tasting. But, if you have time definitely sit down for a glass (or bottle) of wine.",1661835342,False,ChIJ-bbbv97fhVQRL6n0HZrU5tA
Jewel Walker,https://www.google.com/maps/contrib/100508405512227579214/reviews,en,5,a year ago,"While visiting Seattle, we drove 2 and a half hours south to North Plains Oregon to visit Abby Creek. (There are two locations  one in North Plains second in Portland that has different operating hours. )
Bertony is one of 50 black winemakers in the world. The the winery was a whole vibe. Giving us 90s hip hop as we ate and tasted. The food was good and the treat was having Bertony pouring our flights letting us know about the wine. It's a hip hop theme so the pours are according to a play list which gets remixed as well . Fun place. Loved the vibe and the staff. Its worth the trip anytime you are in the area. Reservations are required.",1618269505,False,ChIJrwseQnsDlVQRx3J5zC8-Rrc
Agustin Hernandez,https://www.google.com/maps/contrib/115816362803849645329/reviews,en,5,a year ago,"Wonderful service, super friendly and very personable. Scott and Karen took the time to get to know us during our tasting and shared with us so many great stories and experiences. Scott's Valentine's day chocolate teddy bear was the cutest and he reminded us of Carl from the movie Up. They had a unique selection of wines, and their Veraison was amazing! We'll definitely come back this summer when the weather is nicer and covid let's everyone enjoy life a little better. Thanks for starting our Valentine's Day on the right foot!",1613403904,False,ChIJ4_U2tjAbxFQR0kgfsJUkEZY
A Johnsen,https://www.google.com/maps/contrib/104965109949841580323/reviews,en,5,a year ago,"Vitis Ridge winery had the best people and dogs.  We had a friendly  greeting from the winery dog when we arrived.  Then we tasted some amazing wines.
The wine maker is doing some great things with the grapes.  Not you big mega-winery place, but quality and originality.",1630651259,False,ChIJ9eRassTjv1QRBM49eT3Jr5Y
Mark S,https://www.google.com/maps/contrib/111042087175008302673/reviews,en,5,5 years ago,A friendly atmosphere and wonderful wines makes you want to stay here all day. This is a must visit for quintessential Walla Walla wines that are delicious.,1503852858,False,ChIJDSl2gwRqolQRNAjzRW4V77c
Paul Dinardi,https://www.google.com/maps/contrib/102755794619481343726/reviews,en,5,6 months ago,"When I first pulled in, I wasn't expecting much. I was very pleasantly surprised, the wine, food and service, All exceptional.  I'm somewhat local to this Winery and will definitely be back.",1650586323,False,ChIJtav88DE5xFQRkFq6XE3ri4o
Alan,https://www.google.com/maps/contrib/116727178540042421704/reviews,en,5,3 months ago,"Nice small family winery in the heart of the Dundee hills. Great views, nice wine, excellent customer service. Definitely a must.",1658357716,False,ChIJg3LouDRBlVQRXybsvH0J5L0
simone shomaker,https://www.google.com/maps/contrib/106145221510982067379/reviews,en,5,a year ago,"This place is so incredible, it’s worth a stop on your honeymoon. Stephanie was so knowledgeable, so sweet/hospitable, and exceeded our expectations in every way. All the wines were fantastic, and the grounds are beautiful. We will definitely be back next time we are in the area! :)",1628903421,False,ChIJt8yOhMBqlVQRwn-y6wH7UoY
Jin Lee,https://www.google.com/maps/contrib/112110280838076500479/reviews,en,5,10 months ago,amazing christmas deco especially its ceiling! Mulled wine ($5) was so great,1639464405,False,ChIJ6bxBl4wfwVQRRmqBIq9G-u0
Chris Karlin (Eater10000),https://www.google.com/maps/contrib/106532893843311627493/reviews,en,5,4 years ago,Excellent wine & great people!,1526838867,False,ChIJw-qQWLo_lVQReBXhIUASf7k
Rob Marsh,https://www.google.com/maps/contrib/103256517254383837476/reviews,en,5,2 months ago,"Cherry cider was delicious, as were all the wines my wife tried!",1662323821,False,ChIJH1ufPqu3k1QRh4ejggtTHKw
Michael Cook,https://www.google.com/maps/contrib/114040897244068408430/reviews,en,5,3 years ago,By appointment only but u won't be disappointed,1564462185,False,ChIJz08s2X9fpFQRe6F8Uf4P0Gc
Danny eddy,https://www.google.com/maps/contrib/115825483462427797491/reviews,,5,4 years ago,,1539580647,False,ChIJzad8yzBBlVQRjvK49bq4XIY
Brittney S,https://www.google.com/maps/contrib/106095217914855540102/reviews,en,5,2 years ago,"I happened upon this place while looking to kill some time and I met Tina outside and she invited me in! Tina is absolutely amazing and truly makes the experience. She was knowledgeable about the wonderful wines and so friendly, it felt like I was a guest in her home. I highly recommend this place to everyone!",1601758231,False,ChIJGV_eUG8OllQRPmcuXsJM5iw
Kathleen Anson,https://www.google.com/maps/contrib/117625230525879748817/reviews,en,5,11 years ago,"I highly recommend visiting Brickhouse any time other than a special event or holiday weekend.  Just check to make sure they are open, or make an appointment.  They make stellar wines (some bold, some subtle and nuanced, but all exquisite representations of the varietal).  All in a humble setting, with a terrific staff.  If you do go during an event, brace yourself for the self-important crowd that has discovered this wonderful winery.",1315180906,False,ChIJKVO0arc_lVQRSCndWbzWNu0
robert tiedeman jr,https://www.google.com/maps/contrib/112482422716491482102/reviews,en,5,6 months ago,We enjoyed a wonderful tasting here and bought a CPL bottles. The young lady that walked us through our tasting was so sweet and informative. She really knew the wines. The landscape and views were as nice as the wines. We loved the rustic and natural atmosphere as opposed to some of the more sleek and modern wineries we have visited. The music was relaxing and a perfect volume. Just an overall lovely experience.,1649821247,False,ChIJlavJJWRrlVQRZ1HT7t4_eho
Wynterly Clovis,https://www.google.com/maps/contrib/103996260140507029804/reviews,en,5,2 years ago,We sat outside near the vines. It was so romantic. The server was extremely nice. The wine was delish. We ended up buying a bottle. Highly recommend.,1594564055,False,ChIJCX2rOPLwv1QRFCK2BKVIZ6s
Ann and Tim,https://www.google.com/maps/contrib/105216233379730137301/reviews,en,5,10 months ago,"Awesome 5 Star Experience!!!
Everything from
The Wine
The Staff
Atmosphere And Food to the Tour of the Chalet
And the Views were Incredible
Easy to book online",1639604784,False,ChIJUWLQ1RsNz1QROb7nZHnQf6E
Tara Stine,https://www.google.com/maps/contrib/112557782302400932739/reviews,en,5,2 years ago,"I loved every single wine I tried! Even got spoiled with extra samples and ended up buying the bottles. Bob was so fun and personable as a pourer and I even got to meet Patrick the owner. Great spot, great wine, great people! Glad I stopped!",1604356543,False,ChIJY3KvPRoKlVQRH78GVMTt2mE
Tim Hoffman,https://www.google.com/maps/contrib/105078521711390214693/reviews,en,5,4 months ago,Beautiful patio area under the trees. Super nice and knowledgeable staff and excellent wines.  Must stop in.  Halfway between Eugene and Corvallis.,1655787545,False,ChIJVwz6Uv9UwFQR4DxPw4BLxRY
Bryan Caldwell,https://www.google.com/maps/contrib/103820153575156807746/reviews,en,5,a year ago,"Our group of friends had a wonderful tasting today at Arlyn Vineyard. Excellent wine in a lovely spot with the owner Janis, her dogs and lambs.",1625016209,False,ChIJVdKpzeo_lVQRssCmAbJ_k0s
Lara Raggon,https://www.google.com/maps/contrib/111767980979175405995/reviews,en,5,4 years ago,"Beautiful views, good wine, tasty snacks. Made for a lovely afternoon.",1532147292,False,ChIJmz8wPp6qwVQRibeXpi_EitI
Joshua Francis,https://www.google.com/maps/contrib/107082421765946843479/reviews,en,5,a week ago,"I stayed here with my wife and could not have had a more pleasant time! It was raining for part of the time we were there but the views were amazing when it was clear. The wine was excellent (try the Grenache), and the food and people were great. Definitely check it out.",1666977215,False,ChIJibXtWutLlVQRqVEEK3nsBtY
Dan Haxton,https://www.google.com/maps/contrib/106071341449149005006/reviews,en,5,a month ago,"Stopped by over the weekend for a wine tasting with some visiting family. It was our first time visiting, but we have been enjoying the wine for a few years. The setting was peaceful and views spectacular. Julia and Scott were wonderful hosts and we ended up buying a case of wine to take home. Can’t wait to come back to visit again!",1663001385,False,ChIJ-0Twm9UNllQRRxNIoJ7XDfs
Matt S,https://www.google.com/maps/contrib/114839362264548240440/reviews,en,5,3 months ago,This wine bar is exquisite. I love the atmosphere and the pleasant staff. Oh yeah the wine is absolutely devine.,1659302463,False,ChIJ-1_CKzMwwVQRFbP5wXVgQIc
Dave Allen,https://www.google.com/maps/contrib/103343938682354568674/reviews,en,5,4 months ago,Wonderful  little  winery. Great  pinots and the staff is excellent.  Worth a visit!,1656033192,False,ChIJp6xxvqIOllQRNiNg9-9Uef4
Kyle Jackson,https://www.google.com/maps/contrib/106997578133154456582/reviews,en,5,a year ago,Great wines with a lovely river view,1615772416,False,ChIJn31aPdgZxFQRYjmzce2jTSI
Postholes,https://www.google.com/maps/contrib/103051646868975171158/reviews,,5,a year ago,,1608348645,False,ChIJ0ZownihQlVQRRVUlJPaayio
Ian/Sierra Kelly,https://www.google.com/maps/contrib/105435779967803510842/reviews,en,5,a year ago,"Great wine, even better people.",1630813544,False,ChIJTb0HSb4_lVQRuaIKtkrUNKY
Richard Enriquez,https://www.google.com/maps/contrib/114486191007657363384/reviews,en,5,3 weeks ago,"Glad Bridgeview is open again, great staff, Marisol and Amber, friendly and warm and kind!",1665693205,False,ChIJXwBmOxT6z1QRwa7gVoYcds4
Amanda Brooks,https://www.google.com/maps/contrib/116375061013684039600/reviews,en,5,11 months ago,"Wonderful organic wines, beautiful atmosphere, and a highly knowledgeable staff and owner. We spoke off and on for a few hours about the high level processes they go through to insure the have a high quality product. You must try their sparkling wines and the red blend.",1637362324,False,ChIJk8ryMWxqolQRi_2UorK7JbI
Anita Shaw,https://www.google.com/maps/contrib/117596599228459308488/reviews,en,5,9 months ago,"Delightful, chill tasting experience of Chardonnay and Pinot Noirs. Charcuterie plates and other nibbles available. We really enjoyed all of the wines tasted. Lester was friendly, knowledgeable about the wines, region and wine in general. Precautions for Covid are good, vaccine cards required (cool), good ventilation and the extra nice touch of blankets on our seats to allow for open doors on a bit chilly day.",1642286886,False,ChIJJ1AqhglBlVQRYYqcPLUg6eE
Ryan Palmer,https://www.google.com/maps/contrib/117432381967278601017/reviews,en,5,3 years ago,"Bob owns the place and serves wine out of his stunning home.  Generous pours, great prices, lovely view and garden.  Perfect spot!",1561240930,False,ChIJA30F9UJzlVQR7ZSgwmdaPdA
Jane Wegmann,https://www.google.com/maps/contrib/118076031803703192362/reviews,en,5,7 months ago,"All the wines were delightful,  and the show room hostess was very informative about the winery and all their wines.",1648084975,False,ChIJvWmQ6wk5lVQRc3tqTfa2m4s
Steve Pinzon,https://www.google.com/maps/contrib/109835609123243273744/reviews,en,5,6 months ago,Prettiest grounds of the airport tasting rooms. Gigantic inside tasting area plus outdoor seating. Good wines reasonably priced. Fun dog that loves chasing tennis balls,1651084994,False,ChIJfYa8Jk8VolQR_qaj9BtDqoU
Kyla Norman,https://www.google.com/maps/contrib/104303497584387987080/reviews,en,5,2 months ago,"Eminent Domaine - what an incredible experience in Oregon's Wine Country! We hosted friends from out of town this past weekend and the hospitality, wine, and view were exemplary. A special thanks to the entire Eminent Domaine team for making our day so memorable. If you're planning a trip to the Willamette valley - this is a 'must-stop' vineyard!",1661891781,False,ChIJD8TDcjk-lVQRFKIJquVRyUA
LandL Gonsen,https://www.google.com/maps/contrib/111637024629823869347/reviews,en,5,4 years ago,"Love the table side tasting experience! The wines were delicious, fellow wine-ers friendly, the view spectacular!",1523903863,False,ChIJiYMYzk-bz1QRy5PgISkGcd8
Gunnar Forland,https://www.google.com/maps/contrib/110588444744881654668/reviews,en,4,3 months ago,If only they had an elevated view of the valley it would be 5 stars. Tastings provide a good example of the variety the Willamette Valley has to offer. Beautiful grounds and great people on the staff.,1658441521,False,ChIJcVrLgmtBlVQRdHSvyMMGgGA
Kandace Elliott,https://www.google.com/maps/contrib/108923299234578503227/reviews,en,5,3 weeks ago,"This winery is absolutely stunning!  From the grand entry doors to the spacious indoor tasting room and phenomenal views from the outdoor seating overlooking the vineyard and perfect water features!  And, be sure to meet the Tasting Room Manager Vicki!  Her contagious enthusiasm for Sparkling Wines “bubbles” over into the entire experience!  🥂 Cannot wait to return!  Cheers Domaine Willamette!  You truly shine bright!",1665445611,False,ChIJI4eeVlMDwFQRc2NG5eeVjow
Allison,https://www.google.com/maps/contrib/101851878272734201103/reviews,en,5,a year ago,"Cute tasting room and great service! We loved seeing the different rocks that the wine came from, and learned a lot about Oregon geology in the process.",1633893921,False,ChIJdwZiaalrlVQRNU5wOfFmNsU
Christopher Hamilton,https://www.google.com/maps/contrib/117667153321333597007/reviews,en,5,a year ago,"Amazingly flavorful wines, knowledgeable and warm staff, can't wait for my next chance to come back. Without a doubt, the best winery tasting experience I have ever had.",1629576990,False,ChIJSURVF7EZlVQRZh2GowxvRtk
Bella Perez,https://www.google.com/maps/contrib/107904405574380249573/reviews,en,5,2 years ago,"Went to Walla Walla for an anniversary trip and this winery by far was the best we tried! Generous pours for the tasting, friendly staff, more personal experience/unpretentious, and every single wine we tried was incredible! Definitely a must when visiting Walla Walla!",1599346733,False,ChIJZ500LIhqolQRoLw06G9Psys
Asher Faber,https://www.google.com/maps/contrib/110005650473752209966/reviews,,3,5 years ago,,1503267926,False,ChIJj2Qvl94ZxFQRzzpRcggMpY8
Brittney,https://www.google.com/maps/contrib/116162560417814083932/reviews,en,5,4 years ago,"Relaxing, good wine and environment. They let me keep my cute little glass!",1540402565,False,ChIJHSsTIGM4lVQRZS9GSCYz2Ic
Emily Miersma,https://www.google.com/maps/contrib/115453934127735363169/reviews,en,5,2 years ago,My favorite winery in the gorge and of all time! Rich makes the best wines. Try the Retro Riesling! My hubby isn't a fan of whites but he likes the retro!,1594776359,False,ChIJp3eA550OllQR5gujRSmfdmA
Ruben Mendez,https://www.google.com/maps/contrib/105052744564724900649/reviews,en,5,a year ago,"Wow, outstanding hospitality and fantastic wines. I bought a few while visiting and ordered more online once I got back home. There was some problems with my online order and shipping was slower than I hoped for, but as I didn't pay the over night option, the wines still arrived with in 1 week. I emailed a few times and they were quick to respond. But when the wine still hadn't arrived, I phoned them. I have to admit, I was in a bad mood when I called to complain. Even so, the sales manager took time to look at all the options and politely explain the situation. Bravo.",1620055896,False,ChIJCXcSpHBVlVQRDkcuSQoxiBg
Edith Cushing,https://www.google.com/maps/contrib/117920851604754328572/reviews,en,1,3 months ago,"Served from a tiny window, felt as if we were bothering them and felt very rushed. Fastest 4 tastings I have ever had.",1658538083,False,ChIJJyem-IMTwFQRIDvFuH85wfM
Seth Maston,https://www.google.com/maps/contrib/114893311846636794488/reviews,en,5,3 years ago,"Had a nice experience: it was the bartenders first day— but he was still knowledgable if the wines. Overall, a relaxed vibe with an enjoyable and mellow atmosphere. Ideal for a date night or late night drink and snack spot.",1550283629,False,ChIJZb21d6OglVQR6kGo7qXXazE
Vickie Hall,https://www.google.com/maps/contrib/113199952642345277347/reviews,en,5,a year ago,"My sisters and I had a wonderful time visiting Nemarniki Vineyard & Winery last Saturday.  The views from the deck are heavenly, the history that Diane shared with us was so interesting - especially since we had known some of the Nemarnik family.  Diane is following her childhood dream after watching prior family members make wine (for their families).  We were treated to 6 different wines and she patiently explained the difference.  She also had huge sandwiches, nuts, olives, cheese to enjoy during our leisurely wine tasting afternoon.  I HIGHLY recommend this very enjoyable experience.",1624152285,False,ChIJ37RsjNhrlVQRJc7DbLHhIIE
Jaren Morris,https://www.google.com/maps/contrib/101661652184882919811/reviews,en,5,3 months ago,Such a nice place and the owner is so sweet! The wine is great too!,1659822299,False,ChIJv8IM-BtBlVQRjM70I7_7W9E
Tom Sloan,https://www.google.com/maps/contrib/110979177315084225383/reviews,en,5,2 years ago,We loved our afternoon of wine tasting here. The wine was great and the experience was very low-pressure. And the hospitality was amazing. They were very dog-friendly and let us camp overnight in our RV through the Harvest Host program.,1603139816,False,ChIJdTQ1H9mEz1QRZiFCG14yfaA
Madison King,https://www.google.com/maps/contrib/105206200411867701134/reviews,,5,a year ago,,1629385551,False,ChIJkeT9BsghwVQRooOxSS2xBoc
Kay Ross,https://www.google.com/maps/contrib/112327940160656872799/reviews,en,5,a year ago,"First time at Coria and not disappointed!
Caity took great care of us and was incredibly accommodating with our various wine preferences. The patio was well shaded and spaced and the price points were very affordable. The cheese plate came with a whole block of cheese and a full bag of crackers, which we supplemented with our own jam and fixings.
One complaint would be some dogs off leash and one recommendation is to label the single stall restrooms as gender neutral.
Otherwise, we enjoyed our time and hope to visit again soon!",1628467472,False,ChIJm-BEGj4GwFQRQz0MEeIFSLM
Neil Bernardi,https://www.google.com/maps/contrib/106128872466554466946/reviews,,5,3 years ago,,1571199449,False,ChIJ83oIuvdPolQRgB3Cnu6iFwU
Camie Haverstick,https://www.google.com/maps/contrib/117477321205424435689/reviews,en,5,3 weeks ago,"Amazing wine and amazing views.  The Viognier is to die for.  Super friendly small family operation and you’re greeted by the cutest little winery dog, Monte.  A must visit in Walla Walla!",1665275481,False,ChIJ075thAlDolQRaq2G9jW141c
Tom Bidot,https://www.google.com/maps/contrib/108215659561069638174/reviews,en,5,a year ago,"This is a beautiful vineyard tucked away in Gold Hill, Oregon. This is a must try vineyard. They have knowledgeable staff and put on a delightful presention with some excellent wines.",1629585408,False,ChIJy1jheQaBxVQRurYc9SOg9dM
Alex Rospos,https://www.google.com/maps/contrib/102328829955294190431/reviews,en,1,10 months ago,"Went here on a Friday evening to try some wines and maybe have a snack as a group of six. We were gently encouraged not to stay because in the evenings they said they 'do more of an upscale fine dining experience'. There were multiple empty tables, none of the other people had food and the atmosphere was more like upscale cafeteria. Also their website says nothing about food or a menu. Maybe it was because we weren't dressed nice enough or had a baby with us or didn't look like spendy Californians? Either way, it was super awkward and we won't be back.",1639263243,False,ChIJP4VAOyzGuFQRoRRZtu814k8
Paige Stinebaugh,https://www.google.com/maps/contrib/103452969652294589646/reviews,en,5,4 years ago,"Fantastic wine and great staff!! The small plates that are available to snack on while sipping are fantastic and the staff is super knowledgeable about the wine and area. There is an option of sitting outside or inside while tasting, but both offer fantastic views of Ashland.",1534790160,False,ChIJa0VN3zxzz1QR3a0yOuFXZo4
Duane Hastings,https://www.google.com/maps/contrib/113326511711654896029/reviews,,5,3 years ago,,1546571615,False,ChIJDS0FUZhIlVQR16W24FOoMMk
Kay Doolittle,https://www.google.com/maps/contrib/113121350272076455097/reviews,en,5,a year ago,"Don't know why more folks don't go out to enjoy fall colors in the Vineyards.

Nice, quiet wine tasting today - thanks, Jolene!",1635021298,False,ChIJySZob3MbxFQRUp-3qtZHOt0
Justin Johnson,https://www.google.com/maps/contrib/101523933088517111369/reviews,en,4,2 years ago,"Solid wines and a tasty cheese board. We enjoyed the lovely outdoor seating and interesting stories told by the wine and the setting, in this interesting old bank with a checkered past.",1599441856,False,ChIJP9uioRNmlVQRsAvb67ojf7k
Pam Hermanson,https://www.google.com/maps/contrib/104317856188752986548/reviews,en,5,4 months ago,Such a lovely spot to wander and admire and purchase plants and olive oils and more.  Next time we will do wine tasting.,1655335380,False,ChIJWRS9kbVGlVQRNktsfS8kMyw
