business_status,formatted_phone_number,name,place_id,rating,user_ratings_total,formatted_address,website,street_address_1,street_address_2,city,province,zipcode,country_code,url,location_name
OPERATIONAL,(503) 838-0944,Emerson Vineyards,ChIJ0X9UQFoXwFQRinOBT3psfNM,4.7,29.0,"11665 Airlie Rd, Monmouth, OR 97361, USA",http://www.emersonvineyards.com/,11665 Airlie Rd,NULL, Monmouth,OR,97361, USA,https://maps.google.com/?cid=15239174511690609546,NULL
OPERATIONAL,(541) 716-5276,Hood River Distillers Tasting Room,ChIJbQswKW8OllQR0JuH6FTXfbM,4.7,67.0,"304 Oak St Suite #3, Hood River, OR 97031, USA",https://www.hrdspirits.com/tasting-room,304 Oak St Suite #3,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=12933730464556358608,NULL
OPERATIONAL,(541) 424-2265,Woodhall III Vineyards,ChIJ27d2ot1SwFQRqdl42-nP7IA,5.0,1.0,"25944 Green Peak Rd, Monroe, OR 97456, USA",NULL,25944 Green Peak Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=9290028734674950569,NULL
OPERATIONAL,(541) 899-7511,Devitt Winery,ChIJdTQ1H9mEz1QRZiFCG14yfaA,5.0,26.0,"11412 OR-238, Jacksonville, OR 97530, USA",http://www.devittwinery.com/,11412 OR-238,NULL, Jacksonville,OR,97530, USA,https://maps.google.com/?cid=11564454797922935142,NULL
OPERATIONAL,(503) 850-7001,Domaine Serene,ChIJkXE8YQMKlVQRGDahz6PSUPo,4.6,86.0,"1038 SW Alder St, Portland, OR 97205, USA",https://domaineserenewinelounge.com/,1038 SW Alder St,NULL, Portland,OR,97205, USA,https://maps.google.com/?cid=18037148108623787544,Wine Lounge in Portland
OPERATIONAL,(541) 308-6220,Cabernet Creek Farms,ChIJg1qHph__lVQRso6rCqW2DzQ,5.0,2.0,"4730 London Dr, Mt Hood, OR 97041, USA",http://www.cabernetcreek.com/,4730 London Dr,NULL, Mt Hood,OR,97041, USA,https://maps.google.com/?cid=3751417834587786930,NULL
OPERATIONAL,(503) 378-1498,Ankeny Vineyard,ChIJQ-q0Y_AFwFQRUKBaxxj1QXk,4.7,158.0,"2565 Riverside Dr S, Salem, OR 97306, USA",http://www.ankenyvineyard.com/,2565 Riverside Dr S,NULL, Salem,OR,97306, USA,https://maps.google.com/?cid=8737534238848098384,NULL
OPERATIONAL,(541) 998-2600,Brigadoon Wine Co,ChIJN8t-U-qqwVQRzqB7-njzzxw,4.5,18.0,"25167 Ferguson Rd, Junction City, OR 97448, USA",http://www.brigadoonwineco.com/,25167 Ferguson Rd,NULL, Junction City,OR,97448, USA,https://maps.google.com/?cid=2076145654165119182,NULL
OPERATIONAL,(503) 683-3888,Villa Catalana Cellars,ChIJy7gJV3BwlVQRIxiZ0HePMbQ,4.7,88.0,"11900 S Criteser Rd, Oregon City, OR 97045, USA",http://www.villacatalanacellars.com/,11900 S Criteser Rd,NULL, Oregon City,OR,97045, USA,https://maps.google.com/?cid=12984316945449424931,NULL
OPERATIONAL,(509) 720-7136,Alton Wines,ChIJ6wvtQJlDolQRo3mXMMFK8MU,4.8,34.0,"3783 Peppers Bridge Rd, Walla Walla, WA 99362, USA",http://www.altonwines.com/,3783 Peppers Bridge Rd,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=14262982213486737827,NULL
OPERATIONAL,(541) 558-3656,Castillo de Feliciana Vineyard and Winery,ChIJ-9G5FrpDolQRdju0bfr0ckk,4.8,76.0,"85728 Telephone Pole Rd, Milton-Freewater, OR 97862, USA",http://castillodefeliciana.com/,85728 Telephone Pole Rd,NULL, Milton-Freewater,OR,97862, USA,https://maps.google.com/?cid=5292561868533283702,NULL
OPERATIONAL,(503) 789-4350,Ridgecrest Vineyard,ChIJGQaG6Ts_lVQRw4hACaajD8M,NULL,NULL,"20440 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",http://www.ribbonridgewinery.com/,20440 NE Ribbon Ridge Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=14055632895561730243,NULL
OPERATIONAL,(503) 588-9463,Willamette Valley Vineyards,ChIJEZsIboQIwFQRNy3yOiTKe_Y,4.7,673.0,"8800 Enchanted Way SE, Turner, OR 97392, USA",http://www.wvv.com/,8800 Enchanted Way SE,NULL, Turner,OR,97392, USA,https://maps.google.com/?cid=17761011812422266167,NULL
OPERATIONAL,(541) 765-3311,Depoe Bay Winery,ChIJ-YWFpPmH6lQR__gssuqycuo,4.8,79.0,"22 US-101, Depoe Bay, OR 97341, USA",http://www.depoebaywinery.com/,22 US-101,NULL, Depoe Bay,OR,97341, USA,https://maps.google.com/?cid=16893761873301534975,NULL
OPERATIONAL,(541) 942-5993,Iris Vineyards Production,ChIJ58mJ404xwVQRiuC6g9eryXc,4.5,2.0,"195 E Palmer Ave, Cottage Grove, OR 97424, USA",http://www.irisvineyards.com/,195 E Palmer Ave,NULL, Cottage Grove,OR,97424, USA,https://maps.google.com/?cid=8631619102948647050,NULL
OPERATIONAL,(541) 740-8541,TeBri Vineyards and Lavender,ChIJG20R93tUwFQRQiVoAxf34wk,4.5,8.0,"24880 Orchard Tract Rd, Monroe, OR 97456, USA",http://www.tebri.com/,24880 Orchard Tract Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=712684844268135746,NULL
OPERATIONAL,(541) 847-6132,Dragons Vineyard & Wine Company,ChIJheCK_phTwFQRotxeGzlL7Tc,4.6,22.0,"26631 Alpine Cut Off Rd, Monroe, OR 97456, USA",http://www.dragons.wine/,26631 Alpine Cut Off Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=4029959950210882722,NULL
OPERATIONAL,(503) 858-5975,Bacus Vineyards,ChIJgUViR4o_lVQRQm8qqjxWrGE,5.0,3.0,"18605 NE Calkins Ln, Newberg, OR 97132, USA",http://bacusvineyards.com/,18605 NE Calkins Ln,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=7038095136226176834,NULL
OPERATIONAL,(541) 679-2394,Chateau Nonchalant Vineyard,ChIJ5yZ9S6A_xFQRKPmBim_gPkU,5.0,27.0,"1329 Larson Rd, Roseburg, OR 97471, USA",http://www.chateaunonchalantvineyards.com/,1329 Larson Rd,NULL, Roseburg,OR,97471, USA,https://maps.google.com/?cid=4989672206842853672,NULL
OPERATIONAL,(503) 648-8198,Oak Knoll Winery,ChIJh-zDkxkRlVQRJChJG6ef9Ts,4.6,128.0,"29700 SW Burkhalter Rd, Hillsboro, OR 97123, USA",http://www.oakknollwinery.com/,29700 SW Burkhalter Rd,NULL, Hillsboro,OR,97123, USA,https://maps.google.com/?cid=4320534957597992996,NULL
OPERATIONAL,(503) 651-3190,St Josefs Winery,ChIJaQwsQsZmlVQRG7KQ_HWmoZo,4.5,112.0,"28836 S Barlow Rd, Canby, OR 97013, USA",http://www.stjosefswinery.com/,28836 S Barlow Rd,NULL, Canby,OR,97013, USA,https://maps.google.com/?cid=11142369978770043419,NULL
OPERATIONAL,(541) 747-7400,Chalice Vineyards LLC,ChIJ-W8OECriwFQRkNvt5E2iPxY,NULL,NULL,"840 Beltline Rd, Springfield, OR 97477, USA",NULL,840 Beltline Rd,NULL, Springfield,OR,97477, USA,https://maps.google.com/?cid=1603178447804160912,NULL
OPERATIONAL,(541) 797-6363,Va Piano Vineyards Tasting Room,ChIJERCRjTLGuFQRd03y74_oYno,4.5,71.0,"425 SW Powerhouse Dr #301, Bend, OR 97702, USA",http://vapianovineyards.com/,425 SW Powerhouse Dr #301,NULL, Bend,OR,97702, USA,https://maps.google.com/?cid=8818866725248454007,NULL
OPERATIONAL,(213) 255-6034,Arlyn Vineyard,ChIJVdKpzeo_lVQRssCmAbJ_k0s,4.9,19.0,"17325 NE Calkins Ln, Newberg, OR 97132, USA",http://arlyn.farm/,17325 NE Calkins Ln,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=5445836776929673394,NULL
OPERATIONAL,(503) 678-1240,Lady Hill Winery,ChIJo2XmyitolVQRbXHbCFguAdU,4.6,106.0,"8400 Champoeg Rd NE, St Paul, OR 97137, USA",http://ladyhill.com/,8400 Champoeg Rd NE,NULL, St Paul,OR,97137, USA,https://maps.google.com/?cid=15348599960695959917,NULL
OPERATIONAL,(509) 529-7198,Seven Hills Winery,ChIJU1bc7WNqolQRsqa0WY-RfyQ,4.4,60.0,"212 N 3rd Ave, Walla Walla, WA 99362, USA",https://www.sevenhillswinery.com/,212 N 3rd Ave,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=2629980752279021234,NULL
OPERATIONAL,(503) 913-2050,Shumaker Vineyards,ChIJuURaKlQDlVQRsRnWko7hPzA,NULL,NULL,"13615 NW Mason Hill Rd, North Plains, OR 97133, USA",http://www.shumakervineyards.com/,13615 NW Mason Hill Rd,NULL, North Plains,OR,97133, USA,https://maps.google.com/?cid=3476745439818422705,NULL
OPERATIONAL,(971) 237-3781,Roshni Vineyard,ChIJsaMyzeNJlVQRXL9vvq15duY,5.0,2.0,"13101 NW Fox Ridge Rd, McMinnville, OR 97128, USA",https://roshnivineyard.com/,13101 NW Fox Ridge Rd,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=16606594463106580316,NULL
OPERATIONAL,(503) 932-3540,Zenith Vineyard,ChIJkUiVM5RUlVQRG06EOKskwdU,4.5,77.0,"5657 Zena Rd NW, Salem, OR 97304, USA",http://www.zenithvineyard.com/,5657 Zena Rd NW,NULL, Salem,OR,97304, USA,https://maps.google.com/?cid=15402632518390009371,NULL
OPERATIONAL,(541) 671-2018,Trella Vineyards,ChIJGwWA4AUjxFQRH238gU8UqRM,5.0,7.0,"646 SE Jackson St, Roseburg, OR 97470, USA",http://trellavineyards.com/,646 SE Jackson St,NULL, Roseburg,OR,97470, USA,https://maps.google.com/?cid=1416685889500507423,NULL
OPERATIONAL,(541) 386-2607,Phelps Creek Tasting Room,ChIJk8AyJCMJllQR5nx396gJhgc,4.8,161.0,"301 Country Club Rd, Hood River, OR 97031, USA",http://www.phelpscreekvineyards.com/,301 Country Club Rd,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=542131426455682278,NULL
OPERATIONAL,(541) 386-3772,Hood River Vineyards and Winery,ChIJc3SZKa8OllQRJecy6f4_aXQ,3.9,9.0,"4693 Westwood Dr, Hood River, OR 97031, USA",http://hoodrivervineyardsandwinery.com/,4693 Westwood Dr,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=8388306145020929829,NULL
OPERATIONAL,(360) 748-9675,Heymann Whinery,ChIJ9xlEJNVfkVQRXrzX3lwndRU,4.7,13.0,"731 SW 21st St, Chehalis, WA 98532, USA",http://www.heymannwhinery.com/,731 SW 21st St,NULL, Chehalis,WA,98532, USA,https://maps.google.com/?cid=1546185326900788318,NULL
OPERATIONAL,(509) 529-4685,Dunham Cellars,ChIJfYa8Jk8VolQR_qaj9BtDqoU,4.7,80.0,"150 E Boeing Ave, Walla Walla, WA 99362, USA",http://www.dunhamcellars.com/,150 E Boeing Ave,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=9631584540432770814,NULL
OPERATIONAL,(503) 835-0208,GC Wines,ChIJpVBrF1KnlVQRfhZoupOviT4,4.7,7.0,"9360 SE Eola Hills Rd, Amity, OR 97101, USA",http://www.gcwines.com/,9360 SE Eola Hills Rd,NULL, Amity,OR,97101, USA,https://maps.google.com/?cid=4506325951183328894,NULL
OPERATIONAL,(541) 677-0288,Becker Vineyard,ChIJR3BG2o8ZxFQRKNFA5078BJY,4.9,48.0,"360 Klahowya Ln, Roseburg, OR 97471, USA",http://www.beckerwine.com/,360 Klahowya Ln,NULL, Roseburg,OR,97471, USA,https://maps.google.com/?cid=10810042421413466408,NULL
OPERATIONAL,(503) 554-5545,Penner-Ash Wine Cellars,ChIJk4FKnHU_lVQR459vN51LrZU,4.7,112.0,"15771 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",http://www.pennerash.com/,15771 NE Ribbon Ridge Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=10785359821234216931,NULL
OPERATIONAL,(503) 746-4773,DAnu,ChIJUcYQP7salVQR8_PANElXT8o,4.9,77.0,"173 NE 3rd Ave Suite #107, Hillsboro, OR 97124, USA",https://danuwines.com/,173 NE 3rd Ave Suite #107,NULL, Hillsboro,OR,97124, USA,https://maps.google.com/?cid=14577966490750874611,Tasting Room & Wine Bar Hillsboro
OPERATIONAL,(503) 487-7692,Mad Violets Wine Co.,ChIJY2xe_1cVlVQRF7h9kJx8l3A,5.0,5.0,"17429 NE Hillside Dr, Newberg, OR 97132, USA",http://madvioletswineco.com/,17429 NE Hillside Dr,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=8113090265612138519,NULL
OPERATIONAL,(541) 716-1330,Stoltz Winery,ChIJGV_eUG8OllQRPmcuXsJM5iw,4.2,15.0,"514 State St, Hood River, OR 97031, USA",http://www.stoltzwinery.com/,514 State St,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=3235357779999745854,NULL
OPERATIONAL,(971) 273-3872,Andante Vineyard,ChIJr4YbaXmr6lQRnl2_TVsUBnY,5.0,40.0,"3855 Morris Rd, Dallas, OR 97338, USA",https://andantevineyard.com/,3855 Morris Rd,NULL, Dallas,OR,97338, USA,https://maps.google.com/?cid=8504507328714726814,NULL
OPERATIONAL,(458) 201-7413,Oregon Wine LAB,ChIJ7c4eXw0ewVQREsklU2K6R2w,4.7,86.0,"488 Lincoln St, Eugene, OR 97401, USA",http://www.oregonwinelab.com/,488 Lincoln St,NULL, Eugene,OR,97401, USA,https://maps.google.com/?cid=7802409810907220242,NULL
OPERATIONAL,(503) 474-6777,Terra Vina Wines Tasting Room,ChIJyR298GI4lVQREoN3AJmpdJQ,4.7,48.0,"585 NE 3rd St, McMinnville, OR 97128, USA",http://www.terravinawines.com/,585 NE 3rd St,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=10697361489514693394,NULL
OPERATIONAL,(503) 662-3485,Atticus Wine,ChIJSb-sBKY-lVQRLtO8yFzDptA,4.8,14.0,"20501 NW Russell Creek Rd, Yamhill, OR 97148, USA",http://www.atticuswine.com/,20501 NW Russell Creek Rd,NULL, Yamhill,OR,97148, USA,https://maps.google.com/?cid=15034919209295205166,NULL
OPERATIONAL,(541) 424-2478,Monroe Hills Wineries,ChIJdcme6BlTwFQRvmlNU6BCQZ4,NULL,NULL,"25059 Larson Rd, Monroe, OR 97456, USA",https://www.monroehillswineries.wine/,25059 Larson Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=11403468987838589374,NULL
OPERATIONAL,(541) 386-3026,Viento Wines,ChIJp3eA550OllQR5gujRSmfdmA,4.8,32.0,"301 Country Club Rd, Hood River, OR 97031, USA",http://www.vientowines.com,301 Country Club Rd,NULL, Hood River,OR,97031, USA,https://maps.google.com/?cid=6950918074503728102,NULL
OPERATIONAL,NULL,Bow & Arrow,ChIJLWkJKIaglVQR7NHrRIYgmOg,NULL,NULL,"3115 NE Sandy Blvd, Portland, OR 97232, USA",https://www.bowandarrowwines.com/,3115 NE Sandy Blvd,NULL, Portland,OR,97232, USA,https://maps.google.com/?cid=16760181774313312748,NULL
OPERATIONAL,(509) 525-6100,Northstar Winery,ChIJbUxzWDFColQRZ02xVl9QqhY,4.6,62.0,"1736 J B George Rd, Walla Walla, WA 99362, USA",http://www.northstarwinery.com/,1736 J B George Rd,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=1633206185281801575,NULL
OPERATIONAL,(503) 391-5555,Failla Wines Oregon,ChIJCXcSpHBVlVQRDkcuSQoxiBg,4.6,11.0,"5659 Zena Rd NW, Salem, OR 97304, USA",https://www.faillawinesoregon.com/,5659 Zena Rd NW,NULL, Salem,OR,97304, USA,https://maps.google.com/?cid=1767716773990123278,NULL
OPERATIONAL,(971) 888-2264,Beckenridge Vineyard,ChIJQXGa_Cim6lQRoD1BfVCUv2g,4.8,43.0,"300 Reuben Boise Rd, Dallas, OR 97338, USA",http://www.beckenridge.com/,300 Reuben Boise Rd,NULL, Dallas,OR,97338, USA,https://maps.google.com/?cid=7547914573915962784,NULL
OPERATIONAL,(541) 545-1204,12 Ranch Wines,ChIJo8pAtsslyVQR1Rmv8DXZc5w,4.3,6.0,"4550 Burgdorf Rd, Bonanza, OR 97623, USA",http://www.12ranchwines.com/,4550 Burgdorf Rd,NULL, Bonanza,OR,97623, USA,https://maps.google.com/?cid=11273593117932984789,NULL
OPERATIONAL,(503) 687-2618,Keeler Estate Vineyard,ChIJMSbWUPpNlVQR1MkBJSsgj0Y,4.9,41.0,"5100 SE Rice Ln, Amity, OR 97101, USA",http://www.keelerestatevineyard.com/,5100 SE Rice Ln,NULL, Amity,OR,97101, USA,https://maps.google.com/?cid=5084317874001136084,NULL
OPERATIONAL,(503) 472-0298,Orchard View Vineyards,ChIJ08Rvf9tJlVQRxurM-mtG6OU,5.0,2.0,"15519 NW Orchard View Rd, McMinnville, OR 97128, USA",NULL,15519 NW Orchard View Rd,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=16566568658865547974,NULL
OPERATIONAL,(541) 592-3752,Foris Vineyards,ChIJu8Z5jIfwz1QRELnH24QkTrg,4.7,16.0,"654 Kendall Rd, Cave Junction, OR 97523, USA",http://www.foriswine.com/,654 Kendall Rd,NULL, Cave Junction,OR,97523, USA,https://maps.google.com/?cid=13280592504203753744,NULL
OPERATIONAL,(503) 362-1546,Eola Hills Legacy Estate Vineyard,ChIJR4e3VYKq6lQRUlI3AbbBZLM,4.8,33.0,"97301, 1600 Oak Grove Rd, Salem, OR 97304, USA",https://eolahillswinery.com/legacy-estate-vineyard/,97301 1600 Oak Grove Rd,NULL, Salem,OR,97304, USA,https://maps.google.com/?cid=12926669817908777554,NULL
OPERATIONAL,(503) 538-7953,LAngolo Estate,ChIJd6HbdYpAlVQRFsbLLYMhi0o,5.0,44.0,"18830 NE Williamson Rd, Newberg, OR 97132, USA",http://www.langoloestate.com/,18830 NE Williamson Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=5371423827862210070,NULL
OPERATIONAL,(503) 771-1664,Bar Carlo,ChIJlUedyxSglVQR4kHK4s_Oup8,4.4,513.0,"6433 SE Foster Rd, Portland, OR 97206, USA",http://barcarlopdx.com/,6433 SE Foster Rd,NULL, Portland,OR,97206, USA,https://maps.google.com/?cid=11509739189957181922,NULL
OPERATIONAL,(503) 537-3100,Alexana Winery,ChIJJ4Cw8WI4lVQRvACw7eJsUjQ,4.7,84.0,"12001 NE Worden Hill Rd, Newberg, OR 97132, USA",http://www.alexanawinery.com/,12001 NE Worden Hill Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=3770195559968669884,NULL
OPERATIONAL,(808) 551-9998,Freed Estate Vineyards,ChIJZS1JIJ05xFQRBC3XPLxiy0o,5.0,32.0,"430 Hooten Rd, Winston, OR 97496, USA",http://www.freedestatewinery.com/,430 Hooten Rd,NULL, Winston,OR,97496, USA,https://maps.google.com/?cid=5389509939693038852,NULL
OPERATIONAL,NULL,Nicholas Family Vineyards,ChIJwe4u94JBlVQRU1dJHmkyxwI,5.0,1.0,"9380 NE Worden Hill Rd, Dundee, OR 97115, USA",NULL,9380 NE Worden Hill Rd,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=200184135502354259,NULL
OPERATIONAL,(541) 424-3332,Lurking Turkey Vineyard,ChIJb3IEb9lSwFQRBFA8JLwurQA,5.0,1.0,"23981 Hawley Creek Rd, Monroe, OR 97456, USA",NULL,23981 Hawley Creek Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=48746556567605252,NULL
OPERATIONAL,(503) 537-1328,Bells Up Winery,ChIJ827r8edqlVQRKa6xF9uEnMA,5.0,54.0,"OPEN BY APPOINTMENT PLEASE, 27895 NE Bell Rd, Newberg, OR 97132, USA",http://www.bellsupwinery.com/, 27895 NE Bell Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=13879114228179250729,NULL
OPERATIONAL,(503) 554-0821,Patricia Green Cellars,ChIJ6UzcTao_lVQRqtJ7wRXAliE,4.7,43.0,"15225 NE North Valley Rd, Newberg, OR 97132, USA",http://www.patriciagreencellars.com/,15225 NE North Valley Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=2420333049431184042,NULL
OPERATIONAL,(509) 526-1515,Horsepower Vineyard,ChIJnVEpwYFrolQRFXWbCpaYGKw,NULL,NULL,"17 E Main St, Walla Walla, WA 99362, USA",https://horsepowervineyards.com/,17 E Main St,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=12400829344155137301,NULL
OPERATIONAL,(541) 424-5851,Alpine Vineyards,ChIJs7GxZ95SwFQRtKmeSwEWjp4,NULL,NULL,"25904 Green Peak Rd, Monroe, OR 97456, USA",NULL,25904 Green Peak Rd,NULL, Monroe,OR,97456, USA,https://maps.google.com/?cid=11425093499504994740,NULL
OPERATIONAL,(503) 632-9463,Forest Edge Vineyard,ChIJkZ4H56B7lVQRWnI4xMr8RWU,4.6,14.0,"15640 S Spangler Rd, Oregon City, OR 97045, USA",http://forestedgevineyard.com/,15640 S Spangler Rd,NULL, Oregon City,OR,97045, USA,https://maps.google.com/?cid=7297516719029383770,NULL
OPERATIONAL,(503) 656-2130,Petes Mountain Vineyard and Winery,ChIJb6d3LS1wlVQRNYlY_kDNze8,4.8,45.0,"28101 SW Petes Mountain Rd, West Linn, OR 97068, USA",http://www.petesmountainvineyard.com/,28101 SW Petes Mountain Rd,NULL, West Linn,OR,97068, USA,https://maps.google.com/?cid=17279693024319277365,NULL
OPERATIONAL,(509) 365-2744,Cor Cellars,ChIJkbwG1lsXllQRRwVCeIw0ovg,4.7,93.0,"151 Old Hwy 8, Lyle, WA 98635, USA",http://www.corcellars.com/,151 Old Hwy 8,NULL, Lyle,WA,98635, USA,https://maps.google.com/?cid=17915940045550912839,NULL
OPERATIONAL,(503) 472-6990,R Stuart & Co Winery,ChIJBVuXpmtJlVQRcHRm3_rm-i8,4.0,3.0,"845 NE 5th St, McMinnville, OR 97128, USA",http://www.rstuartandco.com/,845 NE 5th St,NULL, McMinnville,OR,97128, USA,https://maps.google.com/?cid=3457329629124523120,NULL
OPERATIONAL,(503) 581-0355,Stangeland Vineyards & Winery,ChIJo2vqswFUlVQRgLZQzvRrp70,4.9,29.0,"8500 Hopewell Rd NW, Salem, OR 97304, USA",https://www.stangelandvineyards.com/,8500 Hopewell Rd NW,NULL, Salem,OR,97304, USA,https://maps.google.com/?cid=13666010293456647808,NULL
OPERATIONAL,(503) 389-0619,Abbey Creek Winery: The Crick,ChIJrwseQnsDlVQRx3J5zC8-Rrc,4.8,95.0,"31441 NW Commercial St, North Plains, OR 97133, USA",http://www.abbeycreekvineyard.com/,31441 NW Commercial St,NULL, North Plains,OR,97133, USA,https://maps.google.com/?cid=13206311332325454535,NULL
OPERATIONAL,(541) 520-3092,Capitello Wines,ChIJt8DdfXQewVQRDnGR9L8Wui0,4.4,45.0,"540 Charnelton St, Eugene, OR 97401, USA",http://www.capitellowines.com/,540 Charnelton St,NULL, Eugene,OR,97401, USA,https://maps.google.com/?cid=3294971091072676110,NULL
OPERATIONAL,(971) 645-3547,Crowley Wines,ChIJgwIyI61rlVQRlMrXOURPhCQ,5.0,2.0,"14000 NE Quarry Rd, Newberg, OR 97132, USA",NULL,14000 NE Quarry Rd,NULL, Newberg,OR,97132, USA,https://maps.google.com/?cid=2631315236738026132,NULL
OPERATIONAL,(971) 708-0708,Cathedral Ridge Winery,ChIJ32kRN-g5lVQR4oPtOCtnBUE,5.0,4.0,"203 W Main St Suite C, Carlton, OR 97111, USA",http://www.cathedralridgewinery.com/,203 W Main St Suite C,NULL, Carlton,OR,97111, USA,https://maps.google.com/?cid=4685264422685213666,NULL
OPERATIONAL,(541) 833-3051,Force Majeure Vineyards,ChIJaeVPBSRdolQRos3L6ozhMAc,4.6,9.0,"52274 Pleasant View Rd, Milton-Freewater, OR 97862, USA",http://www.forcemajeurevineyards.com/,52274 Pleasant View Rd,NULL, Milton-Freewater,OR,97862, USA,https://maps.google.com/?cid=518161952498503074,NULL
OPERATIONAL,(541) 846-9900,Troon Vineyard,ChIJy7sXzUyGz1QRps3PJslZWo4,4.6,83.0,"1475 Kubli Rd, Grants Pass, OR 97527, USA",http://www.troonvineyard.com/,1475 Kubli Rd,NULL, Grants Pass,OR,97527, USA,https://maps.google.com/?cid=10257609821764177318,NULL
OPERATIONAL,(503) 857-8287,J Wrigley Vineyards,ChIJH5hqgbuz6lQRAlU-UUdpdXc,4.9,81.0,"19391 Cherry Hill Rd, Sheridan, OR 97378, USA",http://www.wrigleywines.com/,19391 Cherry Hill Rd,NULL, Sheridan,OR,97378, USA,https://maps.google.com/?cid=8607902017815205122,NULL
OPERATIONAL,(541) 399-6665,Grateful Vineyard,ChIJXSTLXEH9lVQRtUsfz9kHtr4,4.5,182.0,"6650 Trout Creek Ridge Rd, Mt Hood, OR 97041, USA",http://www.gratefulvineyards.com/,6650 Trout Creek Ridge Rd,NULL, Mt Hood,OR,97041, USA,https://maps.google.com/?cid=13742179945031879605,NULL
OPERATIONAL,(503) 347-9173,J Rallison Cellars,ChIJ6cswbItrlVQRiGeBUrg9OC4,5.0,21.0,"16079 SW Railroad St, Sherwood, OR 97140, USA",http://www.jrallisoncellars.com/,16079 SW Railroad St,NULL, Sherwood,OR,97140, USA,https://maps.google.com/?cid=3330479786307970952,NULL
OPERATIONAL,(503) 769-5056,Silver Falls Vineyards,ChIJCX2rOPLwv1QRFCK2BKVIZ6s,4.7,10.0,"4972 Cascade Hwy SE, Sublimity, OR 97385, USA",http://www.silverfallsvineyards.com/,4972 Cascade Hwy SE,NULL, Sublimity,OR,97385, USA,https://maps.google.com/?cid=12350920376672723476,NULL
OPERATIONAL,(509) 526-3500,Tranche,ChIJCdCGvxtAolQROdtZvLqCSjY,4.3,47.0,"705 Berney Dr, Walla Walla, WA 99362, USA",https://www.tranche.wine/,705 Berney Dr,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=3912082964860230457,NULL
OPERATIONAL,(503) 580-1596,Knudsen Vineyards,ChIJJ1AqhglBlVQRYYqcPLUg6eE,4.9,83.0,"9419 NE Worden Hill Rd, Dundee, OR 97115, USA",https://knudsenvineyards.com/?utm_source=GMB%20Web%20Link&utm_medium=Organic&utm_campaign=GMB,9419 NE Worden Hill Rd,NULL, Dundee,OR,97115, USA,https://maps.google.com/?cid=16278578290885429857,NULL
OPERATIONAL,(360) 326-3077,SuLei Cellars,ChIJFW-YsviplVQRXHNhFsh88eI,4.7,10.0,"614 Main St Ste 1B, Vancouver, WA 98660, USA",http://www.suleicellars.com/,614 Main St Ste 1B,NULL, Vancouver,WA,98660, USA,https://maps.google.com/?cid=16352988920769770332,NULL
OPERATIONAL,(503) 610-2881,Gemini Vineyards,ChIJHbrgbEYTlVQRlDMFCju7t2w,NULL,NULL,"21133 SW Lebeau Rd, Sherwood, OR 97140, USA",http://www.geminivineyard.com/,21133 SW Lebeau Rd,NULL, Sherwood,OR,97140, USA,https://maps.google.com/?cid=7833935939079844756,NULL
OPERATIONAL,NULL,Canoe Ridge Vineyard,ChIJD8G5c2lqolQRRBxNCEFs0NQ,5.0,1.0,"1116 W Cherry St, Walla Walla, WA 99362, USA",NULL,1116 W Cherry St,NULL, Walla Walla,WA,99362, USA,https://maps.google.com/?cid=15334875757764484164,NULL
