author_name,author_url,language,original_language,profile_photo_url,rating,relative_time_description,text,time,translated,place_id
Ariel Skinner,https://www.google.com/maps/contrib/103061570545507739471/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0qYhxnbxcTvhE5heectf4WVHWIZztbdIPFCBaf=s128-c0x00000000-cc-rp-mo,5,7 months ago,"I had such a fantastic experience here! I had something happen today that kind of ruined my day, but I decided to come here on a whim and I'm so so glad I did. It turned my whole day around. The lovely ladies working were so warm, friendly, and hospitable. Honestly, the wine could have tasted like garbage and I still would have enjoyed myself. Luckily the wine was wonderful as well. The view can't be best either. It proved a great place to relax and read a book. I'll definitely be back.",1648617125,False,ChIJlzpaZkMPllQR4HWKqYGmRk4
Jim DiGiacomo,https://www.google.com/maps/contrib/112511124091983191308/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0WqfvOuJ3t6DQlHJmn8FOOIwWfbeXvjQtX_eie=s128-c0x00000000-cc-rp-mo,1,4 months ago,"My wife and I made reservations months in advance for a tasting this past Saturday at 3:30. When we arrived there was hardly anyone at the vineyard and we were told that a private event had been scheduled for 4:00. While the staff was polite, it was clear they had no desire to work with us, as the staff’s entire focus was on the private event. We barely had time to finish one tasting before the next was being poured. We were in and out in under 25 minutes. Will not be recommending this winery to any friends, as the treatment was totally unprofessional and lacking in hospitality.",1654566079,False,ChIJc_63w2NUlVQRRLZSucY1fN8
Stacey Calice,https://www.google.com/maps/contrib/112803416222425331733/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-Ajz2FEkPeqKlQ3plo1oYi2QNetZ28DCnrrzEzmw=s128-c0x00000000-cc-rp-mo,5,2 months ago,"We loved our visit with Joel and Laurie! The wines are awesome but the intimate setting and the sharing of knowledge was what made this stellar. We learned so much from them both.
The setting is lovely. Their approach is relaxed and down to earth. Laurie and Joel are very approachable and real. They really do make you feel comfortable, like you are already friends, even though you just met.
And the wines! Spectacular. We went to several wineries in the area, but this was the only wine club we joined. Highly recommend booking a reservation for a tasting. This was a highlight to our weekend! Thanks Laurie and Joel! We will be back!",1659979292,False,ChIJzy6hUCVIlVQRQSJ3aM-oT3E
Gaven Rulo,https://www.google.com/maps/contrib/102926903087736084578/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu8nkwJo0jsATh_wxuUBunZaOMtHu9T99H63Sx-aFw=s128-c0x00000000-cc-rp-mo,5,6 years ago,,1463151405,False,ChIJMbZClyZColQRoCmy4vsZnkY
Tyler Schmidt,https://www.google.com/maps/contrib/114789077585580104451/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0jDwWWhSKNuUrWpOvSqj9PVg0V1zbf0hg7FAYu=s128-c0x00000000-cc-rp-mo,5,3 months ago,Friendly service.  Great wine.,1658613009,False,ChIJve2F2-CvxlQR71pSCHG3zc8
Kathy Phillips,https://www.google.com/maps/contrib/107927853389857356233/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_jTzAGSAsZTkoCNq6Z4rCR8omtS5XRJN0Tokm_=s128-c0x00000000-cc-rp-mo-ba3,5,4 months ago,Enjoyed the whole experience with delicious reds and came home with a bottle. Drew showed up and greeted us and all there. The host for the wine tasting was attentive and informative.,1655958109,False,ChIJMd6qI9zHuFQR69YkHJF-JY4
Mitch Weigel,https://www.google.com/maps/contrib/101964272606009041626/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-HqlpzNNIxS-r_v_mJ9q0C1OTiDzzU6x6y5mEPCQ=s128-c0x00000000-cc-rp-mo,5,3 months ago,First time visiting Andante Vinyard today. Had an enjoyable visit.  Has a very high-end feel but a relaxed environment.  Good wine and excellent food. Soon to have a new covered patio with outdoor kitchen.  I recommend checking them out.,1657850550,False,ChIJr4YbaXmr6lQRnl2_TVsUBnY
Destinee Denney,https://www.google.com/maps/contrib/105971203190151276537/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-jyKflBNTdWnIXSjwrZYHGLS1yrpIT0J6yY1k9eQ=s128-c0x00000000-cc-rp-mo,5,a year ago,"I'm not a wine drinker by any means. I usually hate the stuff, but the elderberry and blackberry mead were amazing. My mom is the wine drinker and was already a fan of the marionberry wine. She is notorious for hating everything honey, but out of her new tries, the mead was her favorite. This winery does their craft well and the customer service was just as good. I'm a shy and awkward person so I'm not good with talking with people, but the woman who rang me up was very sweet. I'll definitely come by this place again and recommend it to others. Moral of the story, try the little hole in the wall locations. I was always nervous to go in based on the exterior, but it's actually very charming and cute!",1631226477,False,ChIJz8JJvEb_v1QR8A_pMK8EuWI
Fred Rathke,https://www.google.com/maps/contrib/111498474809167431033/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8PzRoniCLBdUi6Wmx6dXMRPJFDTRIRFAxzdc6e=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,"Very beautiful setting, and relaxing , we had the Pinot Gris , very enjoyable.",1598730916,False,ChIJRxbsyI6qwVQR68jzJSNcR_8
Nannette Berg (nannergy),https://www.google.com/maps/contrib/100696714292460014112/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9L6u2qJ5XAoNdf1BLDcGW1iQWEycMI78pX9m0osA=s128-c0x00000000-cc-rp-mo-ba3,5,12 months ago,"This winery is one of our all-time favs. Staff are ALWAYS extremely welcoming, knowledgeable, and fun. World class pinots abound and all this in a setting that, even on rainy days, offers about 270-degree panoramas of the valleys below",1635711529,False,ChIJxbY40Hw-lVQRcE6VfzFBDi8
Darci R.,https://www.google.com/maps/contrib/113867628320875945629/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2xmZ57k4vnziVG8ooGuH_pP-5PryslEWeaikwxVw=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"Grab some chocolates from the local candy store, Bright's, and enjoy a pairing with this winery. It makes for a lovely afternoon.",1554588319,False,ChIJCanQdGNqolQRty_7uchwZdY
Matt Jolly,https://www.google.com/maps/contrib/103621980478865408993/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2Vn6iZA18qQG97nJx-JYKY1qiCa4MSN0ri7TTw=s128-c0x00000000-cc-rp-mo,5,a year ago,"Beautiful place, stellar wine and incredibly nice people. Thanks so much for an awesome visit! We can't wait to go back.",1624820473,False,ChIJR5wR_YXGolQRKNAJEbBbawo
Erin Esbeck,https://www.google.com/maps/contrib/115634326853221539355/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9rR6NO-BDsn1BBtiSkKFWYe7kqntM4Q3rgAgRcrY4=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"Solid group of wines. Oooh, that 2015 Premier Merlot is delish. Do the blending experience with Jan - so fun. Picturesque & pretty patio.",1556336384,False,ChIJbUxzWDFColQRZ02xVl9QqhY
Andrea L,https://www.google.com/maps/contrib/111094174624039414279/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-s0yolELMSAlpVwcA0T_Vy7sF8Nl8q0uWCjiqTuQ=s128-c0x00000000-cc-rp-mo,5,2 months ago,"This is a beautiful place full of lovely and accommodating employees! They go above and beyond to ensure everyone is enjoying their time.  Patty is warm and friendly and made us feel welcomed.  Kasey was AMAZING and handled a large,difficult group in the nicest and most professional way.   It's hard to imagine that people would be unappreciative at a winery,  but you see it all. They handled it with grace! Thank you for all that you do and the best wine west of the Mississippi.  😊",1659820478,False,ChIJ6VDhna8XwVQRmtaFV9B8YnA
Michele Irby,https://www.google.com/maps/contrib/112118983656291235688/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8c_9zcwcuL0__v7h0Xcfejo_w7uq30iUlW5xgBFw=s128-c0x00000000-cc-rp-mo-ba4,5,5 months ago,"Wow!! They are expanding their facilities, and it is beautiful! The view is amazing, and they have added beautiful charcuterie platters and sandwiches to their menu. And, as always, the wine and service is outstanding.",1651876232,False,ChIJS7CEVv2r6lQRX3LpQbbaWa8
Andrea Barnes,https://www.google.com/maps/contrib/105775747600322925786/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9aHwngXAl4HNdkrdGHjhmJ3Q6hu_VOjj0b-kZBuA=s128-c0x00000000-cc-rp-mo,5,3 weeks ago,"Do yourself a favor and come here for a tasting. Great wine, great service, and cheese board is delicious.",1664921708,False,ChIJeeQKRWI4lVQRAbyV6ExOZkE
Kay Ross,https://www.google.com/maps/contrib/112327940160656872799/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9H6ylQke3wQgukwYRmOUPLFpvGVYKqmmslAEgLn18=s128-c0x00000000-cc-rp-mo,5,a year ago,"First time at Coria and not disappointed!
Caity took great care of us and was incredibly accommodating with our various wine preferences. The patio was well shaded and spaced and the price points were very affordable. The cheese plate came with a whole block of cheese and a full bag of crackers, which we supplemented with our own jam and fixings.
One complaint would be some dogs off leash and one recommendation is to label the single stall restrooms as gender neutral.
Otherwise, we enjoyed our time and hope to visit again soon!",1628467472,False,ChIJm-BEGj4GwFQRQz0MEeIFSLM
Chris Karlin (Eater10000),https://www.google.com/maps/contrib/106532893843311627493/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9DOMqSuo_7koV1Ow1S01WzL9oM5Rn6fzko6Zj8zA=s128-c0x00000000-cc-rp-mo-ba6,5,4 years ago,Excellent wine & great people!,1526838867,False,ChIJw-qQWLo_lVQReBXhIUASf7k
steven canty,https://www.google.com/maps/contrib/106558580286828880724/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-wSqFphhHSsEcN2yxixYJgl4XHEXgx8HTJxryJ=s128-c0x00000000-cc-rp-mo-ba3,4,2 years ago,,1594610705,False,ChIJ58mJ404xwVQRiuC6g9eryXc
Cecilia Nunez,https://www.google.com/maps/contrib/113242811006922033271/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-rBWxVcYQNpuf3eE2FaW_Ccj76rggWi-_2iXnr=s128-c0x00000000-cc-rp-mo,1,5 months ago,"The owner, Saj Jivanjee, was very rude to my husband. It was the first time we met him and he left a very bad impression on us both. My husband made a comment, in front of others sitting at our table, that he was not aware of certain shows being performed in London (mind you, it was our FIRST time in London) and the owner of this winery says to my husband verbatim “that is ignorance of the highest caliber”. I mean, who says that to someone they just met and as the owner you should know better than to treat a customer so rudely. My husband brushed it off and acted maturely by not responding back, but then later the owner AGAIN says my husband “needs to check his color palette” because Saj thought the sky looked orange during the 2020 fires and after my husband made a comment on how red the sky looked. Such childish jabs and insults for no reason. I don’t know how my husband kept his cool, but I’m glad he did. We said our goodbyes to the other couple and walked away from that offensive and rude man.

We will not be returning to this establishment and do not wish to support someone’s business who carries themselves like this man does.

(I’d give a NO star, but google doesn’t allow a review to be posted unless you select a star).",1653807980,False,ChIJD9vkzLJrlVQRqlHx68XS7fU
Scott Cuthbert,https://www.google.com/maps/contrib/105188361582577371444/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0XJfoIlmkLyWl5om5YxYAy3Anezk8LV4nw8_SM=s128-c0x00000000-cc-rp-mo-ba5,4,3 months ago,Very hospitalable. Not my favorite wines but the sparkling rosé was delicious and each pinot noir is very unique and interesting. The access getting out of the winery is very difficult at the end of a weekday which would benefit from traffic modifications like roundabouts.,1656689969,False,ChIJffprYLJGlVQR2EpHc4SuicA
Paige Stinebaugh,https://www.google.com/maps/contrib/103452969652294589646/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8lesUnywHy0KjTjHEcKNvZchTkDQx8DgZicDqkgA=s128-c0x00000000-cc-rp-mo-ba4,5,4 years ago,"What a winery! The tasting room has a fantastic view of the surrounding hills and has lots of seating outside in the grass or patio. The tasting lineup was wonderful, a great variety of reds. The people pouring were very friendly, knowledgeable, and patient, even when large groups starting rolling in. We never felt rushed and really enjoyed ourselves.",1532098697,False,ChIJmRfDgyg-olQRbdat-p7Asbs
Agustin Hernandez,https://www.google.com/maps/contrib/115816362803849645329/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0AZnhbok2Ear7B6vmEhkmEo52qbl-fNzIoUMfS=s128-c0x00000000-cc-rp-mo-ba3,5,a year ago,"Wonderful service, super friendly and very personable. Scott and Karen took the time to get to know us during our tasting and shared with us so many great stories and experiences. Scott's Valentine's day chocolate teddy bear was the cutest and he reminded us of Carl from the movie Up. They had a unique selection of wines, and their Veraison was amazing! We'll definitely come back this summer when the weather is nicer and covid let's everyone enjoy life a little better. Thanks for starting our Valentine's Day on the right foot!",1613403904,False,ChIJ4_U2tjAbxFQR0kgfsJUkEZY
Bryan Caldwell,https://www.google.com/maps/contrib/103820153575156807746/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3LCs7fF4uoTAY3ATjlkqX6iJBrP3H-yL3g43WU=s128-c0x00000000-cc-rp-mo,5,a year ago,"Our group of friends had a wonderful tasting today at Arlyn Vineyard. Excellent wine in a lovely spot with the owner Janis, her dogs and lambs.",1625016209,False,ChIJVdKpzeo_lVQRssCmAbJ_k0s
Matthew Cox,https://www.google.com/maps/contrib/112863114114103166979/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu07rsa5WRvzQtfykl5tT16NfX24TMxbvHYiHXQS=s128-c0x00000000-cc-rp-mo,2,a year ago,Wine tasting hostess talked way too much and was not paying attention to our group not having interest in all the details she was trying to share about Drew Bledsoe.  It was uncomfortable visit as she just grew annoyed with the group but she persisted.  They need to learn to read the room.,1635034829,False,ChIJ83cw1mRqolQRhqvOeqZuGzY
Melissa Welch,https://www.google.com/maps/contrib/101897683134526374131/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu3_BvQfeFoUPXskWTnpKmzTA5ZMAEO5zu_r6W-7=s128-c0x00000000-cc-rp-mo,5,8 months ago,"We are so lucky to have such a wonderfully skilled winemaker here in Eugene, making the most of what this magical willamette offers. Absolutely fantastic wine. Run, don’t walk down to to their  tasting room.",1643838747,False,ChIJt8DdfXQewVQRDnGR9L8Wui0
Ivan Miovsky,https://www.google.com/maps/contrib/115034604392083565260/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8EszdH0pH9p6ci4dogP0CMe2hddbrK_zUS8pdiIQ=s128-c0x00000000-cc-rp-mo,5,8 months ago,10/10 recommend. Our server was Kathryn and she was amazing! Super knowledgeable and wonderful customer service. Food was great too!,1645404222,False,ChIJE2iZAPj9VEARnCp655KGURc
Elena Flynn,https://www.google.com/maps/contrib/113424079421375040924/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9t4gv8UP6ff53IZyeYiM05q9ae5AR19EvIkp6IaLs=s128-c0x00000000-cc-rp-mo-ba4,5,4 years ago,Trevor treated us really well during a wine tasting and was patient while answering all our questions. We bought some wine and they let us picnic on their gorgeous balcony. Would love to come back when they have concerts and tamales,1530767259,False,ChIJdTHtN0xoolQRyRlSR_TQfUE
mike bacus,https://www.google.com/maps/contrib/102847989793602773546/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu8wEVv7J35W348iPiRVef04okPMVcEK2ybJXdZDcg=s128-c0x00000000-cc-rp-mo,5,a month ago,,1663638569,False,ChIJgUViR4o_lVQRQm8qqjxWrGE
Kathleen Anson,https://www.google.com/maps/contrib/117625230525879748817/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9oukc0zQmgmOTKtdS-q04HdcC-Ufe1qYQo7_Tlug=s128-c0x00000000-cc-rp-mo-ba5,5,11 years ago,"I highly recommend visiting Brickhouse any time other than a special event or holiday weekend.  Just check to make sure they are open, or make an appointment.  They make stellar wines (some bold, some subtle and nuanced, but all exquisite representations of the varietal).  All in a humble setting, with a terrific staff.  If you do go during an event, brace yourself for the self-important crowd that has discovered this wonderful winery.",1315180906,False,ChIJKVO0arc_lVQRSCndWbzWNu0
Kieran Lyons,https://www.google.com/maps/contrib/112736885942956290129/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_gHgvplWsRIbIvC_yMDNMiVoORz_xHmkt70Qx3Sq0=s128-c0x00000000-cc-rp-mo-ba3,5,7 months ago,,1648429697,False,ChIJJ-qGrWM9wVQRm3x2PHXQ-nM
Jason Mueller,https://www.google.com/maps/contrib/104267752591116207946/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu2kraQp74pbckmq4ORKAD5Z0P4t_YB7S2fnbi9k=s128-c0x00000000-cc-rp-mo,5,8 months ago,,1645408969,False,ChIJl0wRBORTlVQRXFyvd6utsyw
Chris Moore,https://www.google.com/maps/contrib/100353830406747980978/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-LxV0umzBguGYIXohceGiOXHLmU1w1ieIEm6SxJQ=s128-c0x00000000-cc-rp-mo-ba3,5,5 years ago,,1508559237,False,ChIJcVTsdKhcolQRKDsSfdYd22w
Cindy Hall,https://www.google.com/maps/contrib/105097470930041899336/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu21Qw2HjAo7QIvvOi5DHpT2Zjuel9kWaFTT7vQ4=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"I attended a wedding  for my cousin there this weekend and the venue was beautiful! The tasting room staff was amazing and very knowledgeable about their wines. We all had a fabulous time. If you are looking for a memorable place for an unforgettable event, this is the place. thank you all for assisting with such a beautiful event!",1561908592,False,ChIJRatAJyxOlVQRa1sAj8gtcw8
jim lanl,https://www.google.com/maps/contrib/113592627119665104987/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu0PGclHSh_phyrG6SJHOlEKF4fEZ8O_BLSISdar=s128-c0x00000000-cc-rp-mo,5,4 years ago,,1535759275,False,ChIJMUXbHeRqlVQRVxGePwpQ8T8
Linda Smedes,https://www.google.com/maps/contrib/107277213871118005977/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu24AX4qfHUiNspBdUUtQObKTmeU946_SsQIzv9_=s128-c0x00000000-cc-rp-mo,4,6 years ago,,1469142802,False,ChIJsUP3Td8ixFQRyE51ASKNrd0
Kathryn Atkinson,https://www.google.com/maps/contrib/109901743500263559840/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2EPCq5VQ5YAfu1naD-EncAry0eTloHBcIdVsYy=s128-c0x00000000-cc-rp-mo,5,2 years ago,"I have visited the winery on a sunny afternoon in 2018 and it was sublime-sunny afternoon with the rolling hills of the Williamette as scenery. Super nice tasting staff. I recently ordered wine from them and the owners surprised me by dropping it off as my house was on the way to a conference they had in downtown Portland. The wine: sublime Pinot. Nice people, extremely great Oregon Pinot.",1600914667,False,ChIJs4Aidk9HlVQRc_xoeCF1iPE
Christopher Petrik,https://www.google.com/maps/contrib/109983373498302292724/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0aCWJFy1y_5jYin5wQghUnG72YeYXLmBBibpdF=s128-c0x00000000-cc-rp-mo,5,3 years ago,"Mike was great winemaster and took the time to tell us all about his wines. Then his wife Jan was kind enough to expedite shipping of our case of delicious pinot noir to us when there was a misunderstanding about how long it would take. All in all, a great experience and amazing wine!",1556478248,False,ChIJpxtVdAKr6lQRnFmXb1odLsQ
Ionela Samoila,https://www.google.com/maps/contrib/110679547727838035800/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8sRuweepW86dDYOQKJfiIVL9KC92Lw83tdUMYITQ=s128-c0x00000000-cc-rp-mo,5,a year ago,Had a great time visiting with friends andtasting wines here! Very nice welcoming people! Highly recommend if you are in the Portland area!,1630277380,False,ChIJxfXQ_qk9lVQRp-9f7WTc1j4
Christian Smith,https://www.google.com/maps/contrib/110868013973412671620/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu0KQ0P6C6LZZ-OS1Q6gzZ4sNyshvBk7wIXYopLw=s128-c0x00000000-cc-rp-mo,5,4 years ago,What an absolutely amazing experience.  Some of the best wines that I have tried from Washington State.  Our  attendant was super nice and informative and took us on a tour of their production facility.  Make sure to try the rhone white,1531876698,False,ChIJizAkYntqolQRInv0lIr_HBA
A Google User,https://www.google.com/maps/contrib/114974353672512413187/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8pHL1j9zQgijJjTESZKXA-ZFgyK7Cyv72_36xW=s128-c0x00000000-cc-rp-mo,3,3 years ago,"We were the only two people there. It's a very small tasting room; which was absolutely no problem, except the owner came in three times and tinkered around and not once did she give us a howdy-do.Weird, when your standing 3 feet away. Pat was amazing, but plenty of other  wineries to visit and be appreciated for your patronage.",1570125011,False,ChIJE2DTtToWxFQRDv-TK9ohz2Q
Steve Horning,https://www.google.com/maps/contrib/100347603996931070584/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu-bY8BiMTzWcakO3oEz_CLs0CuRJwFUY1Fcm2lTvw=s128-c0x00000000-cc-rp-mo,5,3 years ago,,1543096951,False,ChIJnQpri35UwFQRS1abjzcudzA
Anita Shaw,https://www.google.com/maps/contrib/117596599228459308488/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu8P7r5qE4R_1DlCN6sEvHNT2aR0MtKpqutnO32LwQ=s128-c0x00000000-cc-rp-mo-ba2,5,9 months ago,"Delightful, chill tasting experience of Chardonnay and Pinot Noirs. Charcuterie plates and other nibbles available. We really enjoyed all of the wines tasted. Lester was friendly, knowledgeable about the wines, region and wine in general. Precautions for Covid are good, vaccine cards required (cool), good ventilation and the extra nice touch of blankets on our seats to allow for open doors on a bit chilly day.",1642286886,False,ChIJJ1AqhglBlVQRYYqcPLUg6eE
Brian Campagna,https://www.google.com/maps/contrib/113967911430881391163/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu_6nuCzyZifd_8oky94YLH4Q19jjP-WWtj9rhDJyQ=s128-c0x00000000-cc-rp-mo-ba4,5,2 years ago,,1603479972,False,ChIJZc74sbpplVQRU0QVC4gdGpw
Jordan Webster,https://www.google.com/maps/contrib/106841483123815768839/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9LMrdN5O5LtfEuXewCJipVC071gW7kGEx-8UYp=s128-c0x00000000-cc-rp-mo,5,a month ago,By far one of the coolest vineyards we have ever been. We went with two other couples and all of us blown away with the wine and pizza. Roger (believe that was his name) is one of the owners and came over to speak with the group for about 30 minutes. The view is amazing and what they've done with the pond and the flowers will make you want to return. This place is now on our yearly visit list.,1663699279,False,ChIJbcRszS0vv1QRPJ0woaqPeFw
Jeremy Bradshaw,https://www.google.com/maps/contrib/112726877757278093044/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu91J860zFJfdUuSqbl1Po0in2E9vH4hghJf6sIvpNg=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"Superb wine with surroundings to match. We had an excellent experience tasting their wares in the courtyard surrounded by beautiful, pollinator-friendly landscaping. Stacy was very helpful and informative. Abeja has the whole package; make sure this is one of your stops for a day of wine tasting in Walla Walla.",1621038067,False,ChIJkyxxY34VolQRcaxvXcqbfg0
Vincent Adams,https://www.google.com/maps/contrib/118213672289180529083/reviews,,,https://lh3.googleusercontent.com/a-/ACNPEu9LLRAVxmR9wu751k3txorW_P__6ZalVc5hdOIdCA=s128-c0x00000000-cc-rp-mo-ba3,5,3 years ago,,1562218507,False,ChIJ56rX5tIAwVQRmyVqDcZWHKo
Tara Stine,https://www.google.com/maps/contrib/112557782302400932739/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2bHCPgIuXxX_Usry4D15V1InzSfC-oGs-ho6M8=s128-c0x00000000-cc-rp-mo-ba4,5,a year ago,"I loved every single wine I tried! Even got spoiled with extra samples and ended up buying the bottles. Bob was so fun and personable as a pourer and I even got to meet Patrick the owner. Great spot, great wine, great people! Glad I stopped!",1604356543,False,ChIJY3KvPRoKlVQRH78GVMTt2mE
Maka Dangdang,https://www.google.com/maps/contrib/105675369000235648640/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu_gbXFHimA_2zxiwNupzeiinzN_UIr-ru-ecEz0Qw=s128-c0x00000000-cc-rp-mo-ba3,5,2 years ago,"We stayed the night in the vineyard in our motorhome as part of the Harvest Host program. We had an awesome evening enjoying the beautiful property and views.  The Our dogs enjoyed barking at the neighbors chickens and rubbing noses with the goats across the fence.  After a collective determination that our dogs would play well with Sue and Neils pups they enjoyed each others company. (note that our dogs were allowed because we were overnight guests in a self-contained RV) We woke up to exceptional sunrise views.  We highly recommend our RVing Ohana to take advantage of this beautiful setting, yummy wine, and gracious hosts.",1598152977,False,ChIJN__uU6pTwFQRlm9_Gndu4Us
Julie Wood,https://www.google.com/maps/contrib/101776793857947133882/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2pMzWEudYK5TkEPriAC630E4syqFfwFfQTHsV-=s128-c0x00000000-cc-rp-mo,5,2 months ago,Amazing detail just like the best wineries around top noch service and very professional servers. The wine is very good,1661039356,False,ChIJrWcAWigBwFQRpNXuw3xLJok
Arundhati Tillu,https://www.google.com/maps/contrib/115971231087720813892/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu9OlaFWWXfQtR-vR_FwCOAb-jwi8SjSVJ05Si5cAw=s128-c0x00000000-cc-rp-mo-ba4,5,11 months ago,"Went for a tasting here and had a great experience. They walked us through their wine offerings and answered all my questions. The wines are super balanced. Suggest going on a weekday when they aren't super busy. Didn't buy a bottle because I learned I am not a cab kinda girl, which is their speciality",1636952911,False,ChIJ4095b2NqolQRxrFhC01pB64
Mike Walsh,https://www.google.com/maps/contrib/104375190674900771542/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu95t2aXu9edwKHdsukxum2SVVih9WVDROkW5wpKq7k=s128-c0x00000000-cc-rp-mo,5,3 months ago,"My son and daughter in law held their wedding at Youngberg Hill Inn & Winery.  The venue was fantastic, the staff was very helpful (Becky specifically), and the event could not have been any better. The views from the property are amazing and everyone that attended had a great weekend. I would highly recommend the property.",1657574452,False,ChIJibXtWutLlVQRqVEEK3nsBtY
Elias Cabrera,https://www.google.com/maps/contrib/108434578178186957162/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu1YTwjE5wiMsOSVSdb9JFYMEgzIiXoAMHEn_K3G=s128-c0x00000000-cc-rp-mo,3,2 years ago,,1593814174,False,ChIJG-KmkjdbolQRzKfXk7XQTk0
Heike Henderson,https://www.google.com/maps/contrib/101002053222367921966/reviews,en,en,https://lh3.googleusercontent.com/a-/ACNPEu-ZNdo7tVl5OTg0Z55uhiYyd6XVWTpxwF4gf02cjIg=s128-c0x00000000-cc-rp-mo,5,a year ago,"Beautiful place, great wine and very friendly owner. Highly recommended!",1633910734,False,ChIJIxjf9hnilFQRuuZurkpC2Ek
Bonnie Brooks,https://www.google.com/maps/contrib/111912870349629346750/reviews,,,https://lh3.googleusercontent.com/a/ALm5wu10QOguKU3HFrg1eZx_rOlGZEkU1g0Zv5E4gnIP=s128-c0x00000000-cc-rp-mo,5,2 years ago,,1602035181,False,ChIJUwmbTltrolQR-8kMGCvVUBk
John Z,https://www.google.com/maps/contrib/109246094245093944888/reviews,en,en,https://lh3.googleusercontent.com/a/ALm5wu2INPXMgOgJpNTDW91mcty9wPU8ZxCgeVCOuDgE=s128-c0x00000000-cc-rp-mo-ba4,5,3 years ago,"Truly excellent, eclectic and natural wine. The opposite of pretentious or fussy like so many other tasting room. And also a ton of fun to talk to Daniel the owner and wine maker. The whites and roses were truly exceptional. 2014 Chardonnay was complex, not buttery but earthy and subtle. The Pinot noir bland “bliss” is just great and unlike anything else here.",1560383246,False,ChIJeT9Adag_lVQR0wWcn6z1x_U
