price,rating,title,source,designation,winery,category,vintage,ava,region,province,country,varietal
$65,94,Roco 2016 RMS Brut Sparkling (Willamette Valley),Wine Enthusiast,RMS Brut,Roco,Sparkling,2016,Willamette Valley,Willamette Valley,Oregon,US,Sparkling Blend
$75,92,Geodesy 2017 Eola Springs Vineyard Chardonnay (Eola-Amity Hills),Wine Enthusiast,Eola Springs Vineyard,Geodesy,White,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$45,92,Carlton Cellars 2016 Roads End Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Roads End,Carlton Cellars,Red,2016,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$24,92,Andrew Rich 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),Wine Enthusiast,Croft Vineyard,Andrew Rich,White,2018,Willamette Valley,Willamette Valley,Oregon,US,Sauvignon Blanc
$37,92,Dancin 2017 Onore Barbera (Rogue Valley),Wine Enthusiast,Onore,Dancin,Red,2017,Rogue Valley,Southern Oregon,Oregon,US,Barbera
$25,91,Lange 2017 Classique Pinot Noir (Willamette Valley),Wine Enthusiast,Classique,Lange,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,91,Résonance 2017 Willamette Valley Pinot Noir (Willamette Valley),Wine Enthusiast,Willamette Valley,Résonance,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,90,William Rose 2018 Riesling (Oregon),Wine Enthusiast,,William Rose,White,2018,,Oregon Other,Oregon,US,Riesling
$15,90,A to Z 2018 Chardonnay (Oregon),Wine Enthusiast,,A to Z,White,2018,,Oregon Other,Oregon,US,Chardonnay
$16,88,Melrose 2015 Vin du Fermier Pinot Noir (Oregon),Wine Enthusiast,Vin du Fermier,Melrose,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$30,86,The Willametter Journal 2017 Pinot Noir (Oregon),Wine Enthusiast,,The Willametter Journal,Red,2017,,Oregon Other,Oregon,US,Pinot Noir
$23,86,Jackalope 2017 Merlot (Applegate Valley),Wine Enthusiast,,Jackalope,Red,2017,Applegate Valley,Southern Oregon,Oregon,US,Merlot
$70,93,Bergström 2017 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Temperance Hill Vineyard,Bergström,Red,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$75,92,Walt 2017 Shea Vineyard Pinot Noir (Oregon),Wine Enthusiast,Shea Vineyard,Walt,Red,2017,,Oregon Other,Oregon,US,Pinot Noir
$35,92,Soter 2017 North Valley Pinot Noir (Willamette Valley),Wine Enthusiast,North Valley,Soter,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$24,92,Division 2018 La Frontière Sauvignon Blanc (Oregon),Wine Enthusiast,La Frontière,Division,White,2018,,Oregon Other,Oregon,US,Sauvignon Blanc
$22,91,Soter 2017 Planet Oregon Pinot Noir (Willamette Valley),Wine Enthusiast,Planet Oregon,Soter,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,91,Iris Vineyards 2017 Steelhead Run Vineyard Syrah (Applegate Valley),Wine Enthusiast,Steelhead Run Vineyard,Iris Vineyards,Red,2017,Applegate Valley,Southern Oregon,Oregon,US,Syrah
$24,90,King Estate 2017 Foris Pinot Blanc (Rogue Valley),Wine Enthusiast,Foris,King Estate,White,2017,Rogue Valley,Southern Oregon,Oregon,US,Pinot Blanc
$20,90,Oregon Solidarity 2018 Chardonnay (Rogue Valley),Wine Enthusiast,,Oregon Solidarity,White,2018,Rogue Valley,Southern Oregon,Oregon,US,Chardonnay
$39,90,Treos 2017 Sangiovese (Willamette Valley),Wine Enthusiast,,Treos,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Sangiovese
$68,89,Ancien 2016 Shea Vineyard Pinot Noir (Oregon),Wine Enthusiast,Shea Vineyard,Ancien,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$30,89,Vidon Vineyard 2017 Chardonnay (Chehalem Mountains),Wine Enthusiast,,Vidon Vineyard,White,2017,Chehalem Mountains,Willamette Valley,Oregon,US,Chardonnay
$18,89,Jezebel 2016 Pinot Noir (Oregon),Wine Enthusiast,,Jezebel,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$16,88,Cana's Feast 2018 Andreas Vineyard Vaso Bianco White (Willamette Valley),Wine Enthusiast,Andreas Vineyard Vaso Bianco,Cana's Feast,White,2018,Willamette Valley,Willamette Valley,Oregon,US,White Blend
$24,88,King Estate 2017 Elhanan Riesling (Willamette Valley),Wine Enthusiast,Elhanan,King Estate,White,2017,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$19,87,Gooseneck 2017 Pinot Noir (Oregon),Wine Enthusiast,,Gooseneck,Red,2017,,Oregon Other,Oregon,US,Pinot Noir
$40,86,Vidon Vineyard 2016 Explorer Tempranillo (Chehalem Mountains),Wine Enthusiast,Explorer,Vidon Vineyard,Red,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Tempranillo
$16,86,Silvan Ridge 2018 Pinot Gris (Willamette Valley),Wine Enthusiast,,Silvan Ridge,White,2018,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$25,92,Toil Oregon 2018 Pinot Noir Rosé (Willamette Valley),Wine Enthusiast,Pinot Noir,Toil Oregon,Rose,2018,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$32,92,2Hawk 2017 Grenache (Rogue Valley),Wine Enthusiast,,2Hawk,Red,2017,Rogue Valley,Southern Oregon,Oregon,US,Grenache
$30,90,Petites Secondes 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,Petites Secondes,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,90,Stoller 2015 LaRue's Brut Rosé Sparkling (Dundee Hills),Wine Enthusiast,LaRue's Brut Rosé,Stoller,Sparkling,2015,Dundee Hills,Willamette Valley,Oregon,US,Sparkling Blend
$20,90,A to Z 2016 Pinot Noir (Oregon),Wine Enthusiast,,A to Z,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$18,88,Northwest Ridge 2018 8 Barrel Pinot Gris (Willamette Valley),Wine Enthusiast,8 Barrel,Northwest Ridge,White,2018,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$27,93,Ovum 2017 Off the Grid Riesling (Rogue Valley),Wine Enthusiast,Off the Grid,Ovum,White,2017,Rogue Valley,Southern Oregon,Oregon,US,Riesling
$55,91,Swiftwater Cellars 2016 Thistle Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Thistle Vineyard,Swiftwater Cellars,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$55,91,Swiftwater Cellars 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,Swiftwater Cellars,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$55,91,Swiftwater Cellars 2016 Saffron Fields Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Saffron Fields Vineyard,Swiftwater Cellars,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,91,Quady North 2018 Rosé of Counoise (Applegate Valley),Wine Enthusiast,Rosé of,Quady North,Rose,2018,Applegate Valley,Southern Oregon,Oregon,US,Counoise
$27,91,Ovum 2017 Memorista Riesling (Eola-Amity Hills),Wine Enthusiast,Memorista,Ovum,White,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Riesling
$25,91,Lange 2016 Classiqué Pinot Noir (Willamette Valley),Wine Enthusiast,Classiqué,Lange,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,89,Swiftwater Cellars 2016 No. 9 Pinot Noir (Willamette Valley),Wine Enthusiast,No. 9,Swiftwater Cellars,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$17,88,Oregon Solidarity 2018 Rosé of Pinot Noir (Rogue Valley),Wine Enthusiast,Rosé of,Oregon Solidarity,Rose,2018,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$20,87,Chehalem 2018 Pinot Gris (Chehalem Mountains),Wine Enthusiast,,Chehalem,White,2018,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Gris
$20,87,Bodewell 2017 Pinot Noir (Willamette Valley),Wine Enthusiast,,Bodewell,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,93,Ponzi 2016 Aurora Vineyard Chardonnay (Chehalem Mountains),Wine Enthusiast,Aurora Vineyard,Ponzi,White,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Chardonnay
$55,91,Tumwater 2016 Prince Hill Vineyard Reserve Pinot Noir (Dundee Hills),Wine Enthusiast,Prince Hill Vineyard Reserve,Tumwater,Red,2016,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$39,91,Simple Machine 2017 Pinot Noir (Rogue Valley),Wine Enthusiast,,Simple Machine,Red,2017,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$34,91,Simple Machine 2014 Grenache (Rogue Valley),Wine Enthusiast,,Simple Machine,Red,2014,Rogue Valley,Southern Oregon,Oregon,US,Grenache
$28,88,Love & Squalor 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,Love & Squalor,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,86,Centerstone 2017 Pinot Noir (Willamette Valley),Wine Enthusiast,,Centerstone,Red,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,93,Maison Jussiaume 2016 Brut Blanc de Blancs Sparkling (Rogue Valley),Wine Enthusiast,Brut Blanc de Blancs,Maison Jussiaume,Sparkling,2016,Rogue Valley,Southern Oregon,Oregon,US,Sparkling Blend
$23,91,Trathen Hall 2017 Sauvignon Blanc (Eola-Amity Hills),Wine Enthusiast,,Trathen Hall,White,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Sauvignon Blanc
$29,91,Sarver 2016 Elhanan Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Elhanan Vineyard,Sarver,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$24,90,Talent 2016 Nuf Sed Red Red (Oregon),Wine Enthusiast,Nuf Sed Red,Talent,Red,2016,,Oregon Other,Oregon,US,Red Blends
$65,94,Harper Voit 2016 Bieze Vineyard Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Bieze Vineyard,Harper Voit,Red,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,93,Carlton Cellars 2015 Roads End Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Roads End,Carlton Cellars,Red,2015,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$28,92,Failla 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,Failla,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$60,92,Moffett 2016 Pinot Noir (Dundee Hills),Wine Enthusiast,,Moffett,Red,2016,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,91,Failla 2016 Björnson Vineyard Gamay Noir (Eola-Amity Hills),Wine Enthusiast,Björnson Vineyard,Failla,Red,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Gamay Noir
$35,89,Troon 2016 Estate Cuvée Côt (Applegate Valley),Wine Enthusiast,Estate Cuvée,Troon,Red,2016,Applegate Valley,Southern Oregon,Oregon,US,Côt
$24,88,Cardwell Hill 2015 Estate Bottled Pinot Noir (Willamette Valley),Wine Enthusiast,Estate Bottled,Cardwell Hill,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$40,87,Pfeiffer 2013 Blue Line Pinot Noir (Oregon),Wine Enthusiast,Blue Line,Pfeiffer,Red,2013,,Oregon Other,Oregon,US,Pinot Noir
$30,86,Adega Northwest 2015 Firethorn Vineyard Syrah (Columbia Valley (OR)),Wine Enthusiast,Firethorn Vineyard,Adega Northwest,Red,2015,Columbia Valley (OR),Oregon Other,Oregon,US,Syrah
$36,86,Adega Northwest 2015 Firethorn Vineyard Trillium Block Cabernet Sauvignon (Columbia Valley (OR)),Wine Enthusiast,Firethorn Vineyard Trillium Block,Adega Northwest,Red,2015,Columbia Valley (OR),Oregon Other,Oregon,US,Cabernet Sauvignon
$22,91,Carlton Cellars 2017 Auxerrois (Yamhill-Carlton),Wine Enthusiast,,Carlton Cellars,White,2017,Yamhill-Carlton,Willamette Valley,Oregon,US,Auxerrois
$65,96,Brittan Vineyards 2015 Cygnus Block Pinot Noir (McMinnville),Wine Enthusiast,Cygnus Block,Brittan Vineyards,Red,2015,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$120,95,Caballus 2014 Pinot Noir (Willamette Valley),Wine Enthusiast,,Caballus,Red,2014,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,93,Argyle 2016 Nuthouse Riesling (Eola-Amity Hills),Wine Enthusiast,Nuthouse,Argyle,White,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Riesling
$85,92,Domaine Serene 2015 Grand Cheval Oregon Red Wine Pinot Noir (Oregon),Wine Enthusiast,Grand Cheval Oregon Red Wine,Domaine Serene,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$50,92,Toil Oregon 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,Toil Oregon,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,92,Domaine Divio 2016 Pinot Noir (Yamhill-Carlton),Wine Enthusiast,,Domaine Divio,Red,2016,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$50,92,Aberrant Cellars 2016 Chehalem Mountain Vineyard Block B3 Old Vines Pinot Noir (Chehalem Mountains),Wine Enthusiast,Chehalem Mountain Vineyard Block B3 Old Vines,Aberrant Cellars,Red,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$50,91,Devona 2015 Mount Richmond Vineyard Pinot Noir (Oregon),Wine Enthusiast,Mount Richmond Vineyard,Devona,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$25,91,WildAire 2017 Stater Vineyard Pinot Blanc (Dundee Hills),Wine Enthusiast,Stater Vineyard,WildAire,White,2017,Dundee Hills,Willamette Valley,Oregon,US,Pinot Blanc
$50,90,Devona 2015 Freedom Hill Vineyard Pinot Noir (Oregon),Wine Enthusiast,Freedom Hill Vineyard,Devona,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$35,89,The Eyrie Vineyards 2016 Trousseau (Dundee Hills),Wine Enthusiast,,The Eyrie Vineyards,Red,2016,Dundee Hills,Willamette Valley,Oregon,US,Trousseau
$35,88,Copper Belt 2016 Eagle Creek Vineyards Cabernet Sauvignon (Snake River Valley (OR)),Wine Enthusiast,Eagle Creek Vineyards,Copper Belt,Red,2016,,,,,Cabernet Sauvignon
$55,88,Willamette Valley Vineyards 2015 Méthode Champenoise Brut Sparkling (Willamette Valley),Wine Enthusiast,Méthode Champenoise Brut,Willamette Valley Vineyards,Sparkling,2015,Willamette Valley,Willamette Valley,Oregon,US,Sparkling Blend
$19,87,Wine by Joe 2016 Pinot Noir (Oregon),Wine Enthusiast,,Wine by Joe,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$20,85,Game of Thrones 2016 Pinot Noir (Oregon),Wine Enthusiast,,Game of Thrones,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$58,94,Résonance 2016 Hyland Vineyard Chardonnay (McMinnville),Wine Enthusiast,Hyland Vineyard,Résonance,White,2016,McMinnville,Willamette Valley,Oregon,US,Chardonnay
$20,93,Seekseekqua 2017 Waldo Pinot Gris (Oregon),Wine Enthusiast,Waldo,Seekseekqua,White,2017,,Oregon Other,Oregon,US,Pinot Gris
$125,92,Maison Evenstad 2015 La Garenne Premier Cru  (Puligny-Montrachet),Wine Enthusiast,La Garenne Premier Cru,Maison Evenstad,White,2015,,,,,Chardonnay
$14,91,Duck Pond 2017 Pinot Gris (Willamette Valley),Wine Enthusiast,,Duck Pond,White,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$18,90,J. Christopher 2017 Cristo Irresisto Pink Wine Rosé (Oregon),Wine Enthusiast,Cristo Irresisto Pink Wine,J. Christopher,Rose,2017,,Oregon Other,Oregon,US,Rosé
$18,90,R. Stuart & Co. 2016 Big Fire Pinot Gris (Willamette Valley),Wine Enthusiast,Big Fire,R. Stuart & Co.,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$34,89,Alexana 2015 Terroir Series Chardonnay (Willamette Valley),Wine Enthusiast,Terroir Series,Alexana,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$20,88,The Great Oregon Wine Company 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,The Great Oregon Wine Company,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$14,88,Wine by Joe 2017 Pinot Gris (Oregon),Wine Enthusiast,,Wine by Joe,White,2017,,Oregon Other,Oregon,US,Pinot Gris
$32,88,Spangler 2015 Khayam's Block Dolcetto (Umpqua Valley),Wine Enthusiast,Khayam's Block,Spangler,Red,2015,Umpqua Valley,Southern Oregon,Oregon,US,Dolcetto
$15,87,The Great Oregon Wine Company 2017 Rose City Pinot Gris (Willamette Valley),Wine Enthusiast,Rose City,The Great Oregon Wine Company,White,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$15,87,The Great Oregon Wine Company 2017 Rose City Rosé (Willamette Valley),Wine Enthusiast,Rose City,The Great Oregon Wine Company,Rose,2017,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$19,87,Conveyance 2017 Rosé (Willamette Valley),Wine Enthusiast,,Conveyance,Rose,2017,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$17,87,Domaine Loubejac 2017 Rosé (Willamette Valley),Wine Enthusiast,,Domaine Loubejac,Rose,2017,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$24,87,Project M 2017 Acclara Rosé (Willamette Valley),Wine Enthusiast,Acclara,Project M,Rose,2017,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$35,92,Drouhin Oregon Roserock 2016 Chardonnay (Eola-Amity Hills),Wine Enthusiast,,Drouhin Oregon Roserock,White,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$18,91,J. Scott Cellars 2017 Sauvignon Blanc (Oregon),Wine Enthusiast,,J. Scott Cellars,White,2017,,Oregon Other,Oregon,US,Sauvignon Blanc
$31,91,2Hawk 2015 Tempranillo (Rogue Valley),Wine Enthusiast,,2Hawk,Red,2015,Rogue Valley,Southern Oregon,Oregon,US,Tempranillo
$48,90,Elouan 2016 Klamath's Kettle Reserve Pinot Noir (Oregon),Wine Enthusiast,Klamath's Kettle Reserve,Elouan,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$15,90,Samuel Robert 2017 Vintner's Reserve Pinot Noir Rosé (Willamette Valley),Wine Enthusiast,Vintner's Reserve Pinot Noir,Samuel Robert,Rose,2017,Willamette Valley,Willamette Valley,Oregon,US,Rosé
$19,90,Gooseneck 2016 Pinot Noir (Oregon),Wine Enthusiast,,Gooseneck,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$60,90,Van Duzer 2015 Homestead Block Pinot Noir (Willamette Valley),Wine Enthusiast,Homestead Block,Van Duzer,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,90,Elouan 2016 Missoulan Wash Reserve Pinot Noir (Oregon),Wine Enthusiast,Missoulan Wash Reserve,Elouan,Red,2016,,Oregon Other,Oregon,US,Pinot Noir
$28,89,Scenic Valley Farms 2016 Hare Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Hare Vineyard,Scenic Valley Farms,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,88,Girardet 2016 Estate Grown Pinot Gris (Umpqua Valley),Wine Enthusiast,Estate Grown,Girardet,White,2016,Umpqua Valley,Southern Oregon,Oregon,US,Pinot Gris
$24,88,2Hawk 2017 Grenache Rosé (Rogue Valley),Wine Enthusiast,Grenache,2Hawk,Rose,2017,Rogue Valley,Southern Oregon,Oregon,US,Rosé
$21,88,Eliana 2017 Rosé of Merlot (Rogue Valley),Wine Enthusiast,Rosé of,Eliana,Rose,2017,Rogue Valley,Southern Oregon,Oregon,US,Merlot
$38,87,Sokol Blosser 2015 Thistle Vineyard Pinot Noir (Dundee Hills),Wine Enthusiast,Thistle Vineyard,Sokol Blosser,Red,2015,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$45,97,Lavinea 2015 Lazy River Vineyard Chardonnay (Yamhill-Carlton),Wine Enthusiast,Lazy River Vineyard,Lavinea,White,2015,Yamhill-Carlton,Willamette Valley,Oregon,US,Chardonnay
$120,95,Prince Hill 2015 Clone 95 Pinot Noir (Dundee Hills),Wine Enthusiast,Clone 95,Prince Hill,Red,2015,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$50,95,Domaine Divio 2016 Chardonnay (Willamette Valley),Wine Enthusiast,,Domaine Divio,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$32,93,Domaine Divio 2015 Pinot Noir (Willamette Valley),Wine Enthusiast,,Domaine Divio,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$85,93,Prince Hill 2015 Estate Reserve Pinot Noir (Dundee Hills),Wine Enthusiast,Estate Reserve,Prince Hill,Red,2015,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$35,90,Armonéa 2014 Summit Vineyard Estate Pinot Noir (Dundee Hills),Wine Enthusiast,Summit Vineyard Estate,Armonéa,Red,2014,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Apolloni 2016 Estate Pinot Blanc (Willamette Valley),Wine Enthusiast,Estate,Apolloni,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$30,93,Alloro 2016 Riesling (Chehalem Mountains),Wine Enthusiast,,Alloro,White,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Riesling
$42,93,Abacela 2014 Reserve South Face Block Syrah (Umpqua Valley),Wine Enthusiast,Reserve South Face Block,Abacela,Red,2014,Umpqua Valley,Southern Oregon,Oregon,US,Syrah
$18,91,Helioterra 2016 Redman Vineyard Arneis (Ribbon Ridge),Wine Enthusiast,Redman Vineyard,Helioterra,White,2016,Ribbon Ridge,Willamette Valley,Oregon,US,Arneis
$28,90,Argyle 2014 Grower Series Vintage Brut Sparkling (Willamette Valley),Wine Enthusiast,Grower Series Vintage Brut,Argyle,Sparkling,2014,Willamette Valley,Willamette Valley,Oregon,US,Sparkling Blend
$30,90,Iris Vineyards 2015 Chalice Estate Chardonnay (Willamette Valley),Wine Enthusiast,Chalice Estate,Iris Vineyards,White,2015,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$28,89,Duck Pond 2016 Gamay Noir (Willamette Valley),Wine Enthusiast,,Duck Pond,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Gamay Noir
$26,88,Phelps Creek 2016 Sauvignon Blanc (Columbia Gorge (OR)),Wine Enthusiast,,Phelps Creek,White,2016,Columbia Gorge (OR),Oregon Other,Oregon,US,Sauvignon Blanc
$42,88,Schmidt 2014 Pinot Noir (Applegate Valley),Wine Enthusiast,,Schmidt,Red,2014,Applegate Valley,Southern Oregon,Oregon,US,Pinot Noir
$40,88,Origin 2016 Z'ivo Vineyard Gouges Pinot Blanc (Eola-Amity Hills),Wine Enthusiast,Z'ivo Vineyard Gouges,Origin,White,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Blanc
$30,88,Maysara 2014 Jamsheed Pinot Noir (McMinnville),Wine Enthusiast,Jamsheed,Maysara,Red,2014,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$28,86,Melrose 2015 Merlot (Umpqua Valley),Wine Enthusiast,,Melrose,Red,2015,Umpqua Valley,Southern Oregon,Oregon,US,Merlot
$20,95,Styring 2014 Whimsy Estate Riesling (Ribbon Ridge),Wine Enthusiast,Whimsy Estate,Styring,White,2014,Ribbon Ridge,Willamette Valley,Oregon,US,Riesling
$60,93,Winderlea 2015 Shea Vineyard Pinot Noir (Yamhill-Carlton),Wine Enthusiast,Shea Vineyard,Winderlea,Red,2015,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$38,92,Antiquum Farm 2015 Juel Pinot Noir (Willamette Valley),Wine Enthusiast,Juel,Antiquum Farm,Red,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,91,Winderlea 2016 Meredith Mitchell Vineyard Pinot Blanc (McMinnville),Wine Enthusiast,Meredith Mitchell Vineyard,Winderlea,White,2016,McMinnville,Willamette Valley,Oregon,US,Pinot Blanc
$24,91,Keeler 2016 Pinot Gris (Eola-Amity Hills),Wine Enthusiast,,Keeler,White,2016,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Gris
$48,90,Keeler 2014 Reserve Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Reserve,Keeler,Red,2014,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$18,90,J. Scott Cellars 2016 Sauvignon Blanc (Southern Oregon),Wine Enthusiast,,J. Scott Cellars,White,2016,,Southern Oregon,Oregon,US,Sauvignon Blanc
$14,89,Wine by Joe 2016 Chardonnay (Oregon),Wine Enthusiast,,Wine by Joe,White,2016,,Oregon Other,Oregon,US,Chardonnay
$19,88,Domaine Loubejac 2016 Pinot Noir (Willamette Valley),Wine Enthusiast,,Domaine Loubejac,Red,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$14,88,Wine by Joe 2016 Pinot Gris (Oregon),Wine Enthusiast,,Wine by Joe,White,2016,,Oregon Other,Oregon,US,Pinot Gris
$48,88,Cathedral Ridge 2014 Bolton Vineyard Reserve Barbera (Columbia Valley (OR)),Wine Enthusiast,Bolton Vineyard Reserve,Cathedral Ridge,Red,2014,Columbia Valley (OR),Oregon Other,Oregon,US,Barbera
$16,88,Silvan Ridge 2016 Pinot Gris (Willamette Valley),Wine Enthusiast,,Silvan Ridge,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$20,87,Oregon Territory 2016 Pinot Gris (Willamette Valley),Wine Enthusiast,,Oregon Territory,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$28,86,Carlton Cellars 2016 Reserve Auxerrois (Willamette Valley),Wine Enthusiast,Reserve,Carlton Cellars,White,2016,Willamette Valley,Willamette Valley,Oregon,US,Auxerrois
$19,84,Wine by Joe 2015 Pinot Noir (Oregon),Wine Enthusiast,,Wine by Joe,Red,2015,,Oregon Other,Oregon,US,Pinot Noir
$65,95,Brittan Vineyards 2014 Cygnus Block Pinot Noir (McMinnville),Wine Enthusiast,Cygnus Block,Brittan Vineyards,Red,2014,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$37,91,Dancin 2015 Plié Pinot Noir (Southern Oregon),Wine Enthusiast,Plié,Dancin,Red,2015,,Southern Oregon,Oregon,US,Pinot Noir
$40,90,Martin Woods 2015 Jessie James Vineyard Pinot Noir (Eola-Amity Hills),Wine Enthusiast,Jessie James Vineyard,Martin Woods,Red,2015,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$39,89,Siduri 2015 Pinot Noir (Chehalem Mountains),Wine Enthusiast,,Siduri,Red,2015,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$34,89,Bachelder 2013 Oregon Pinot Noir (Willamette Valley),Wine Enthusiast,Oregon,Bachelder,Red,2013,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
